,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,0.16457,0.20371,0.027763,-0.0093991,0.9236,-0.17153,0.13925
1,0.16293,0.22081,0.053743,0.21883,1.2442,-0.12911,0.11393
2,0.15109,0.2389,0.067885,0.40201,1.4498,-0.087998,0.090577
3,0.13004,0.25863,0.070187,0.50396,1.5195,-0.04393,0.084986
4,0.10505,0.27441,0.06361,0.52337,1.4603,0.011648,0.10439
5,0.084986,0.28362,0.052757,0.48719,1.312,0.085315,0.13925
6,0.078409,0.28428,0.041575,0.44345,1.1229,0.17016,0.17641
7,0.086959,0.27803,0.031709,0.43523,0.93938,0.25139,0.20404
8,0.10439,0.26652,0.020857,0.47996,0.78514,0.30697,0.20469
9,0.12215,0.24876,0.012306,0.56447,0.65952,0.3175,0.17707
10,0.13596,0.2241,0.0024402,0.65722,0.54935,0.2731,0.12609
11,0.14089,0.19384,-0.0084125,0.72003,0.44608,0.1843,0.066898
12,0.14089,0.15964,-0.021896,0.72233,0.34545,0.074791,0.0040845
13,0.13629,0.12905,-0.037353,0.65327,0.25106,-0.029789,-0.063004
14,0.12577,0.10143,-0.054454,0.53356,0.16523,-0.11168,-0.13075
15,0.10801,0.073804,-0.069253,0.41089,0.09255,-0.16265,-0.19225
16,0.079724,0.045522,-0.074844,0.33558,0.041575,-0.17712,-0.23665
17,0.04881,0.01987,-0.068924,0.32999,0.021186,-0.15772,-0.25737
18,0.023159,0.0011247,-0.05544,0.37143,0.036642,-0.11628,-0.26098
19,0.0083598,-0.0041372,-0.036695,0.41056,0.087946,-0.066622,-0.25671
20,0.0054,0.0001381,-0.019265,0.40662,0.16457,-0.023211,-0.25375
21,0.010333,0.012635,-0.0064392,0.33591,0.24646,0.0001381,-0.25276
22,0.014608,0.023159,-0.0015062,0.20535,0.31585,0.0034268,-0.24947
23,0.0090175,0.021843,-0.0011774,0.047824,0.35827,-0.0087413,-0.24388
24,-0.0047949,0.0070443,-0.0051238,-0.096878,0.3711,-0.031104,-0.23467
25,-0.019923,-0.012688,-0.01203,-0.1906,0.35367,-0.049521,-0.2202
26,-0.024527,-0.025185,-0.023211,-0.21428,0.31026,-0.054783,-0.20212
27,-0.011701,-0.023869,-0.039984,-0.18271,0.23857,-0.041957,-0.18238
28,0.013293,-0.012359,-0.059387,-0.13733,0.14254,-0.014332,-0.16462
29,0.038616,0.0050711,-0.080106,-0.11793,0.027434,0.01691,-0.14719
30,0.049797,0.018555,-0.09326,-0.1495,-0.099509,0.044535,-0.12253
31,0.041575,0.025132,-0.1028,-0.22842,-0.23007,0.067227,-0.088985
