,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,0.0060577,0.095839,-0.15377,-0.080763,-0.08175,-0.31229,0.013622
1,0.0034268,0.10274,-0.18173,-0.045246,-0.062018,-0.29551,0.013293
2,0.0011247,0.1182,-0.14983,-0.0018351,-0.03538,-0.26855,0.018884
3,0.002769,0.14188,0.036314,0.036642,-0.0097279,-0.22744,0.02579
4,0.0054,0.16589,0.46746,0.061307,0.014608,-0.16824,0.03434
5,0.0063866,0.182,1.1275,0.066569,0.037958,-0.095233,0.039931
6,0.0080309,0.18858,1.8418,0.05473,0.059334,-0.021567,0.042233
7,0.01132,0.18233,2.3736,0.027763,0.072489,0.033025,0.042562
8,0.011648,0.1603,2.5436,-0.0015062,0.071502,0.057361,0.043877
9,0.0090175,0.12807,2.3035,-0.022554,0.056046,0.056046,0.045522
10,0.0034268,0.094852,1.7514,-0.029131,0.035656,0.045193,0.049139
11,-0.002164,0.06624,1.0676,-0.024198,0.017568,0.036642,0.057361
12,-0.0074258,0.047166,0.43457,-0.01795,0.0011247,0.044535,0.063938
13,-0.010386,0.036971,-0.032749,-0.016305,-0.010057,0.07808,0.06624
14,-0.0093991,0.030723,-0.30341,-0.018278,-0.01499,0.13169,0.059334
15,-0.0034794,0.024474,-0.41588,-0.022225,-0.020909,0.18496,0.046508
16,-0.00019077,0.014608,-0.43561,-0.028473,-0.037353,0.21982,0.032038
17,0.00046697,0.0017824,-0.4195,-0.038011,-0.070568,0.22278,0.016581
18,-0.0015062,-0.0097279,-0.4047,-0.052152,-0.11266,0.19483,-0.0015062
19,-0.010057,-0.017621,-0.40174,-0.066293,-0.14588,0.14879,-0.017292
20,-0.022225,-0.026171,-0.40733,-0.068924,-0.16035,0.098798,-0.020581
21,-0.03242,-0.03242,-0.40832,-0.050507,-0.15443,0.056374,-0.011043
22,-0.037024,-0.036366,-0.3945,-0.016634,-0.13075,0.033025,0.0034268
23,-0.033406,-0.033406,-0.36556,0.024474,-0.087669,0.033025,0.017568
24,-0.027158,-0.026171,-0.32347,0.06361,-0.028802,0.059663,0.027434
25,-0.017621,-0.017621,-0.28006,0.095839,0.041904,0.10702,0.033025
26,-0.0077547,-0.011043,-0.24059,0.11952,0.10932,0.1649,0.034011
27,0.0014536,-0.007097,-0.20639,0.13267,0.15734,0.22311,0.032696
28,0.0096753,-0.0074258,-0.18173,0.133,0.17641,0.27474,0.028092
29,0.019212,-0.007097,-0.1666,0.1205,0.16128,0.31059,0.02283
30,0.026447,-0.0064392,-0.15147,0.10209,0.11853,0.31717,0.017239
31,0.028092,-0.0018351,-0.12779,0.085972,0.06624,0.28264,0.014608
32,0.025132,0.0060577,-0.091287,0.073804,0.018226,0.20404,0.013293
33,0.018884,0.018884,-0.038997,0.065583,-0.022225,0.086959,0.013951
34,0.010991,0.032038,0.015924,0.059005,-0.050179,-0.04689,0.015266
35,0.0001381,0.038616,0.051113,0.054401,-0.068266,-0.16824,0.017568
36,-0.007097,0.031709,0.052428,0.054072,-0.081092,-0.25145,0.01691
37,-0.0084125,0.011648,0.010662,0.059005,-0.094905,-0.28565,0.0090175
38,-0.002164,-0.016963,-0.063004,0.067556,-0.10872,-0.2771,-0.010386
39,0.0073732,-0.04689,-0.1495,0.07808,-0.11924,-0.24454,-0.03538
40,0.015924,-0.069253,-0.23106,0.088275,-0.1222,-0.20639,-0.053796
41,0.01987,-0.084381,-0.29453,0.096496,-0.10937,-0.17219,-0.063991
42,0.017568,-0.090629,-0.33366,0.10505,-0.082408,-0.14127,-0.065964
43,0.014279,-0.09326,-0.35076,0.11524,-0.052152,-0.11431,-0.062347
44,0.016581,-0.094905,-0.35076,0.12215,-0.034064,-0.095233,-0.057743
45,0.021843,-0.099509,-0.3409,0.12248,-0.04097,-0.086683,-0.054125
46,0.029736,-0.10148,-0.32248,0.11491,-0.074515,-0.086683,-0.048205
47,0.038287,-0.099838,-0.29979,0.10176,-0.12417,-0.085039,-0.040641
48,0.042891,-0.094247,-0.27775,0.079395,-0.16758,-0.07583,-0.03242
49,0.04322,-0.091616,-0.25769,0.051441,-0.18929,-0.053796,-0.02354
50,0.039602,-0.088985,-0.24289,0.023159,-0.17745,-0.021567,-0.019594
51,0.03434,-0.083394,-0.22974,0.0014536,-0.12812,0.025132,-0.022554
52,0.027763,-0.073528,-0.21757,-0.0054526,-0.047219,0.083999,-0.025842
53,0.020857,-0.061689,-0.20771,0.0037556,0.052757,0.15142,-0.022883
54,0.01987,-0.050179,-0.19751,0.024474,0.14846,0.21982,-0.011701
55,0.021514,-0.041957,-0.1837,0.049468,0.22048,0.27211,0.00079584
56,0.018555,-0.039326,-0.16364,0.073804,0.25929,0.29612,0.0047422
