,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,0.01987,-0.007097,-0.021896,0.058019,-0.010386,0.052099,-0.015976
1,0.022501,-0.01203,-0.019923,0.055059,-0.0074258,0.045851,-0.019265
2,0.024474,-0.027158,-0.014332,0.055388,-0.0061104,0.035985,-0.021238
3,0.025132,-0.044259,-0.0074258,0.057361,-0.011043,0.029407,-0.020581
4,0.026119,-0.056756,-0.0028217,0.058676,-0.020581,0.029407,-0.018936
5,0.027763,-0.064649,-0.0008485,0.05769,-0.028144,0.037629,-0.016963
6,0.029736,-0.067937,-0.00019077,0.056703,-0.030775,0.04618,-0.021238
7,0.030065,-0.065964,-0.00051963,0.056703,-0.0265,0.050126,-0.028144
8,0.026776,-0.06136,-0.0011774,0.058019,-0.019265,0.042562,-0.038011
9,0.020528,-0.051494,-0.0047949,0.053415,-0.013345,0.027763,-0.047877
10,0.014608,-0.04097,-0.010057,0.039931,-0.0097279,0.012635,-0.055112
11,0.0077021,-0.030775,-0.017621,0.026119,-0.0090702,0.0054,-0.057085
12,-0.0028217,-0.024198,-0.02354,0.023817,-0.0087413,0.0054,-0.050836
13,-0.01499,-0.020581,-0.02946,0.03434,-0.0038083,0.0093464,-0.037682
14,-0.0265,-0.020252,-0.038997,0.050455,0.0070443,0.0096753,-0.022883
15,-0.031104,-0.020909,-0.048205,0.06065,0.018884,0.0034268,-0.0093991
16,-0.028802,-0.019923,-0.052481,0.060979,0.024145,-0.0031506,0.00079584
17,-0.02354,-0.015319,-0.047548,0.059334,0.017239,-0.0047949,0.0057288
18,-0.018278,-0.010386,-0.03538,0.059005,0.00046697,-0.0015062,0.0011247
19,-0.015319,-0.0054526,-0.021896,0.063938,-0.01203,0.0044134,-0.012688
20,-0.016634,0.0014536,-0.0097279,0.067885,-0.015319,0.0057288,-0.033406
21,-0.020581,0.0086887,-0.002164,0.064925,-0.012359,-0.0018351,-0.050836
22,-0.022883,0.010333,0.002769,0.049797,-0.0084125,-0.015648,-0.05544
23,-0.02354,0.0063866,0.0047422,0.02283,-0.0031506,-0.029131,-0.041957
24,-0.02354,-0.0008485,0.0047422,-0.0067681,0.0021113,-0.037024,-0.017292
25,-0.026829,-0.0087413,0.0054,-0.025842,0.0034268,-0.037682,0.0044134
26,-0.033735,-0.014332,0.0037556,-0.030447,0.0001381,-0.034393,0.015266
27,-0.037024,-0.018278,-0.002164,-0.027487,-0.0064392,-0.027816,0.013951
28,-0.032749,-0.020909,-0.0093991,-0.022883,-0.013345,-0.02354,0.010004
29,-0.021238,-0.021238,-0.012688,-0.020909,-0.021896,-0.018278,0.011977
30,-0.0084125,-0.019594,-0.0074258,-0.024527,-0.029131,-0.012359,0.021514
31,-0.0008485,-0.01499,0.0021113,-0.034393,-0.02946,-0.0087413,0.033683
32,-0.00019077,-0.0093991,0.010004,-0.049521,-0.024527,-0.007097,0.039273
33,-0.0074258,-0.0057815,0.012635,-0.060045,-0.01499,-0.0077547,0.034669
34,-0.018936,-0.0018351,0.011977,-0.061689,-0.002164,-0.0093991,0.020857
35,-0.027487,0.0054,0.0093464,-0.055112,0.0080309,-0.011372,0.0077021
36,-0.028802,0.015924,0.0054,-0.044588,0.010662,-0.010715,0.0017824
37,-0.026829,0.026447,0.0014536,-0.036366,0.0011247,-0.007097,0.0080309
38,-0.0265,0.035656,-0.0018351,-0.033735,-0.013017,0.00079584,0.019541
39,-0.030118,0.041904,-0.0028217,-0.038011,-0.022554,0.013622,0.034669
40,-0.034393,0.044864,-0.0024928,-0.047877,-0.021896,0.031052,0.047495
41,-0.036695,0.045851,0.00079584,-0.061031,-0.012688,0.047495,0.061636
