,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,0.036642,-0.042286,-0.038997,0.0037556,0.086959,-0.097864,0.024474
1,0.041904,-0.048534,-0.033078,0.010662,0.098141,-0.064978,0.030065
2,0.04881,-0.051494,-0.03242,0.013951,0.097812,-0.028802,0.03434
3,0.058676,-0.054454,-0.038339,0.015595,0.088932,-0.0034794,0.038616
4,0.062952,-0.053467,-0.051165,0.013293,0.076106,0.0067154,0.038944
5,0.059334,-0.04689,-0.064649,0.0040845,0.059992,0.0060577,0.038616
6,0.050784,-0.037353,-0.074186,-0.0064392,0.041904,0.0037556,0.039273
7,0.041904,-0.027487,-0.080106,-0.014003,0.02283,0.0030979,0.042891
8,0.039273,-0.018278,-0.082079,-0.01795,0.0057288,0.0021113,0.048153
9,0.041247,-0.0090702,-0.080434,-0.018278,-0.0047949,-0.0018351,0.052757
10,0.04618,0.0001381,-0.074186,-0.018936,-0.0064392,-0.014661,0.055059
11,0.053086,0.0093464,-0.062347,-0.020581,-0.0034794,-0.037353,0.055388
12,0.059005,0.015595,-0.052481,-0.025842,-0.0031506,-0.062676,0.054072
13,0.062294,0.014937,-0.060045,-0.031104,-0.0064392,-0.081092,0.052428
14,0.064596,0.0067154,-0.095233,-0.02946,-0.012688,-0.087012,0.049468
15,0.06624,-0.0011774,-0.15509,-0.021567,-0.017292,-0.077146,0.048482
16,0.062294,-0.0047949,-0.22612,-0.0084125,-0.02946,-0.051823,0.047824
17,0.051441,0.0001381,-0.28795,0.0063866,-0.04689,-0.016634,0.048153
18,0.037629,0.010991,-0.32314,0.021186,-0.059716,0.01987,0.048482
19,0.027763,0.021843,-0.3261,0.030723,-0.062676,0.049468,0.049139
20,0.019212,0.024803,-0.30735,0.03434,-0.056098,0.070845,0.050126
21,0.011977,0.022501,-0.27578,0.033683,-0.044588,0.075778,0.051441
22,0.0096753,0.01987,-0.23829,0.027105,-0.031762,0.069529,0.053743
23,0.015266,0.020528,-0.19554,0.016581,-0.024856,0.062623,0.055059
24,0.025461,0.027763,-0.15015,0.0001381,-0.021238,0.060979,0.053743
25,0.032367,0.037958,-0.10313,-0.021238,-0.020909,0.062623,0.050784
26,0.028421,0.04881,-0.06136,-0.041628,-0.02354,0.065254,0.047495
27,0.012635,0.056046,-0.035051,-0.058071,-0.028144,0.067885,0.04322
28,-0.0067681,0.058348,-0.036037,-0.072542,-0.035051,0.0692,0.040589
29,-0.020581,0.054072,-0.065307,-0.08175,-0.04097,0.070187,0.038287
30,-0.025842,0.04881,-0.11003,-0.079119,-0.042286,0.067556,0.036971
31,-0.02354,0.04618,-0.14588,-0.061031,-0.036366,0.059005,0.03434
32,-0.015648,0.051441,-0.14193,-0.030447,-0.026829,0.042233,0.030723
33,-0.0008485,0.060979,-0.079777,0.0024402,-0.015319,0.01987,0.02579
34,0.019212,0.068543,0.035985,0.028092,-0.0047949,-0.0018351,0.02283
35,0.036971,0.074791,0.18496,0.04026,0.0050711,-0.018936,0.020528
36,0.046508,0.080382,0.34413,0.041247,0.013622,-0.030447,0.020528
37,0.044864,0.085644,0.4987,0.035985,0.017897,-0.036695,0.020199
38,0.036971,0.086301,0.63058,0.025461,0.015924,-0.042286,0.019541
39,0.027105,0.079395,0.72299,0.015266,0.0057288,-0.045903,0.018555
40,0.015924,0.066898,0.76114,0.0086887,-0.0064392,-0.038011,0.017568
41,0.0050711,0.05177,0.7516,0.0077021,-0.012688,-0.014332,0.014937
42,-0.0028217,0.036642,0.71345,0.014279,-0.0087413,0.019212,0.010991
43,-0.0038083,0.02579,0.67201,0.023488,0.0011247,0.049468,0.0073732
44,-0.002164,0.021186,0.6388,0.030723,0.0080309,0.06361,0.0034268
45,0.0034268,0.021843,0.61019,0.035327,0.010662,0.056374,0.0001381
46,0.011977,0.02283,0.57204,0.038287,0.012964,0.03434,-0.0028217
47,0.021514,0.023159,0.50955,0.042233,0.018555,0.011977,-0.0051238
