,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,0.044535,-0.0018351,0.023817,0.011648,-0.040641,0.015266,0.012964
1,0.032367,-0.01203,0.034998,0.014279,-0.0038083,0.022172,0.015924
2,0.017897,-0.015976,0.041575,0.020199,0.034998,0.033683,0.019541
3,0.0044134,-0.014332,0.041904,0.033683,0.069858,0.042891,0.023488
4,-0.0047949,-0.0084125,0.036971,0.052428,0.093536,0.048153,0.027105
5,-0.013674,-0.0041372,0.030394,0.069858,0.10538,0.049468,0.033354
6,-0.022883,-0.0051238,0.020528,0.082684,0.10801,0.043549,0.036971
7,-0.03242,-0.0097279,0.011977,0.088932,0.1011,0.027105,0.034998
8,-0.039326,-0.013017,0.0090175,0.092221,0.08663,0.0047422,0.028421
9,-0.04393,-0.011701,0.0090175,0.093208,0.068543,-0.014332,0.019541
10,-0.046232,-0.0047949,0.0093464,0.094523,0.053743,-0.024198,0.011648
11,-0.051823,0.0063866,0.010004,0.098469,0.052428,-0.021896,0.0060577
12,-0.061689,0.020199,0.010333,0.10603,0.06065,-0.0084125,0.0040845
13,-0.071226,0.03434,0.0086887,0.11458,0.07216,0.013622,0.010004
14,-0.07583,0.042891,0.0030979,0.11721,0.080711,0.038616,0.01987
15,-0.074844,0.048482,-0.0011774,0.11721,0.084328,0.059992,0.028421
16,-0.066293,0.044864,-0.0038083,0.11656,0.083013,0.071502,0.032038
17,-0.052481,0.033683,-0.0047949,0.11458,0.077751,0.071502,0.033025
18,-0.039326,0.018884,-0.0034794,0.11097,0.06624,0.065254,0.027763
19,-0.034393,0.0057288,0.0030979,0.1034,0.048153,0.059334,0.018884
20,-0.033406,0.0021113,0.015266,0.09551,0.026447,0.055388,0.010991
21,-0.034393,0.0093464,0.028092,0.091234,0.0080309,0.052757,0.0093464
22,-0.031104,0.019212,0.035985,0.089919,-0.002164,0.049139,0.012306
23,-0.022225,0.02283,0.031052,0.084657,-0.017292,0.052428,0.016581
24,-0.0061104,0.014937,0.011648,0.070516,-0.05281,0.069529,0.021514
25,0.011648,0.0017824,-0.013674,0.049797,-0.10839,0.099785,0.024474
26,0.029407,-0.0097279,-0.032749,0.029407,-0.17153,0.13629,0.020199
