,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,-0.090196,-0.0096434,0.0095202,0.028684,-0.0028225,-0.068109,0.081952
1,-0.07428,-0.015165,0.016341,0.025111,0.0056225,-0.070058,0.090397
2,-0.060313,-0.020687,0.023162,0.031607,0.011144,-0.055441,0.08585
3,-0.055116,-0.025234,0.036154,0.041351,0.019264,-0.025559,0.073182
4,-0.058365,-0.030756,0.05207,0.048822,0.036804,0.014717,0.056942
5,-0.068109,-0.034329,0.066037,0.053044,0.057267,0.057267,0.045249
6,-0.077528,-0.034004,0.070584,0.054019,0.073182,0.097543,0.042975
7,-0.080127,-0.03238,0.064088,0.052395,0.079679,0.14237,0.048822
8,-0.076879,-0.030756,0.049147,0.048822,0.081627,0.20116,0.055968
9,-0.073306,-0.027833,0.031607,0.045899,0.084876,0.27359,0.057917
10,-0.07428,-0.023935,0.016991,0.044924,0.089098,0.35512,0.05142
11,-0.075579,-0.019712,0.011794,0.048497,0.093321,0.44574,0.038428
12,-0.075904,-0.011917,0.014392,0.054019,0.098193,0.54253,0.023162
13,-0.069408,0.0020496,0.022512,0.058241,0.10436,0.63477,0.017316
14,-0.048945,0.020888,0.032257,0.061814,0.11248,0.70656,0.02706
15,-0.014516,0.038103,0.038753,0.062789,0.12288,0.74878,0.047523
16,0.022837,0.050121,0.039727,0.062139,0.13067,0.75625,0.067986
17,0.049147,0.055643,0.03583,0.060515,0.13327,0.72605,0.082277
18,0.059865,0.058891,0.029658,0.058241,0.13035,0.66661,0.088124
19,0.053369,0.058891,0.023487,0.054668,0.12223,0.588,0.084551
20,0.032257,0.056942,0.019914,0.049472,0.10859,0.49868,0.075781
21,0.0088706,0.054344,0.01894,0.042001,0.092671,0.40546,0.067011
22,-0.0096434,0.05272,0.01829,0.036804,0.075456,0.31062,0.054344
23,-0.020037,0.054344,0.015367,0.032582,0.058566,0.20863,0.036154
24,-0.021986,0.056617,0.0078962,0.026085,0.038428,0.095919,0.016991
25,-0.01549,0.055318,-0.0024977,0.015692,0.015692,-0.022311,-0.00054884
26,-0.00087364,0.05207,-0.0089938,0.0010752,-0.0080194,-0.13307,-0.015165
27,0.017965,0.050121,-0.010943,-0.011917,-0.024909,-0.22402,-0.030431
28,0.033231,0.048172,-0.0073698,-0.018738,-0.033679,-0.288,-0.046671
29,0.042326,0.045249,-0.0021729,-0.015165,-0.036278,-0.32503,-0.060313
30,0.0433,0.041351,0.0020496,-0.0044465,-0.035953,-0.34582,-0.069408
31,0.03453,0.030633,0.0010752,0.0046481,-0.036602,-0.35751,-0.077528
32,0.020239,0.013418,-0.0044465,0.0069217,-0.038876,-0.36563,-0.088896
33,0.0085458,-0.0057458,-0.01614,0.003024,-0.046347,-0.3718,-0.10156
34,0.003024,-0.019063,-0.032055,0.00042559,-0.056416,-0.37245,-0.11001
35,0.0056225,-0.021661,-0.045372,0.0059473,-0.063886,-0.36498,-0.11033
36,0.012768,-0.016464,-0.052518,0.016991,-0.062587,-0.34939,-0.10546
37,0.017316,-0.0089938,-0.051544,0.026085,-0.051544,-0.32633,-0.09929
38,0.016016,-0.0037969,-0.042124,0.028684,-0.03238,-0.2945,-0.097017
39,0.013093,-0.00054884,-0.028157,0.029009,-0.0089938,-0.2539,-0.097017
40,0.012768,0.0023744,-0.018413,0.029983,0.014068,-0.2068,-0.09994
41,0.013418,0.0059473,-0.015815,0.031607,0.030633,-0.15841,-0.097991
42,0.013743,0.0062721,-0.018413,0.029333,0.037778,-0.10806,-0.088572
43,0.016016,0.0026992,-0.024909,0.022837,0.03583,-0.053168,-0.078178
44,0.01829,-0.0024977,-0.034654,0.017965,0.029983,0.0039985,-0.067784
45,0.016991,-0.0031473,-0.041475,0.016666,0.025761,0.056617,-0.060638
46,0.013418,0.0046481,-0.043423,0.016016,0.02706,0.096569,-0.059014
47,0.0095202,0.021863,-0.040825,0.013418,0.03453,0.12158,-0.061937
48,0.010495,0.042975,-0.039851,0.0091954,0.049147,0.13555,-0.06551
49,0.016016,0.061489,-0.043099,0.003024,0.065387,0.14172,-0.069733
50,0.019914,0.072208,-0.047646,-0.0021729,0.078379,0.14496,-0.073955
51,0.022512,0.074482,-0.048945,-0.0063954,0.084876,0.14951,-0.073306
52,0.024137,0.071883,-0.04927,-0.0076946,0.084226,0.16218,-0.070382
53,0.025761,0.069285,-0.04862,-0.0050961,0.073507,0.19499,-0.062587
54,0.025111,0.068635,-0.048945,-0.00022403,0.057917,0.24533,-0.048945
55,0.022512,0.069285,-0.04992,0.0052977,0.047198,0.29405,-0.030756
56,0.016666,0.070584,-0.049595,0.0091954,0.044924,0.32231,-0.0083442
57,0.012443,0.06896,-0.045697,0.0056225,0.048497,0.31874,0.016666
58,0.011144,0.063113,-0.037577,-0.0089938,0.053369,0.2895,0.039727
59,0.013743,0.054668,-0.025559,-0.030756,0.051096,0.24111,0.056292
60,0.01764,0.044599,-0.017439,-0.047971,0.041676,0.18199,0.062464
61,0.023812,0.03518,-0.014191,-0.053492,0.023487,0.12255,0.056942
62,0.027385,0.027385,-0.018088,-0.050244,0.0010752,0.063438,0.0433
63,0.02706,0.01894,-0.02361,-0.044723,-0.020362,-0.0028225,0.030633
64,0.021213,0.010495,-0.02426,-0.045047,-0.036602,-0.077528,0.022188
65,0.014068,0.00042559,-0.019063,-0.04927,-0.047971,-0.15386,0.020888
66,0.011794,-0.0099683,-0.010618,-0.053168,-0.054792,-0.21947,0.022837
67,0.016341,-0.020037,-0.0041217,-0.047971,-0.059664,-0.26851,0.022188
68,0.023487,-0.027508,-0.0011985,-0.033679,-0.063561,-0.30262,0.020564
69,0.028359,-0.030756,0.0020496,-0.015165,-0.072981,-0.32666,0.022512
70,0.02706,-0.030431,0.0075714,-0.0015233,-0.084349,-0.34582,0.032906
71,0.021538,-0.027508,0.014392,0.0033489,-0.091495,-0.36303,0.051745
72,0.015367,-0.022311,0.016341,-0.00022403,-0.096042,-0.37765,0.070584
73,0.010819,-0.019063,0.010495,-0.007045,-0.099615,-0.38447,0.083251
74,0.0095202,-0.018088,-0.0050961,-0.011917,-0.10091,-0.3809,0.087799
75,0.010495,-0.021337,-0.024909,-0.0096434,-0.10026,-0.36661,0.08585
76,0.015367,-0.027833,-0.038227,-0.0034721,-0.096692,-0.35004,0.087149
77,0.021863,-0.037577,-0.038876,0.0033489,-0.088572,-0.339,0.09397
78,0.025111,-0.050894,-0.025559,0.0078962,-0.080776,-0.33055,0.10177
79,0.023812,-0.063237,-0.0083442,0.0072465,-0.075255,-0.31529,0.10631
80,0.017965,-0.072006,0.0062721,0.0065969,-0.071682,-0.29125,0.10631
81,0.008221,-0.074605,0.017965,0.0069217,-0.071682,-0.26462,0.10079
82,-0.0031473,-0.071032,0.029983,0.011469,-0.072331,-0.24286,0.096244
83,-0.013541,-0.063561,0.042975,0.018615,-0.073955,-0.22824,0.097218
84,-0.020037,-0.054792,0.05207,0.025111,-0.078503,-0.2172,0.10371
85,-0.019063,-0.04862,0.054993,0.032582,-0.081426,-0.20583,0.10436
86,-0.011592,-0.04862,0.051096,0.040702,-0.080127,-0.19868,0.095919
87,-0.0044465,-0.056741,0.044275,0.048172,-0.070707,-0.19966,0.080003
88,-0.00054884,-0.066485,0.034206,0.050121,-0.058365,-0.20453,0.06019
89,-0.0015233,-0.072006,0.022188,0.045574,-0.04862,-0.20843,0.039402
90,-0.008669,-0.070707,0.0095202,0.033881,-0.044398,-0.20453,0.026085
91,-0.018088,-0.062912,-0.0031473,0.017316,-0.038551,-0.18536,0.023487
92,-0.026858,-0.052518,-0.016789,0.0026992,-0.026533,-0.14866,0.028359
93,-0.031081,-0.043423,-0.032055,-0.0067202,-0.0089938,-0.095068,0.032582
94,-0.025884,-0.037252,-0.046996,-0.0073698,0.01017,-0.030431,0.034206
95,-0.011267,-0.03238,-0.057715,-0.00022403,0.026085,0.040702,0.032906
96,0.0085458,-0.029132,-0.062912,0.012119,0.032906,0.11541,0.02641
