,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,-0.35394,0.036154,0.078055,0.13295,0.081952,0.16575,0.10729
1,-0.42215,-0.0034721,0.025111,0.11216,0.14724,0.14107,0.067011
2,-0.44521,-0.024909,-0.0093186,0.095594,0.22259,0.11541,0.034855
3,-0.42572,-0.022636,-0.021986,0.082927,0.30087,0.092021,0.015367
4,-0.37213,0.0017248,-0.013541,0.078704,0.39052,0.072208,0.0078962
5,-0.2945,0.038428,0.011794,0.084551,0.5081,0.054019,0.01017
6,-0.20485,0.072533,0.045574,0.097543,0.64777,0.041027,0.018615
7,-0.11878,0.090072,0.073507,0.10956,0.77931,0.030633,0.023812
8,-0.054142,0.082277,0.079354,0.11346,0.87188,0.018615,0.017965
9,-0.018738,0.05142,0.057592,0.10371,0.90436,0.00042559,-0.0037969
10,-0.0080194,0.0052977,0.01829,0.080003,0.87286,-0.025234,-0.040825
11,-0.017114,-0.0405,-0.020687,0.044599,0.77931,-0.051868,-0.08305
12,-0.041799,-0.073306,-0.047971,0.00075039,0.6273,-0.068434,-0.11845
13,-0.073306,-0.086948,-0.05804,-0.043748,0.43047,-0.067134,-0.13664
14,-0.10156,-0.086298,-0.052518,-0.0824,0.20473,-0.041475,-0.1282
15,-0.11293,-0.0837,-0.04115,-0.10774,-0.026533,0.0039985,-0.095717
16,-0.098641,-0.084024,-0.034329,-0.12138,-0.24058,0.054668,-0.048945
17,-0.058365,-0.084024,-0.034654,-0.13729,-0.4202,0.098193,0.00010078
18,-0.0021729,-0.07428,-0.039526,-0.16035,-0.5511,0.12743,0.041027
19,0.058566,-0.04115,-0.043423,-0.18959,-0.62256,0.14042,0.063438
20,0.10891,0.013743,-0.043099,-0.21947,-0.63847,0.13392,0.064413
21,0.13912,0.075781,-0.038876,-0.25065,-0.61736,0.10664,0.051745
22,0.14626,0.12028,-0.035953,-0.28086,-0.60891,0.059541,0.03518
23,0.13295,0.13262,-0.036602,-0.30782,-0.67095,0.0020496,0.021863
24,0.10924,0.11248,-0.043099,-0.32536,-0.81744,-0.051868,0.016666
25,0.079029,0.071883,-0.048296,-0.32568,-0.98926,-0.090521,0.016991
26,0.050446,0.026735,-0.049595,-0.30554,-1.0854,-0.11261,0.01764
27,0.026085,-0.0093186,-0.044723,-0.27014,-1.0162,-0.1204,0.0091954
28,0.0065969,-0.03173,-0.035628,-0.22369,-0.76872,-0.11748,-0.0083442
29,-0.011267,-0.042774,-0.022636,-0.1714,-0.39681,-0.11553,-0.03173
30,-0.024585,-0.047646,-0.010618,-0.12008,0.013743,-0.12073,-0.054142
31,-0.026209,-0.048945,-0.0028225,-0.075579,0.39084,-0.13015,-0.069408
32,-0.013866,-0.047321,0.00075039,-0.041475,0.6848,-0.1308,-0.067784
33,0.0075714,-0.046022,0.0039985,-0.015815,0.86214,-0.10871,-0.050569
34,0.033231,-0.046671,0.0056225,0.0075714,0.90242,-0.05804,-0.025884
35,0.05207,-0.050569,0.00075039,0.031607,0.81342,0.013743,-0.0028225
