,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,-0.10611,0.10436,0.036804,0.020888,0.54415,0.31419,-0.03303
1,-0.10838,0.11118,0.054344,0.05142,0.72605,0.23364,-0.017439
2,-0.10806,0.10761,0.068635,0.07708,0.91508,0.14984,-0.011267
3,-0.10546,0.092671,0.072208,0.091696,1.1087,0.058241,-0.023285
4,-0.094093,0.067336,0.062139,0.09397,1.2545,-0.034004,-0.052518
5,-0.072656,0.03518,0.044275,0.088448,1.2698,-0.12625,-0.089871
6,-0.047971,0.0023744,0.028034,0.080003,1.1025,-0.22954,-0.1217
7,-0.029457,-0.028482,0.01764,0.06961,0.78743,-0.35621,-0.13859
8,-0.017114,-0.055766,0.009845,0.055968,0.44639,-0.49166,-0.13762
9,-0.0034721,-0.076229,-0.00087364,0.043625,0.20473,-0.58358,-0.1204
10,0.016016,-0.084999,-0.010293,0.030957,0.12028,-0.56961,-0.092794
11,0.037778,-0.079477,-0.017764,0.019589,0.1677,-0.42052,-0.062912
12,0.047198,-0.062587,-0.018738,0.010819,0.25378,-0.16782,-0.033679
13,0.038753,-0.041475,-0.0099683,0.0039985,0.27846,0.12645,-0.0021729
14,0.013418,-0.025559,0.0020496,-0.0028225,0.20376,0.40319,0.028684
15,-0.020037,-0.020037,0.0075714,-0.012242,0.061489,0.61594,0.053044
16,-0.051544,-0.025884,0.00010078,-0.021986,-0.087597,0.73482,0.058566
17,-0.071682,-0.04115,-0.013866,-0.030106,-0.18277,0.74521,0.039078
18,-0.078827,-0.064211,-0.026858,-0.036602,-0.19381,0.62893,-0.0037969
19,-0.073955,-0.095068,-0.033679,-0.038551,-0.14152,0.38597,-0.059014
20,-0.061937,-0.12885,-0.03303,-0.036602,-0.081426,0.056942,-0.1191
21,-0.050894,-0.15938,-0.034329,-0.032055,-0.083375,-0.29645,-0.17692
22,-0.048945,-0.17659,-0.045047,-0.027833,-0.22142,-0.61443,-0.22694
23,-0.060638,-0.17107,-0.062587,-0.024909,-0.49328,-0.86519,-0.25845
24,-0.080776,-0.13794,-0.080127,-0.022636,-0.80087,-1.0448,-0.26462
25,-0.095068,-0.08305,-0.084349,-0.01484,-1.0198,-1.1682,-0.24026
26,-0.094743,-0.01484,-0.070707,0.0059473,-1.0614,-1.2689,-0.19121
27,-0.077528,0.052395,-0.044723,0.039402,-0.91813,-1.3706,-0.13697
28,-0.051544,0.10859,-0.017114,0.071234,-0.65439,-1.4664,-0.096367
29,-0.019712,0.15114,0.0046481,0.087799,-0.36661,-1.4937,-0.069408
30,0.014392,0.1768,0.01894,0.082277,-0.13892,-1.3667,-0.046022
31,0.048822,0.18264,0.024461,0.061814,-0.010618,-1.0256,-0.012892
32,0.078704,0.1742,0.025761,0.036804,0.025761,-0.48906,0.040377
33,0.10177,0.16283,0.026735,0.017965,0.015692,0.13555,0.10631
34,0.11346,0.15568,0.027709,0.0078962,0.0059473,0.69519,0.16868
35,0.11443,0.15211,0.023162,0.0052977,0.028359,1.0931,0.20765
36,0.11216,0.14367,0.013093,0.009845,0.095269,1.3312,0.2135
37,0.11476,0.12548,-0.0011985,0.015042,0.20278,1.465,0.19044
38,0.13067,0.096569,-0.01614,0.015367,0.32393,1.5374,0.15146
39,0.15536,0.066686,-0.027183,0.008221,0.41813,1.5585,0.11281
40,0.18199,0.053044,-0.029782,0.003024,0.43632,1.5238,0.097543
41,0.19986,0.069934,-0.018088,0.0072465,0.36518,1.4234,0.1219
42,0.20051,0.12158,0.0069217,0.024137,0.23916,1.2526,0.18427
43,0.18687,0.19109,0.044275,0.045899,0.082927,1.0242,0.26612
44,0.16868,0.25183,0.080328,0.064413,-0.11683,0.76112,0.34245
45,0.15828,0.27229,0.099167,0.071234,-0.36661,0.48634,0.39767
46,0.16218,0.23559,0.087474,0.061489,-0.63782,0.21447,0.41813
47,0.1781,0.14626,0.048172,0.042001,-0.86064,-0.030431,0.39052
48,0.18492,0.03453,-0.0041217,0.026085,-0.96165,-0.21492,0.31841
49,0.16868,-0.064211,-0.04927,0.023812,-0.90611,-0.31561,0.22324
50,0.12613,-0.12073,-0.06551,0.041027,-0.73331,-0.33055,0.13814
51,0.066037,-0.12333,-0.04862,0.079029,-0.52674,-0.26202,0.090072
52,0.00075039,-0.0824,-0.0047713,0.1323,-0.37927,-0.1308,0.089748
53,-0.056091,-0.021986,0.045249,0.18557,-0.36628,0.032582,0.12483
54,-0.090845,0.030957,0.081303,0.2187,-0.5027,0.19856,0.17485
55,-0.094093,0.063113,0.090722,0.21902,-0.73851,0.35414,0.22941
56,-0.067459,0.066686,0.078055,0.18557,-0.99933,0.49056,0.27619
57,-0.023285,0.045899,0.055318,0.13197,-1.2228,0.5958,0.30412
58,0.020564,0.016341,0.036479,0.078379,-1.3397,0.65134,0.30347
59,0.053369,-0.007045,0.031607,0.043625,-1.2426,0.6338,0.27554
60,0.073182,-0.017764,0.040052,0.037778,-0.81549,0.52174,0.22747
61,0.084551,-0.019388,0.056617,0.059216,-0.015815,0.31386,0.1755
62,0.094945,-0.012567,0.07773,0.10339,1.0632,0.033881,0.1362
63,0.10177,0.003024,0.099167,0.1664,2.2033,-0.26624,0.11573
64,0.10859,0.023812,0.12255,0.24111,3.165,-0.51115,0.10794
65,0.1206,0.045574,0.14529,0.31094,3.7273,-0.63003,0.10014
66,0.13749,0.061489,0.1664,0.35544,3.764,-0.59267,0.081627
67,0.15503,0.070259,0.18524,0.36648,3.2316,-0.41403,0.055968
68,0.16803,0.072533,0.19304,0.34375,2.1315,-0.14866,0.03453
69,0.16868,0.066362,0.17874,0.28008,0.52142,0.13652,0.019589
70,0.14821,0.046223,0.13782,0.1703,-1.3988,0.38435,-0.00022403
71,0.10047,0.0049729,0.065712,0.0078962,-3.2853,0.56299,-0.041475
72,0.022188,-0.056741,-0.034978,-0.2016,-4.8509,0.65719,-0.11391
73,-0.080127,-0.1295,-0.14834,-0.42637,-4.9695,0.65881,-0.21655
74,-0.19089,-0.19543,-0.25585,-0.61898,-4.9695,0.57046,-0.33315
75,-0.29547,-0.24091,-0.33835,-0.74501,-4.7096,0.41585,-0.43806
76,-0.3848,-0.26169,-0.38512,-0.7973,-3.1002,0.22812,-0.51212
77,-0.45658,-0.26137,-0.39519,-0.79113,-1.3485,0.024461,-0.5537
78,-0.50887,-0.25195,-0.377,-0.75378,0.096569,-0.19283,-0.57416
79,-0.53811,-0.24058,-0.34355,-0.70765,1.0005,-0.42377,-0.58715
80,-0.54428,-0.23441,-0.30684,-0.66965,1.4783,-0.66543,-0.59819
81,-0.53226,-0.23863,-0.28086,-0.64692,1.7697,-0.90546,-0.61151
82,-0.50725,-0.25487,-0.27241,-0.63847,2.0428,-1.1189,-0.6245
83,-0.47314,-0.27306,-0.27631,-0.63262,2.3364,-1.2777,-0.63165
84,-0.43319,-0.28248,-0.28573,-0.61411,2.5762,-1.3573,-0.62515
85,-0.38999,-0.27696,-0.29385,-0.57773,2.6164,-1.3482,-0.59819
86,-0.3442,-0.2591,-0.2919,-0.52511,2.3783,-1.2657,-0.55077
87,-0.2945,-0.23733,-0.27664,-0.46178,1.9535,-1.1507,-0.48841
88,-0.24286,-0.21557,-0.2474,-0.38772,1.5264,-1.0455,-0.41533
89,-0.19316,-0.19056,-0.20615,-0.30652,1.2542,-0.97984,-0.33737
90,-0.14639,-0.15548,-0.15386,-0.22142,1.2068,-0.95548,-0.25975
91,-0.10286,-0.10514,-0.09182,-0.13437,1.3536,-0.94574,-0.18634
92,-0.064861,-0.045372,-0.028482,-0.046022,1.5904,-0.90839,-0.12073
93,-0.034329,0.008221,0.02706,0.037454,1.7878,-0.80802,-0.064861
94,-0.010618,0.044275,0.067661,0.10761,1.8372,-0.64432,-0.024909
95,0.0043233,0.063113,0.090397,0.15601,1.6868,-0.43969,-0.0024977
96,0.014392,0.073182,0.098193,0.18004,1.3786,-0.22986,0.0069217
97,0.022837,0.078379,0.096244,0.18784,1.0148,-0.040825,0.014068
98,0.032906,0.079029,0.093645,0.19596,0.69909,0.11021,0.028359
