,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,-0.013216,-0.0041217,-0.011267,0.031282,0.24046,-0.029132,-0.0011985
1,-0.008669,0.0085458,-0.0057458,0.038753,0.24403,-0.020687,0.0017248
2,-0.0018481,0.012768,-0.0015233,0.044599,0.24046,-0.017439,0.0065969
3,0.0020496,0.011794,0.0010752,0.045899,0.23169,-0.01549,0.0091954
4,0.0049729,0.0088706,0.0017248,0.044275,0.21967,-0.013541,0.0052977
5,0.0052977,0.0059473,0.0017248,0.044275,0.20083,-0.010943,-0.0037969
6,0.0043233,0.0039985,-0.0011985,0.051745,0.17842,-0.0063954,-0.012892
7,0.0026992,0.003024,-0.0093186,0.064413,0.15309,-0.0028225,-0.023935
8,0.0020496,0.0049729,-0.022311,0.076755,0.13327,-0.0021729,-0.03173
9,0.0020496,0.0088706,-0.036602,0.080653,0.1232,-0.00054884,-0.035303
10,0.0020496,0.011144,-0.046347,0.078055,0.12255,0.0010752,-0.033679
11,0.00042559,0.0091954,-0.047321,0.071234,0.12418,0.0039985,-0.026533
12,-0.00022403,0.0075714,-0.037902,0.066362,0.11606,0.013093,-0.017114
13,0.0017248,0.008221,-0.021012,0.063763,0.089748,0.028034,-0.0083442
14,0.0052977,0.011469,-0.0041217,0.063113,0.040052,0.045899,-0.00087364
15,0.010819,0.015692,0.01017,0.061165,-0.034654,0.063438,0.0059473
16,0.015042,0.021213,0.021538,0.055968,-0.1243,0.076431,0.011144
17,0.013418,0.028359,0.030957,0.046873,-0.20096,0.079679,0.012768
18,0.0056225,0.03518,0.036479,0.038103,-0.23993,0.072533,0.012443
19,-0.0080194,0.036804,0.038753,0.029983,-0.22856,0.056617,0.011144
20,-0.022636,0.035505,0.034855,0.021213,-0.17075,0.040052,0.0095202
21,-0.03173,0.031932,0.025111,0.014392,-0.079152,0.029333,0.011144
22,-0.030756,0.025111,0.012768,0.011794,0.033231,0.024786,0.013743
23,-0.01549,0.015367,0.0020496,0.011794,0.15861,0.025436,0.016016
24,0.012119,0.0075714,-0.0057458,0.016016,0.28496,0.02706,0.01894
25,0.04395,0.0014,-0.0083442,0.024137,0.39507,0.023162,0.019914
26,0.071558,-0.0021729,-0.0089938,0.036154,0.46523,0.014068,0.023812
27,0.081952,-0.010293,-0.010618,0.047847,0.48569,0.0017248,0.030633
28,0.06896,-0.019063,-0.014516,0.056617,0.46068,-0.011592,0.038428
29,0.040377,-0.023935,-0.017764,0.058241,0.40481,-0.019388,0.046223
30,0.011469,-0.023935,-0.018088,0.049796,0.33595,-0.015165,0.056617
31,-0.0083442,-0.020687,-0.017439,0.035505,0.26807,-0.0021729,0.066362
32,-0.01484,-0.017439,-0.013866,0.021863,0.20603,0.014392,0.073832
33,-0.010293,-0.013216,-0.0047713,0.014068,0.14854,0.02706,0.07708
34,-0.0015233,-0.011592,0.0095202,0.014068,0.091696,0.029009,0.078055
35,0.0078962,-0.010618,0.024461,0.016991,0.033881,0.01764,0.079354
36,0.017316,-0.0099683,0.038428,0.01764,-0.03173,0.0017248,0.080328
37,0.029983,-0.007045,0.049472,0.014068,-0.10676,-0.0080194,0.081627
38,0.048172,-0.0031473,0.051745,0.01017,-0.18471,-0.0083442,0.084876
39,0.06961,-0.0015233,0.044599,0.009845,-0.2526,-0.0047713,0.089748
40,0.087149,-0.0054209,0.035505,0.011794,-0.30294,-0.0037969,0.095269
41,0.093645,-0.012242,0.026085,0.011794,-0.33672,-0.0073698,0.096569
42,0.090072,-0.018088,0.015367,0.0091954,-0.35329,-0.012892,0.091047
43,0.077405,-0.021012,0.008221,0.0088706,-0.35264,-0.016464,0.079679
44,0.054019,-0.020037,0.0062721,0.012443,-0.33478,-0.013866,0.067011
45,0.020564,-0.015815,0.011144,0.016991,-0.301,-0.0067202,0.056942
46,-0.013866,-0.0076946,0.019914,0.019264,-0.25357,-0.00087364,0.054019
47,-0.033354,0.0052977,0.028359,0.016991,-0.19641,0.00010078,0.049796
48,-0.03303,0.020239,0.038103,0.012768,-0.1308,-0.0063954,0.040702
49,-0.020037,0.031282,0.04395,0.0072465,-0.058365,-0.017114,0.025436
50,-0.0050961,0.03453,0.041351,0.00075039,0.017965,-0.029132,0.0056225
51,0.0033489,0.032906,0.034855,-0.0057458,0.096569,-0.038227,-0.013866
52,0.0014,0.033231,0.027709,-0.013541,0.17322,-0.0405,-0.027508
53,-0.0099683,0.03583,0.024461,-0.021012,0.25378,-0.035628,-0.035628
54,-0.029782,0.038103,0.027709,-0.027183,0.35771,-0.021661,-0.035303
55,-0.04992,0.039402,0.034855,-0.032055,0.49641,-0.00022403,-0.029782
56,-0.063237,0.040702,0.039402,-0.036602,0.66596,0.025436,-0.021012
57,-0.066485,0.044275,0.038753,-0.040175,0.84785,0.049796,-0.0076946
58,-0.057065,0.050121,0.032582,-0.040175,1.0141,0.071558,0.0095202
