,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,0.021538,0.040377,0.067986,0.066686,-0.021012,0.012443,-0.018738
1,0.011469,0.036479,0.032582,0.059216,-0.086948,0.0017248,-0.032055
2,0.0046481,0.034206,0.008221,0.053694,-0.15223,-0.0093186,-0.041799
3,0.008221,0.036479,-0.0011985,0.053694,-0.21362,-0.023935,-0.046347
4,0.018615,0.042326,-0.00022403,0.059865,-0.26754,-0.044398,-0.047646
5,0.029983,0.054019,0.0017248,0.068635,-0.31691,-0.065835,-0.042124
6,0.036479,0.06896,-0.0031473,0.077405,-0.36238,-0.084349,-0.030756
7,0.040702,0.080978,-0.021012,0.081627,-0.40493,-0.096367,-0.015165
8,0.048172,0.0865,-0.047971,0.079029,-0.44748,-0.10449,0.003024
9,0.058241,0.08585,-0.076229,0.072858,-0.49198,-0.11358,0.020239
10,0.066037,0.081627,-0.097341,0.062464,-0.53713,-0.12333,0.030957
11,0.068635,0.081303,-0.10514,0.053044,-0.57124,-0.12852,0.028359
12,0.066362,0.090722,-0.095393,0.047847,-0.5839,-0.12625,0.015692
13,0.062464,0.11021,-0.068434,0.046223,-0.57156,-0.11975,-0.0024977
14,0.060515,0.13327,-0.023935,0.044924,-0.53421,-0.11261,-0.019712
15,0.061165,0.15633,0.033881,0.041676,-0.48484,-0.10903,-0.034004
16,0.060515,0.17322,0.11443,0.03518,-0.42929,-0.10806,-0.041799
17,0.054668,0.17615,0.22844,0.028684,-0.36173,-0.10741,-0.042449
18,0.048172,0.15893,0.35576,0.023487,-0.26039,-0.10449,-0.039201
19,0.041351,0.12418,0.44736,0.020239,-0.11196,-0.094418,-0.034329
20,0.032257,0.079354,0.45743,0.01829,0.075456,-0.077203,-0.027833
21,0.021863,0.033231,0.37363,0.018615,0.26417,-0.054142,-0.018088
22,0.012768,-0.0050961,0.21415,0.023487,0.40514,-0.023285,-0.0037969
23,0.0069217,-0.033354,0.01764,0.028034,0.46685,0.012443,0.01017
24,0.0059473,-0.056416,-0.1701,0.028034,0.44216,0.05272,0.023162
25,0.0056225,-0.078178,-0.31464,0.026085,0.35284,0.090722,0.033556
26,0.0059473,-0.10026,-0.39746,0.020888,0.23591,0.12028,0.039078
27,0.0065969,-0.12398,-0.41858,0.011144,0.1258,0.13165,0.038428
28,0.0075714,-0.15613,-0.39876,-0.0031473,0.052395,0.12255,0.033231
29,0.0062721,-0.2029,-0.35979,-0.018738,0.02641,0.09397,0.032582
30,0.0014,-0.27079,-0.31529,-0.031081,0.045574,0.048822,0.041676
31,-0.0047713,-0.34647,-0.26722,-0.036278,0.10371,-0.0024977,0.056942
32,-0.0076946,-0.40623,-0.20778,-0.031406,0.19336,-0.049595,0.070909
33,-0.0089938,-0.42735,-0.13112,-0.019388,0.29827,-0.086623,0.079354
34,-0.010618,-0.39681,-0.042449,-0.0067202,0.38857,-0.11001,0.076106
35,-0.011267,-0.32471,0.049472,0.0036737,0.42852,-0.12235,0.062139
36,-0.011592,-0.22954,0.14042,0.011469,0.39961,-0.12365,0.04395
37,-0.012892,-0.1308,0.22779,0.017965,0.30347,-0.11651,0.031282
38,-0.015815,-0.046022,0.30607,0.024461,0.15666,-0.10286,0.029983
39,-0.018413,0.017965,0.36551,0.031932,-0.0073698,-0.084349,0.039727
40,-0.018413,0.063113,0.40091,0.038103,-0.14574,-0.057065,0.055968
41,-0.016464,0.090722,0.4165,0.041027,-0.22759,-0.025559,0.073182
42,-0.0099683,0.10761,0.4178,0.041676,-0.25292,0.0052977,0.081627
43,-0.00022403,0.11768,0.40838,0.042001,-0.24383,0.029983,0.080978
44,0.011144,0.1258,0.39702,0.042975,-0.22142,0.045574,0.073832
45,0.022512,0.13327,0.38565,0.045574,-0.20063,0.05272,0.065062
46,0.030633,0.13944,0.37265,0.051096,-0.17367,0.05142,0.059865
47,0.031607,0.14204,0.35771,0.058241,-0.123,0.048822,0.057267
48,0.02641,0.14139,0.33887,0.066686,-0.040825,0.045249,0.053369
49,0.016666,0.13749,0.31386,0.076106,0.069934,0.041027,0.049147
50,0.0046481,0.131,0.27944,0.081627,0.19563,0.031932,0.041676
51,-0.0044465,0.1245,0.22812,0.079029,0.31711,0.020564,0.030308
52,-0.012242,0.11606,0.14561,0.065387,0.41001,0.0078962,0.015042
53,-0.020037,0.10436,0.030633,0.042326,0.44444,-0.0083442,-0.0015233
