,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,0.00075039,0.04395,-0.039201,-0.0015233,0.88358,-0.058689,-0.008669
1,0.0072465,0.06831,-0.048296,0.011469,1.0034,-0.020037,-0.0047713
2,0.015367,0.092346,-0.035628,0.039078,0.98849,0.019264,0.0017248
3,0.019914,0.10859,-0.0011985,0.078379,0.92158,0.056292,0.0091954
4,0.020888,0.10924,0.041351,0.1219,0.85662,0.088773,0.019264
5,0.020564,0.09397,0.073507,0.15796,0.80497,0.11508,0.028359
6,0.018615,0.070584,0.084876,0.17745,0.74846,0.13717,0.038753
7,0.012443,0.046223,0.075781,0.18102,0.64647,0.15211,0.049472
8,0.0043233,0.024786,0.053369,0.1755,0.46133,0.15503,0.063438
9,-0.0011985,0.0078962,0.02641,0.16673,0.1781,0.14432,0.079029
10,0.00075039,-0.0031473,0.0010752,0.15861,-0.21427,0.11736,0.088773
11,0.0023744,-0.0067202,-0.021337,0.15211,-0.72357,0.07708,0.088124
12,-0.0015233,-0.0037969,-0.042774,0.14204,-1.2705,0.030633,0.076755
13,-0.008669,-0.00022403,-0.063886,0.12872,-1.6821,-0.012567,0.059541
14,-0.013541,0.00075039,-0.085648,0.11378,-1.7987,-0.041799,0.041676
15,-0.017114,-0.00087364,-0.10838,0.10079,-1.569,-0.054467,0.025111
16,-0.022311,-0.0060706,-0.12852,0.093645,-1.0688,-0.046671,0.013418
17,-0.027508,-0.012892,-0.13762,0.092671,-0.44424,-0.026209,0.0088706
18,-0.032055,-0.017439,-0.13242,0.096244,0.14951,0.0059473,0.0075714
19,-0.034004,-0.018088,-0.11553,0.10047,0.5984,0.041351,0.0069217
20,-0.034978,-0.013216,-0.095717,0.10144,0.84557,0.078379,0.0091954
21,-0.035628,-0.0067202,-0.080776,0.095594,0.88715,0.11281,0.014392
22,-0.035628,-0.0031473,-0.072331,0.078704,0.79263,0.13814,0.017965
23,-0.031081,-0.0060706,-0.072006,0.05207,0.66823,0.14789,0.015042
24,-0.021661,-0.012892,-0.079477,0.024137,0.60392,0.13814,0.0049729
25,-0.011267,-0.01614,-0.087597,0.0059473,0.64679,0.11054,-0.0063954
26,0.0020496,-0.012567,-0.089546,0.0026992,0.7621,0.070909,-0.013541
27,0.014392,-0.0011985,-0.0824,0.012768,0.84882,0.022837,-0.017764
28,0.022512,0.014068,-0.067134,0.027709,0.82121,-0.029782,-0.02426
29,0.029009,0.031932,-0.052518,0.036479,0.66628,-0.078827,-0.034004
30,0.030633,0.044275,-0.04862,0.026085,0.42657,-0.11521,-0.044073
31,0.027709,0.046548,-0.056741,-0.012892,0.15016,-0.1334,-0.04862
32,0.01894,0.038103,-0.067134,-0.076879,-0.12625,-0.13275,-0.047321
33,0.0026992,0.023162,-0.067459,-0.14899,-0.37927,-0.1204,-0.044073
34,-0.017114,0.0043233,-0.04862,-0.2107,-0.57708,-0.10286,-0.042774
35,-0.035303,-0.013216,-0.011592,-0.24838,-0.67517,-0.082725,-0.045372
36,-0.048296,-0.026858,0.034206,-0.26137,-0.64367,-0.064536,-0.046022
37,-0.054467,-0.034654,0.066686,-0.25455,-0.48159,-0.049595,-0.039851
38,-0.055441,-0.033354,0.073832,-0.23474,-0.23279,-0.038551,-0.026858
39,-0.051544,-0.023285,0.058241,-0.2042,0.031282,-0.029132,-0.010618
40,-0.044398,-0.008669,0.031932,-0.1675,0.21675,-0.018738,0.0043233
41,-0.035628,0.0072465,0.011469,-0.12755,0.22584,-0.011267,0.015692
42,-0.027183,0.021538,0.0039985,-0.086298,0.021538,-0.0073698,0.025111
43,-0.018413,0.029658,0.010495,-0.046671,-0.31399,-0.0093186,0.03583
44,-0.007045,0.032257,0.026735,-0.012892,-0.61151,-0.018088,0.046548
45,0.0056225,0.033556,0.046223,0.013743,-0.69824,-0.03303,0.054668
46,0.017965,0.037778,0.066037,0.037454,-0.48159,-0.047971,0.058891
47,0.028684,0.04395,0.0865,0.057917,-0.01614,-0.053817,0.056942
48,0.039727,0.050121,0.10242,0.079029,0.51817,-0.046022,0.055968
49,0.050771,0.055968,0.11378,0.097543,0.93587,-0.027183,0.058566
50,0.061165,0.057267,0.12125,0.11183,1.1343,-0.0018481,0.065062
51,0.06831,0.051096,0.12937,0.11866,1.1083,0.021863,0.076755
52,0.069934,0.042326,0.14074,0.11833,0.91801,0.033881,0.091696
53,0.06896,0.036154,0.15893,0.11248,0.63477,0.031607,0.10242
54,0.066037,0.036154,0.18362,0.10436,0.30737,0.015367,0.10371
55,0.058891,0.042326,0.21058,0.096244,-0.020687,-0.0050961,0.094945
56,0.049796,0.05142,0.23818,0.091696,-0.31301,-0.019388,0.076755
57,0.040702,0.058241,0.25443,0.093321,-0.56312,-0.021986,0.053694
58,0.037454,0.061165,0.23299,0.094295,-0.77294,-0.012242,0.032582
59,0.039402,0.060515,0.15536,0.088773,-0.9243,0.0052977,0.022512
60,0.040052,0.058241,0.030957,0.074482,-0.99511,0.025436,0.025761
61,0.036154,0.054993,-0.09929,0.057267,-0.98212,0.045249,0.036154
62,0.032257,0.050121,-0.18861,0.047847,-0.91943,0.054993,0.044924
63,0.028359,0.042651,-0.2133,0.045574,-0.84537,0.048497,0.046223
64,0.020888,0.033881,-0.18342,0.045249,-0.78496,0.01829,0.037778
65,0.012443,0.024786,-0.12592,0.040052,-0.74403,-0.033679,0.022188
66,0.012119,0.020239,-0.067784,0.029009,-0.70668,-0.094418,0.0075714
67,0.022188,0.020564,-0.02426,0.017965,-0.64659,-0.14022,-0.0015233
68,0.038428,0.022188,0.00075039,0.0085458,-0.55207,-0.15353,-0.0015233
69,0.050121,0.022512,0.0069217,0.0010752,-0.43547,-0.13015,0.0049729
70,0.05272,0.020564,-0.0034721,-0.0060706,-0.31561,-0.0824,0.019264
71,0.050771,0.016341,-0.028157,-0.0093186,-0.20615,-0.028807,0.039402
72,0.05142,0.015042,-0.061288,-0.010293,-0.11683,0.015367,0.059541
73,0.057917,0.016016,-0.097341,-0.007045,-0.059014,0.036154,0.072533
74,0.068635,0.016016,-0.13112,0.0017248,-0.034004,0.031607,0.074806
75,0.075131,0.012119,-0.16068,0.014717,-0.027508,0.0069217,0.067986
76,0.074482,0.0036737,-0.17659,0.029009,-0.021337,-0.027183,0.051745
77,0.067011,-0.0073698,-0.174,0.039078,0.0062721,-0.059664,0.026735
78,0.054668,-0.01614,-0.15646,0.042326,0.075781,-0.0824,-0.00087364
79,0.040702,-0.021986,-0.12982,0.037129,0.20246,-0.096367,-0.02426
80,0.029658,-0.026209,-0.10059,0.029009,0.40449,-0.10741,-0.038227
81,0.023487,-0.027183,-0.076229,0.022837,0.6796,-0.11488,-0.046347
82,0.020888,-0.024909,-0.059664,0.021863,0.98946,-0.11878,-0.051544
83,0.01764,-0.021661,-0.043423,0.02706,1.2753,-0.11326,-0.054142
84,0.013418,-0.020687,-0.018738,0.033231,1.478,-0.10059,-0.055116
85,0.0078962,-0.019388,0.020564,0.036479,1.565,-0.0824,-0.054467
86,-0.0015233,-0.017439,0.07773,0.031932,1.5332,-0.062587,-0.054792
87,-0.012567,-0.01549,0.14724,0.020888,1.4007,-0.042774,-0.055116
88,-0.022311,-0.017439,0.22032,0.0069217,1.1941,-0.021661,-0.054792
89,-0.027833,-0.020687,0.28528,-0.0018481,0.93717,-0.0015233,-0.055116
90,-0.030106,-0.019388,0.32718,-0.0031473,0.65134,0.011469,-0.061288
91,-0.034978,-0.011592,0.3405,0.0017248,0.34764,0.011794,-0.068434
92,-0.046671,0.0023744,0.33075,0.0088706,0.033881,0.0014,-0.07493
93,-0.060313,0.01829,0.31484,0.011794,-0.288,-0.011917,-0.079152
94,-0.071357,0.034206,0.30607,0.0088706,-0.60339,-0.021661,-0.077853
95,-0.076554,0.046223,0.30412,-0.00087364,-0.88045,-0.032705,-0.069408
96,-0.078827,0.056617,0.30445,-0.013541,-1.0844,-0.047971,-0.056091
97,-0.082725,0.062464,0.30055,-0.031406,-1.1825,-0.070707,-0.044723
98,-0.086948,0.064413,0.29178,-0.052843,-1.1387,-0.095393,-0.039851
