,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,-0.053817,-0.27371,-0.50043,-0.30554,-0.87688,-0.34939,0.024461
1,-0.053817,-0.28021,-0.48354,-0.30197,-0.79958,-0.3861,0.042001
2,-0.051544,-0.27891,-0.4582,-0.46145,-0.70246,-0.42312,0.058891
3,-0.053168,-0.27436,-0.42507,-0.72487,-0.57091,-0.42832,0.070909
4,-0.060638,-0.26234,-0.38804,-0.9753,-0.40851,-0.38934,0.080003
5,-0.070707,-0.2435,-0.34614,-1.1016,-0.23084,-0.33218,0.087474
6,-0.078503,-0.22142,-0.30035,-1.0552,-0.048296,-0.2932,0.088124
7,-0.081751,-0.19706,-0.25617,-0.86714,0.14886,-0.28638,0.082927
8,-0.080127,-0.16912,-0.21817,-0.62548,0.3759,-0.29158,0.072208
9,-0.077528,-0.13697,-0.19121,-0.41305,0.62276,-0.27858,0.059216
10,-0.070382,-0.09994,-0.17822,-0.27274,0.83875,-0.22337,0.04395
11,-0.052843,-0.054142,-0.17594,-0.2081,0.95406,-0.11618,0.031282
12,-0.021661,-0.0028225,-0.17172,-0.19966,0.91931,0.022512,0.019589
13,0.020564,0.049472,-0.15711,-0.21687,0.7241,0.15114,0.0043233
14,0.064737,0.094295,-0.12657,-0.23766,0.40449,0.23071,-0.0093186
15,0.10371,0.1258,-0.084024,-0.25487,0.05142,0.25183,-0.017439
16,0.13262,0.14399,-0.034654,-0.27046,-0.23863,0.23136,-0.022636
17,0.14821,0.14821,0.014717,-0.28476,-0.39941,0.19661,-0.035628
18,0.15179,0.1323,0.050771,-0.29223,-0.42475,0.15991,-0.067459
19,0.13944,0.091696,0.055643,-0.28346,-0.34614,0.11378,-0.12008
20,0.10761,0.025111,0.015367,-0.26072,-0.2055,0.045899,-0.18309
21,0.059865,-0.060638,-0.071682,-0.25487,-0.043748,-0.04862,-0.23896
22,0.0065969,-0.15548,-0.19056,-0.30002,0.092021,-0.15581,-0.26884
23,-0.041475,-0.24383,-0.31594,-0.39584,0.16933,-0.26234,-0.2565
24,-0.07493,-0.31106,-0.43287,-0.5014,0.18622,-0.34972,-0.20648
25,-0.092145,-0.34679,-0.52869,-0.57124,0.16543,-0.39584,-0.12755
26,-0.095068,-0.35232,-0.59754,-0.57221,0.13912,-0.37538,-0.031081
