,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,0.031282,0.020239,0.037454,0.0075714,0.00010078,-0.014191,0.042001
1,0.027385,0.021863,0.027709,-0.0024977,0.044924,-0.013541,0.03453
2,0.02706,0.027385,0.015042,-0.0096434,0.081303,-0.0031473,0.028684
3,0.028684,0.032257,-0.00054884,-0.013541,0.10014,0.008221,0.024461
4,0.029983,0.032582,-0.019063,-0.013541,0.096893,0.01017,0.019264
5,0.024786,0.025761,-0.038227,-0.010943,0.074157,-0.0028225,0.011469
6,0.011144,0.015042,-0.057065,-0.007045,0.041351,-0.028482,-0.0041217
7,-0.0054209,0.003024,-0.072656,-0.0076946,0.013093,-0.063886,-0.030106
8,-0.019712,-0.0054209,-0.083375,-0.010618,0.0085458,-0.098641,-0.062587
9,-0.027508,-0.013216,-0.087597,-0.0096434,0.036804,-0.1243,-0.089221
10,-0.028157,-0.019712,-0.084999,-0.0011985,0.088773,-0.1321,-0.098965
11,-0.025234,-0.023935,-0.073631,0.0078962,0.13912,-0.12235,-0.088572
12,-0.019388,-0.024585,-0.054792,0.013743,0.16185,-0.099615,-0.064211
13,-0.012892,-0.022961,-0.035628,0.012443,0.15016,-0.072331,-0.03303
14,-0.0047713,-0.017764,-0.023935,0.0052977,0.12255,-0.04862,-0.0021729
15,0.0049729,-0.010618,-0.021986,0.00010078,0.10566,-0.032705,0.023162
16,0.017965,-0.0024977,-0.027183,-0.00054884,0.11801,-0.021986,0.038103
17,0.027709,0.0069217,-0.029782,0.0078962,0.1638,-0.015815,0.047523
18,0.032582,0.018615,-0.027183,0.031282,0.23266,-0.013866,0.055968
19,0.03518,0.029333,-0.023935,0.059216,0.29243,-0.01549,0.064413
20,0.037778,0.030633,-0.022311,0.071234,0.30867,-0.020687,0.069285
21,0.036479,0.01894,-0.029457,0.062789,0.26027,-0.028157,0.069934
22,0.029658,0.0052977,-0.045372,0.037778,0.15471,-0.034329,0.06961
23,0.019589,-0.0044465,-0.063886,0.003024,0.01894,-0.034654,0.067336
24,0.011794,-0.0067202,-0.078827,-0.030431,-0.11033,-0.02361,0.06084
25,0.0072465,-0.0044465,-0.086623,-0.055441,-0.2042,-0.0015233,0.053694
26,0.0062721,0.0026992,-0.087597,-0.065186,-0.25357,0.030308,0.044599
27,0.0052977,0.011144,-0.086298,-0.059339,-0.27079,0.067011,0.032906
28,0.0049729,0.01764,-0.083375,-0.044723,-0.27534,0.10534,0.017316
29,0.0065969,0.020239,-0.082076,-0.02361,-0.28995,0.14139,-0.00022403
30,0.0056225,0.016016,-0.076879,-0.0021729,-0.32146,0.16803,-0.015165
31,0.0020496,0.0091954,-0.067459,0.015367,-0.36173,0.17387,-0.02361
32,-0.0037969,0.0033489,-0.056091,0.027385,-0.39649,0.15016,-0.025559
33,-0.007045,0.00075039,-0.043423,0.030957,-0.41273,0.098842,-0.026533
34,-0.0034721,-0.00022403,-0.030756,0.027385,-0.39909,0.031282,-0.030431
35,0.0039985,0.00075039,-0.020687,0.01764,-0.35232,-0.034654,-0.032055
36,0.011144,0.0020496,-0.012892,0.0095202,-0.28086,-0.084674,-0.028482
37,0.015692,0.0014,-0.007045,0.01017,-0.19836,-0.11033,-0.022311
38,0.019589,0.003024,-0.0018481,0.016341,-0.1217,-0.11163,-0.013866
39,0.019914,0.0078962,0.0026992,0.022188,-0.062587,-0.097017,-0.00087364
40,0.016341,0.011794,0.0062721,0.029333,-0.02426,-0.07493,0.016341
41,0.0085458,0.013093,0.009845,0.037778,-0.0063954,-0.052193,0.028359
42,0.00042559,0.013743,0.013418,0.047847,-0.0080194,-0.030756,0.021213
43,-0.0054209,0.014717,0.01764,0.059865,-0.0028225,-0.0080194,-0.0063954
44,-0.0076946,0.016016,0.01829,0.071234,0.061165,0.020564,-0.046347
45,-0.0073698,0.01764,0.015042,0.080328,0.22162,0.050446,-0.083375
46,-0.0054209,0.021213,0.011469,0.084551,0.46847,0.070259,-0.10903
47,-0.00054884,0.028359,0.014392,0.088773,0.73969,0.073182,-0.11845
48,0.0078962,0.040702,0.026735,0.092021,0.94854,0.057592,-0.11261
49,0.01894,0.057267,0.044275,0.092021,1.0096,0.028684,-0.10156
50,0.028359,0.074482,0.062464,0.088448,0.87773,-0.00022403,-0.093444
51,0.037778,0.086175,0.077405,0.084226,0.57923,-0.016789,-0.085973
52,0.050771,0.088124,0.091372,0.082277,0.19661,-0.01614,-0.073306
53,0.066037,0.080003,0.10404,0.084876,-0.16588,-0.0037969,-0.053168
54,0.079354,0.067011,0.11508,0.088124,-0.41663,0.0088706,-0.026533
55,0.084226,0.056617,0.11866,0.088448,-0.5079,0.017316,0.0017248
56,0.078055,0.050771,0.11541,0.084226,-0.45236,0.023162,0.027385
57,0.062789,0.044924,0.10761,0.074806,-0.31756,0.02641,0.048172
58,0.045899,0.040052,0.10079,0.058891,-0.18179,0.030308,0.062789
59,0.030957,0.039727,0.096893,0.038428,-0.09929,0.033556,0.073182
60,0.020888,0.045249,0.095919,0.020239,-0.085648,0.03583,0.080328
61,0.017316,0.052395,0.095269,0.0072465,-0.10384,0.036479,0.084876
62,0.018615,0.057917,0.092346,0.00010078,-0.10579,0.03518,0.084226
63,0.021863,0.061165,0.089748,-0.0044465,-0.076879,0.032906,0.080653
64,0.020888,0.063113,0.087474,-0.0089938,-0.048296,0.030633,0.073507
65,0.014717,0.06019,0.085525,-0.01614,-0.061288,0.029983,0.062139
66,0.0023744,0.051745,0.082927,-0.030106,-0.12268,0.029009,0.050771
67,-0.014191,0.038428,0.078055,-0.046671,-0.19836,0.029983,0.042975
68,-0.028807,0.021538,0.06961,-0.05804,-0.23863,0.034855,0.040052
69,-0.036278,0.0075714,0.062139,-0.053168,-0.20843,0.049472,0.037778
70,-0.033679,0.003024,0.056292,-0.029782,-0.10481,0.072533,0.038753
71,-0.023935,0.0075714,0.052395,0.0046481,0.044924,0.10112,0.042975
72,-0.011592,0.016016,0.051745,0.040702,0.20148,0.1297,0.049472
73,0.0020496,0.02641,0.054668,0.072858,0.3431,0.15536,0.055643
74,0.012443,0.038103,0.057592,0.096893,0.44736,0.17452,0.061165
75,0.021213,0.049147,0.054344,0.11151,0.47822,0.18946,0.064088
76,0.02706,0.060515,0.048822,0.11313,0.40773,0.20116,0.063113
77,0.029333,0.076755,0.048172,0.10566,0.23818,0.20733,0.051745
78,0.030957,0.095594,0.05272,0.097543,0.022188,0.20051,0.029009
79,0.032582,0.10989,0.06019,0.092346,-0.16977,0.17257,-0.0057458
80,0.029009,0.11476,0.064088,0.090072,-0.28605,0.11703,-0.053492
81,0.018615,0.10826,0.061165,0.087149,-0.30782,0.03453,-0.11423
82,0.0052977,0.090397,0.054019,0.089098,-0.26819,-0.065186,-0.17692
83,-0.0073698,0.066362,0.04395,0.093321,-0.23051,-0.16393,-0.21785
84,-0.01549,0.041351,0.028034,0.090397,-0.25162,-0.24383,-0.22239
85,-0.01614,0.020239,0.0033489,0.06961,-0.35199,-0.29742,-0.18926
86,-0.01549,0.0036737,-0.026209,0.029983,-0.51017,-0.32471,-0.12787
87,-0.017439,-0.0083442,-0.056091,-0.017114,-0.68784,-0.32731,-0.058365
88,-0.020687,-0.01614,-0.079477,-0.053492,-0.83011,-0.30782,0.0026992
89,-0.019388,-0.017764,-0.093769,-0.064861,-0.87071,-0.27014,0.042326
90,-0.008669,-0.015165,-0.09929,-0.053492,-0.76287,-0.22239,0.061165
91,0.012443,-0.011592,-0.10286,-0.034654,-0.52609,-0.17594,0.061814
92,0.03583,-0.0089938,-0.10384,-0.019388,-0.21947,-0.14054,0.050446
93,0.05142,-0.010618,-0.099615,-0.0093186,0.099817,-0.12138,0.032906
94,0.056617,-0.01549,-0.093119,-0.0031473,0.39507,-0.11228,0.014717
95,0.056292,-0.016789,-0.086948,0.0056225,0.62763,-0.10449,0.0049729
96,0.05272,-0.013216,-0.083375,0.016666,0.75658,-0.095393,0.0075714
97,0.048172,-0.0080194,-0.083375,0.030308,0.7595,-0.085973,0.017316
98,0.044275,-0.0060706,-0.088896,0.037454,0.65524,-0.0824,0.025111
99,0.042651,-0.0044465,-0.089221,0.036479,0.49965,-0.0837,0.026085
100,0.04395,-0.00054884,-0.082076,0.031932,0.35512,-0.088572,0.024786
101,0.044275,0.0033489,-0.068758,0.026735,0.26157,-0.096367,0.024461
102,0.045249,0.0052977,-0.052518,0.021538,0.23169,-0.10091,0.025761
103,0.045574,0.0033489,-0.039201,0.013743,0.24793,-0.096692,0.030957
104,0.0433,0.0010752,-0.034978,0.0049729,0.28333,-0.080127,0.036804
105,0.038103,0.0026992,-0.041475,-0.0054209,0.30704,-0.054142,0.042651
106,0.029658,0.0095202,-0.055441,-0.012567,0.28756,-0.018088,0.047198
107,0.017965,0.016016,-0.069408,-0.0096434,0.21512,0.022188,0.053369
108,0.0069217,0.01764,-0.073631,0.0026992,0.10079,0.06084,0.062464
109,-0.00022403,0.015692,-0.063237,0.022512,-0.029782,0.091047,0.072533
110,0.00042559,0.016341,-0.042774,0.057267,-0.13275,0.11054,0.084226
111,0.008221,0.01829,-0.020687,0.10924,-0.17594,0.12223,0.10014
112,0.01829,0.01894,-0.0050961,0.15503,-0.1714,0.1271,0.11248
113,0.024137,0.015692,-0.0037969,0.15601,-0.16523,0.12255,0.10859
114,0.01894,0.003024,-0.020362,0.090722,-0.19966,0.10566,0.079029
115,0.0046481,-0.017439,-0.04927,-0.028807,-0.27631,0.077405,0.031282
116,-0.0099683,-0.034978,-0.075255,-0.16068,-0.36109,0.046223,-0.01484
117,-0.017439,-0.042449,-0.087922,-0.25487,-0.41663,0.019914,-0.044073
118,-0.013216,-0.039201,-0.081426,-0.28411,-0.42929,0.0059473,-0.052518
119,-0.0037969,-0.030431,-0.060313,-0.24968,-0.40591,0.0026992,-0.043748
120,0.0046481,-0.022961,-0.034329,-0.17172,-0.36433,0.0049729,-0.02426
121,0.0062721,-0.021012,-0.012242,-0.081751,-0.32373,0.0046481,-0.0015233
122,0.00010078,-0.026858,0.00075039,-0.0034721,-0.28865,-0.0031473,0.016341
123,-0.011917,-0.039201,0.008221,0.049796,-0.25487,-0.016789,0.021538
124,-0.026533,-0.046022,0.012443,0.071883,-0.21362,-0.028157,0.014717
125,-0.040825,-0.043423,0.013743,0.067011,-0.15483,-0.029132,0.0023744
126,-0.048296,-0.035303,0.013093,0.044275,-0.059664,-0.014516,-0.0028225
127,-0.046022,-0.021661,0.014068,0.015692,0.07708,0.013418,0.0056225
128,-0.035303,-0.0034721,0.01894,-0.0080194,0.22649,0.051096,0.024137
129,-0.021337,0.01764,0.028684,-0.02361,0.33887,0.092996,0.049147
130,-0.0083442,0.036804,0.042326,-0.037577,0.37785,0.13035,0.073507
131,0.0020496,0.048822,0.058241,-0.054142,0.33758,0.16153,0.096244
132,0.0075714,0.050771,0.07708,-0.069083,0.23981,0.18199,0.11541
133,0.010495,0.04395,0.092996,-0.076879,0.11703,0.18979,0.12613
134,0.015042,0.036154,0.10469,-0.072656,0.00075039,0.18784,0.12872
135,0.025111,0.028034,0.11086,-0.059989,-0.087922,0.18589,0.1258
136,0.036804,0.023812,0.11476,-0.044398,-0.14769,0.18427,0.12158
137,0.048497,0.025761,0.11931,-0.02426,-0.17757,0.18687,0.11898
138,0.059541,0.029658,0.131,-0.0021729,-0.18342,0.19369,0.11606
139,0.06831,0.036154,0.14886,0.019589,-0.1675,0.19563,0.11216
140,0.077405,0.044924,0.16705,0.041027,-0.13989,0.18751,0.10599
141,0.0852,0.052395,0.17192,0.054993,-0.11358,0.16835,0.094945
142,0.088773,0.059541,0.16283,0.058891,-0.10741,0.14139,0.081952
143,0.087149,0.063438,0.14496,0.056617,-0.12592,0.11086,0.067661
144,0.079679,0.062139,0.12385,0.055643,-0.16653,0.081952,0.056942
145,0.067011,0.056942,0.10761,0.066362,-0.21135,0.058241,0.05272
146,0.054993,0.048822,0.10306,0.092021,-0.23766,0.035505,0.051745
147,0.044599,0.031932,0.10664,0.12775,-0.22564,0.0065969,0.048497
148,0.033556,0.0072465,0.11183,0.15763,-0.1675,-0.028157,0.032906
