,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,-0.007097,-0.024856,0.064267,0.04322,0.013622,-0.038997,0.060321
1,-0.0097279,-0.019923,0.069858,0.032367,0.00046697,-0.04689,0.062294
2,-0.011372,-0.013674,0.078409,0.015924,-0.014332,-0.047548,0.067885
3,-0.0097279,-0.0090702,0.086301,0.002769,-0.024198,-0.042944,0.078409
4,0.0001381,-0.0064392,0.08959,-0.002164,-0.026171,-0.039984,0.092879
5,0.019212,-0.0074258,0.090577,0.00079584,-0.02354,-0.041957,0.10636
6,0.04322,-0.011043,0.093208,0.0060577,-0.019923,-0.048205,0.11623
7,0.060321,-0.016963,0.097154,0.0040845,-0.016634,-0.05281,0.12116
8,0.065912,-0.021238,0.10011,-0.0057815,-0.014661,-0.051823,0.12215
9,0.065912,-0.018936,0.097812,-0.014661,-0.013674,-0.045903,0.12149
10,0.06624,-0.0090702,0.088275,-0.014332,-0.013017,-0.038997,0.12116
11,0.067227,0.0090175,0.070516,-0.0047949,-0.01203,-0.034064,0.11886
12,0.065912,0.029407,0.051113,0.011648,-0.0061104,-0.034722,0.11491
13,0.061636,0.045851,0.039602,0.025461,-0.0015062,-0.037353,0.10866
14,0.053743,0.053415,0.035985,0.030065,-0.00019077,-0.039655,0.10011
15,0.044864,0.053415,0.033683,0.032038,-0.00051963,-0.038339,0.088275
16,0.034998,0.048153,0.027105,0.031709,0.0021113,-0.034064,0.071502
17,0.021514,0.039602,0.013293,0.033683,0.0067154,-0.02946,0.048153
18,0.0050711,0.038287,-0.0038083,0.038944,0.011648,-0.027487,0.021186
19,-0.011701,0.045851,-0.017292,0.042562,0.012635,-0.031433,0.0001381
20,-0.025185,0.057032,-0.022883,0.044206,0.0090175,-0.038339,-0.0093991
21,-0.036037,0.064925,-0.016305,0.041575,0.0070443,-0.043601,-0.011043
22,-0.042944,0.066898,-0.004466,0.035985,0.0077021,-0.04689,-0.010386
23,-0.048863,0.061965,0.0067154,0.029078,0.012635,-0.049192,-0.0064392
24,-0.054454,0.053086,0.010662,0.020528,0.019541,-0.050836,-0.002164
25,-0.057743,0.045522,0.0070443,0.013622,0.028421,-0.05544,-0.0064392
26,-0.055769,0.037629,-0.0018351,0.0050711,0.0373,-0.061031,-0.023211
27,-0.05281,0.030065,-0.012359,-0.0067681,0.047824,-0.063333,-0.048534
28,-0.04985,0.026447,-0.021567,-0.016634,0.060321,-0.063004,-0.07879
29,-0.047548,0.023159,-0.029789,-0.018607,0.070516,-0.060373,-0.10477
