,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,0.25139,-0.016305,0.010333,0.057032,0.24547,-0.010386,0.036642
1,0.20042,-0.0080836,0.0054,0.049468,0.31355,0.0080309,0.030723
2,0.13563,0.014608,0.0030979,0.046508,0.35531,0.031709,0.025132
3,0.071831,0.044864,0.0047422,0.04881,0.35564,0.05177,0.022172
4,0.016581,0.079395,0.0086887,0.055059,0.31322,0.064596,0.023817
5,-0.023211,0.11327,0.015924,0.061307,0.2412,0.070516,0.02875
6,-0.046232,0.14484,0.027763,0.062952,0.15931,0.073804,0.038287
7,-0.056756,0.17016,0.038944,0.061965,0.083013,0.073147,0.052428
8,-0.057743,0.182,0.043549,0.059334,0.026119,0.068214,0.064267
9,-0.057414,0.17674,0.039602,0.053415,-0.0054526,0.061636,0.064267
10,-0.063004,0.15997,0.028092,0.048153,-0.01499,0.056374,0.054072
11,-0.081421,0.13925,0.013951,0.047495,-0.0084125,0.056703,0.044864
12,-0.11069,0.11919,-0.0041372,0.053743,0.01132,0.066898,0.042562
13,-0.14029,0.10077,-0.026171,0.070187,0.042233,0.076435,0.044535
14,-0.15706,0.088275,-0.046232,0.088603,0.082355,0.082355,0.049797
15,-0.15246,0.088603,-0.060045,0.10274,0.12741,0.081039,0.058348
16,-0.13503,0.096167,-0.063333,0.10603,0.1649,0.072818,0.072489
17,-0.12154,0.10307,-0.058729,0.10242,0.18069,0.05769,0.083999
18,-0.12417,0.098469,-0.050507,0.093865,0.15964,0.039273,0.087288
19,-0.15147,0.084986,-0.041628,0.082684,0.096167,0.017568,0.081368
20,-0.19948,0.072489,-0.034064,0.0692,0.0090175,-0.007097,0.071173
21,-0.25835,0.065254,-0.029789,0.050455,-0.079777,-0.035051,0.058676
22,-0.3113,0.062294,-0.026171,0.026447,-0.16035,-0.063991,0.052757
23,-0.35175,0.053743,-0.019265,0.0001381,-0.23698,-0.089972,0.053086
24,-0.37806,0.039602,-0.0067681,-0.022225,-0.30998,-0.10905,0.059334
25,-0.39319,0.024145,0.0086887,-0.038011,-0.37642,-0.11825,0.070187
26,-0.40009,0.010662,0.021514,-0.044259,-0.42838,-0.1176,0.082355
27,-0.40075,-0.007097,0.027763,-0.045903,-0.46126,-0.11266,0.094523
28,-0.39417,-0.028802,0.028421,-0.047877,-0.47244,-0.10214,0.10274
29,-0.37346,-0.050507,0.02283,-0.047219,-0.47146,-0.085367,0.1057
30,-0.33531,-0.066951,0.014608,-0.042615,-0.46488,-0.064978,0.10735
31,-0.28104,-0.077803,0.0077021,-0.03242,-0.45995,-0.036695,0.11195
32,-0.20968,-0.084052,0.0017824,-0.022225,-0.46422,-0.0057815,0.11886
33,-0.12154,-0.082408,-0.00051963,-0.017621,-0.47277,0.024145,0.12412
34,-0.024856,-0.072213,0.0037556,-0.014332,-0.48198,0.05473,0.12116
35,0.082026,-0.049521,0.016253,-0.011043,-0.47409,0.086301,0.10965
36,0.20404,-0.016963,0.02875,-0.0054526,-0.43824,0.11886,0.093536
37,0.34249,0.01691,0.038287,0.0030979,-0.36786,0.1501,0.075449
38,0.4941,0.042233,0.045522,0.017568,-0.26394,0.17806,0.055388
39,0.63485,0.057361,0.05473,0.034669,-0.12417,0.19976,0.032696
40,0.73746,0.059663,0.06624,0.044864,0.059334,0.2139,0.01132
41,0.78679,0.050455,0.076764,0.046837,0.29349,0.22278,-0.0074258
42,0.78876,0.034011,0.080711,0.046837,0.56546,0.23232,-0.023211
43,0.75324,0.018226,0.076764,0.050126,0.84467,0.24942,-0.035051
44,0.68583,0.012306,0.067227,0.058676,1.0956,0.27376,-0.039326
45,0.59144,0.018226,0.057032,0.06624,1.2814,0.29447,-0.034722
46,0.47963,0.032038,0.048482,0.0692,1.3722,0.29908,-0.028473
47,0.3665,0.044535,0.037958,0.067556,1.3626,0.28954,-0.021238
48,0.26652,0.044864,0.024145,0.06624,1.2883,0.27178,-0.014332
49,0.18858,0.02579,0.0083598,0.070516,1.2071,0.25929,-0.0093991
50,0.13497,-0.0038083,-0.002164,0.08367,1.1508,0.26323,-0.0061104
51,0.10077,-0.031762,-0.0074258,0.10307,1.1028,0.29151,0.0011247
52,0.068871,-0.048205,-0.0038083,0.12511,1.0101,0.34775,0.020528
53,0.022501,-0.04985,0.011977,0.14287,0.82527,0.42306,0.04881
54,-0.044259,-0.039326,0.040918,0.15569,0.53586,0.49508,0.07512
55,-0.11825,-0.025514,0.07512,0.15997,0.17477,0.54014,0.084657
56,-0.18107,-0.014332,0.10603,0.15438,-0.19324,0.5454,0.073147
57,-0.2202,-0.007097,0.12905,0.1376,-0.50106,0.51087,0.048153
58,-0.22678,0.0034268,0.13826,0.11623,-0.70627,0.44641,0.021843
59,-0.20475,0.017568,0.13136,0.097483,-0.80197,0.36485,0.0067154
60,-0.16364,0.030723,0.11064,0.083999,-0.81052,0.27902,0.00046697
61,-0.12056,0.041904,0.085315,0.076106,-0.77171,0.19549,-0.0054526
62,-0.096549,0.049139,0.061636,0.071831,-0.72107,0.11327,-0.011701
63,-0.10641,0.050455,0.042233,0.072818,-0.67207,0.027434,-0.020909
64,-0.14621,0.046837,0.032367,0.080382,-0.61123,-0.056756,-0.032749
65,-0.20442,0.044206,0.031381,0.086301,-0.51257,-0.13141,-0.044917
66,-0.26131,0.047824,0.032367,0.079724,-0.37444,-0.18666,-0.051823
67,-0.2988,0.055388,0.028092,0.05769,-0.22612,-0.21889,-0.051494
