,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,-0.047877,0.017568,-0.03538,-0.018936,-0.11924,-0.10313,-0.052481
1,-0.049192,0.015266,-0.024527,-0.034722,-0.12352,-0.096549,-0.03538
2,-0.045903,0.012635,-0.012359,-0.041957,-0.11957,-0.087012,-0.020909
3,-0.03538,0.0077021,-0.0008485,-0.041957,-0.1074,-0.07583,-0.0087413
4,-0.024856,0.0017824,0.0054,-0.03538,-0.091945,-0.059716,0.0047422
5,-0.019594,-0.0015062,0.0034268,-0.028144,-0.077803,-0.040313,0.015924
6,-0.021567,0.0001381,-0.0031506,-0.020581,-0.065635,-0.019594,0.01987
7,-0.0265,0.0047422,-0.0087413,-0.013345,-0.058071,-0.0008485,0.013293
8,-0.028802,0.0077021,-0.011701,-0.0034794,-0.052481,0.0090175,-0.0008485
9,-0.025842,0.0063866,-0.014003,0.0080309,-0.045574,0.0083598,-0.016963
10,-0.019265,0.0037556,-0.01499,0.016581,-0.036695,0.0017824,-0.031104
11,-0.015319,0.002769,-0.011043,0.016253,-0.029131,-0.0018351,-0.036037
12,-0.014003,0.0044134,-0.0047949,0.0083598,-0.023869,-0.00019077,-0.033078
13,-0.013345,0.0030979,0.0044134,-0.0018351,-0.019923,0.0050711,-0.022225
14,-0.013345,-0.004466,0.0093464,-0.0097279,-0.016963,0.0070443,-0.0097279
15,-0.015976,-0.016305,0.0047422,-0.01499,-0.017621,0.0030979,0.0034268
16,-0.022225,-0.028144,-0.011372,-0.022225,-0.016305,-0.0064392,0.016253
17,-0.032749,-0.037353,-0.030447,-0.030118,-0.011043,-0.017292,0.028421
18,-0.044259,-0.042286,-0.04097,-0.037024,0.0001381,-0.024527,0.038616
19,-0.052481,-0.039984,-0.039655,-0.039984,0.014279,-0.021567,0.050126
20,-0.055112,-0.031762,-0.031104,-0.03242,0.027763,-0.0064392,0.06361
21,-0.048205,-0.022225,-0.019594,-0.011701,0.035656,0.012964,0.077422
22,-0.034064,-0.020581,-0.0084125,0.011977,0.035327,0.026119,0.084328
23,-0.021238,-0.028802,0.0011247,0.027434,0.030723,0.031052,0.086301
24,-0.017621,-0.041628,0.010662,0.029078,0.022172,0.025132,0.083013
25,-0.02354,-0.052152,0.019212,0.020199,0.011648,0.012635,0.080711
26,-0.035051,-0.059716,0.026776,0.010004,0.0001381,0.0001381,0.077422
27,-0.043272,-0.06432,0.032367,0.0073732,-0.0080836,-0.0064392,0.070187
28,-0.043601,-0.063662,0.037958,0.012635,-0.012359,-0.010057,0.06065
29,-0.032749,-0.057414,0.039602,0.023159,-0.01499,-0.011372,0.055388
30,-0.015319,-0.042286,0.038944,0.03434,-0.021896,-0.0093991,0.051441
31,0.0063866,-0.027487,0.036314,0.04322,-0.034393,-0.0090702,0.046508
32,0.025132,-0.019594,0.03434,0.04881,-0.050507,-0.0087413,0.041247
33,0.034669,-0.018607,0.032696,0.053086,-0.063662,-0.0077547,0.034998
34,0.033025,-0.022225,0.031381,0.052099,-0.071884,-0.004466,0.02579
35,0.028092,-0.031762,0.029736,0.043877,-0.080763,-0.0008485,0.016253
36,0.024145,-0.045246,0.030394,0.029078,-0.092603,0.0021113,0.0077021
37,0.022501,-0.054783,0.034998,0.010004,-0.10411,0.0044134,-0.00019077
38,0.017568,-0.0584,0.041904,-0.010057,-0.1176,0.0011247,-0.0084125
39,0.0067154,-0.057085,0.045193,-0.025514,-0.13305,-0.007097,-0.019265
40,-0.0034794,-0.055112,0.042233,-0.035051,-0.15015,-0.018278,-0.027487
41,-0.0087413,-0.054454,0.033683,-0.034722,-0.17449,-0.030775,-0.033078
42,-0.010057,-0.05281,0.020528,-0.026829,-0.20869,-0.044917,-0.035708
43,-0.0093991,-0.050179,0.0086887,-0.016305,-0.25145,-0.054454,-0.037682
44,-0.0051238,-0.047548,0.0024402,-0.0067681,-0.2988,-0.057414,-0.04097
45,-0.0008485,-0.04393,0.0024402,-0.0011774,-0.34451,-0.054783,-0.042286
46,0.0037556,-0.035708,0.0067154,0.0014536,-0.38036,-0.050836,-0.041628
47,0.0083598,-0.02354,0.0073732,-0.0011774,-0.40108,-0.048205,-0.037024
48,0.011977,-0.0080836,0.0017824,-0.0057815,-0.40174,-0.049521,-0.031104
49,0.017897,0.0063866,-0.0080836,-0.0064392,-0.38135,-0.055112,-0.027487
50,0.022172,0.015595,-0.016963,-0.0024928,-0.33794,-0.060373,-0.024856
51,0.023159,0.019212,-0.020581,0.0037556,-0.27874,-0.060373,-0.022225
52,0.01691,0.01691,-0.018278,0.0093464,-0.20803,-0.053467,-0.017292
53,0.0024402,0.011977,-0.013345,0.012635,-0.13832,-0.039326,-0.014332
54,-0.014003,0.0054,-0.0084125,0.013951,-0.075173,-0.022225,-0.016963
55,-0.026171,-0.0034794,-0.0067681,0.013622,-0.022554,-0.0087413,-0.023211
56,-0.034064,-0.01499,-0.0061104,0.0086887,0.021514,-0.0057815,-0.028473
57,-0.039984,-0.027816,-0.0041372,-0.0028217,0.060979,-0.015976,-0.034722
58,-0.042286,-0.040641,-0.0018351,-0.011372,0.093865,-0.03242,-0.043272
59,-0.048863,-0.050179,-0.0034794,-0.011043,0.11952,-0.044259,-0.055112
