,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,-0.0041372,0.022501,0.17542,0.064596,0.085315,-0.031762,-0.049521
1,0.0037556,0.03434,0.19483,0.045522,-0.059716,-0.05281,-0.050507
2,0.014608,0.041575,0.20371,0.030723,-0.16693,-0.067609,-0.04985
3,0.02283,0.045522,0.19285,0.024145,-0.24783,-0.072542,-0.04985
4,0.023159,0.042891,0.15799,0.023159,-0.30735,-0.069911,-0.047877
5,0.014608,0.034669,0.10505,0.024145,-0.34879,-0.059716,-0.043601
6,0.0017824,0.02283,0.047824,0.026447,-0.36458,-0.044588,-0.036695
7,-0.0090702,0.010662,0.0024402,0.029407,-0.35603,-0.029131,-0.024527
8,-0.015319,0.0030979,-0.018936,0.033354,-0.32511,-0.016634,-0.0084125
9,-0.018936,0.0014536,-0.012688,0.039273,-0.27512,-0.0067681,0.0054
10,-0.020909,0.0047422,0.014279,0.042562,-0.20376,0.0011247,0.013951
11,-0.019265,0.0090175,0.047495,0.044864,-0.11003,0.0077021,0.017239
12,-0.018278,0.0093464,0.074462,0.041904,-0.007097,0.010333,0.020857
13,-0.020581,0.0014536,0.08663,0.036642,0.086301,0.0060577,0.026447
14,-0.026829,-0.012359,0.085315,0.029078,0.15339,-0.0034794,0.028421
15,-0.034064,-0.024527,0.073804,0.019541,0.18825,-0.013017,0.023488
16,-0.041299,-0.035708,0.056703,0.0077021,0.19877,-0.018936,0.014937
17,-0.048534,-0.039326,0.036642,-0.007097,0.18792,-0.020909,0.0090175
18,-0.050507,-0.03538,0.020199,-0.021238,0.14681,-0.022883,0.0060577
19,-0.04689,-0.027487,0.011977,-0.034393,0.076435,-0.02354,0.0044134
20,-0.038668,-0.020581,0.013293,-0.043272,-0.0018351,-0.024198,0.0050711
21,-0.0265,-0.013017,0.019212,-0.04689,-0.060702,-0.026171,0.0057288
22,-0.019923,-0.0077547,0.023817,-0.046232,-0.081421,-0.028473,0.0080309
23,-0.019594,-0.0077547,0.02283,-0.047877,-0.050836,-0.033078,0.013293
