,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,-0.024856,0.027105,-0.0051238,-0.016634,-0.037682,0.034998,-0.0097279
1,-0.027816,0.026776,0.0024402,-0.0093991,-0.029789,0.032696,-0.01499
2,-0.030447,0.024474,0.0057288,-0.0034794,-0.020581,0.034998,-0.013017
3,-0.028473,0.020199,0.0044134,0.0011247,-0.0087413,0.038616,-0.0054526
4,-0.020581,0.018555,-0.00051963,0.0077021,0.0040845,0.037958,0.0080309
5,-0.012688,0.020199,-0.0077547,0.015924,0.015924,0.035656,0.027105
6,-0.004466,0.024803,-0.014003,0.020857,0.026119,0.038616,0.047495
7,0.0077021,0.033025,-0.015648,0.019541,0.032367,0.05177,0.06624
8,0.020857,0.038944,-0.013345,0.012964,0.04026,0.067885,0.077093
9,0.02875,0.037958,-0.0074258,0.0044134,0.05769,0.075449,0.076435
10,0.034669,0.030394,0.002769,-0.002164,0.090577,0.076764,0.065583
11,0.036314,0.022501,0.017239,-0.0015062,0.13399,0.076106,0.044864
12,0.03434,0.021843,0.029736,0.002769,0.17411,0.075449,0.022501
13,0.027105,0.028092,0.036642,0.0070443,0.19877,0.073476,0.0070443
14,0.017897,0.037629,0.039273,0.0050711,0.20371,0.066898,-0.0024928
15,0.010004,0.041247,0.038944,0.0001381,0.18924,0.058019,-0.011701
16,0.0077021,0.034669,0.031052,-0.0061104,0.16128,0.05177,-0.022554
17,0.010333,0.022172,0.014608,-0.0074258,0.12642,0.046508,-0.028473
18,0.019541,0.01132,-0.0047949,-0.0047949,0.092221,0.036642,-0.02946
19,0.032038,0.0057288,-0.016963,-0.00019077,0.060979,0.021843,-0.025185
20,0.045522,0.0047422,-0.018278,0.0073732,0.034998,0.0060577,-0.021567
21,0.057361,0.0090175,-0.011043,0.017568,0.014279,-0.0047949,-0.016963
22,0.060321,0.015266,-0.0028217,0.02283,-0.0057815,-0.0057815,-0.011372
23,0.057032,0.018884,0.0011247,0.018555,-0.024856,-0.0018351,-0.0028217
24,0.048482,0.019212,0.0011247,0.0063866,-0.038339,0.0011247,0.0040845
25,0.038944,0.013293,0.002769,-0.0067681,-0.044259,-0.0064392,0.0047422
26,0.035656,0.0040845,0.0080309,-0.013345,-0.045574,-0.020909,0.0014536
27,0.041247,-0.002164,0.014279,-0.013017,-0.049521,-0.036037,0.0017824
28,0.051113,-0.0018351,0.015595,-0.010386,-0.059058,-0.046232,0.0063866
29,0.055717,0.0024402,0.0054,-0.010057,-0.073199,-0.051165,0.014608
30,0.050455,0.0086887,-0.012688,-0.01499,-0.088656,-0.049192,0.027434
31,0.0373,0.014608,-0.028802,-0.019594,-0.10148,-0.043272,0.042562
32,0.026776,0.022172,-0.034064,-0.019594,-0.10477,-0.032749,0.057032
33,0.023817,0.027434,-0.030775,-0.013674,-0.095562,-0.019265,0.068871
34,0.024474,0.030065,-0.02354,-0.007097,-0.079448,-0.0064392,0.074791
35,0.02579,0.028421,-0.020909,-0.0011774,-0.062676,-0.0031506,0.072818
36,0.023817,0.023817,-0.025514,0.00079584,-0.051165,-0.010057,0.065254
37,0.020199,0.021514,-0.035051,-0.00019077,-0.04689,-0.024198,0.055717
38,0.012964,0.024474,-0.043272,-0.004466,-0.048534,-0.04097,0.044864
39,0.0050711,0.032696,-0.04689,-0.0093991,-0.056098,-0.057743,0.032038
40,-0.0028217,0.041247,-0.044588,-0.014661,-0.063333,-0.069253,0.018555
41,-0.0077547,0.044206,-0.038339,-0.01795,-0.065635,-0.074186,0.010991
42,-0.011043,0.041247,-0.028802,-0.017621,-0.062018,-0.076488,0.0093464
43,-0.01203,0.035656,-0.018936,-0.01499,-0.06136,-0.079777,0.014937
44,-0.0097279,0.029078,-0.010386,-0.0090702,-0.063333,-0.081092,0.024145
45,-0.0011774,0.021843,-0.0047949,-0.0018351,-0.06728,-0.078461,0.030065
