,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7
0,-0.022554,-0.053138,0.041247,0.17444,0.065912,-0.025514,0.054401
1,-0.01795,-0.056427,0.053415,0.22114,0.12971,0.0070443,0.080382
2,-0.010386,-0.063333,0.063938,0.23626,0.17115,0.029078,0.097154
3,-0.0031506,-0.074515,0.070516,0.21489,0.17378,0.028092,0.10011
4,-0.00051963,-0.087012,0.070516,0.16457,0.13464,0.002769,0.088275
5,-0.0038083,-0.094905,0.065583,0.1011,0.069529,-0.036366,0.064267
6,-0.011701,-0.093589,0.052428,0.04881,0.0040845,-0.076159,0.033354
7,-0.019923,-0.078132,0.032696,0.020528,-0.04393,-0.10247,0.0050711
8,-0.024856,-0.051823,0.015924,0.019212,-0.068595,-0.10674,-0.011372
9,-0.021896,-0.020909,0.0024402,0.040589,-0.065307,-0.084381,-0.013674
10,-0.013017,0.0060577,-0.0051238,0.072818,-0.040313,-0.045246,-0.0097279
11,-0.004466,0.024145,-0.0087413,0.10242,-0.0074258,-0.0024928,-0.011043
12,0.0054,0.029736,-0.011043,0.11721,0.013293,0.033025,-0.021896
13,0.013622,0.025461,-0.016634,0.10702,0.014279,0.06361,-0.037682
14,0.018884,0.016581,-0.0265,0.068871,0.0017824,0.089919,-0.047877
15,0.023817,0.0083598,-0.039984,0.011977,-0.0057815,0.11754,-0.044917
16,0.027434,0.0093464,-0.050836,-0.045574,0.00079584,0.15076,-0.024198
17,0.033025,0.020528,-0.05281,-0.082736,0.018555,0.18595,0.0077021
18,0.038944,0.038616,-0.042944,-0.085696,0.038616,0.21357,0.0373
19,0.042233,0.054072,-0.025514,-0.061689,0.048153,0.21916,0.05473
20,0.037629,0.062952,-0.0067681,-0.022225,0.044206,0.19647,0.058019
21,0.024474,0.066569,0.0073732,0.017897,0.024145,0.1501,0.048482
22,0.0083598,0.060979,0.015924,0.045193,-0.016634,0.092221,0.030065
23,-0.0057815,0.047166,0.020528,0.054072,-0.069911,0.038944,0.0057288
24,-0.016634,0.030394,0.023488,0.046508,-0.12319,0.0017824,-0.017292
25,-0.024198,0.014608,0.029078,0.027105,-0.15706,-0.013345,-0.03538
26,-0.02354,0.0040845,0.039273,0.0040845,-0.16364,-0.010057,-0.048534
27,-0.011701,-0.0028217,0.047495,-0.024198,-0.14226,0.0037556,-0.060045
28,0.0057288,-0.0077547,0.054072,-0.057085,-0.087669,0.019541,-0.066293
29,0.023488,-0.010057,0.058676,-0.075173,0.0037556,0.032367,-0.061689
30,0.04026,-0.0031506,0.069529,-0.056427,0.12445,0.043549,-0.045903
31,0.053415,0.014608,0.084986,0.01132,0.24679,0.05473,-0.027158
32,0.06065,0.038287,0.10406,0.10505,0.33262,0.06361,-0.015648
33,0.061636,0.056374,0.12313,0.18562,0.34972,0.061307,-0.015976
34,0.058019,0.068214,0.133,0.22114,0.2879,0.039273,-0.022554
35,0.050126,0.077751,0.13333,0.20404,0.17806,0.0011247,-0.024856
36,0.037629,0.088603,0.12577,0.14648,0.06065,-0.042615,-0.018278
37,0.022501,0.096496,0.11458,0.076764,-0.034393,-0.081092,-0.012359
38,0.0083598,0.10176,0.093865,0.021186,-0.085039,-0.10806,-0.013017
39,0.0014536,0.10011,0.05769,-0.0051238,-0.087669,-0.1199,-0.017292
40,0.0021113,0.087617,0.0086887,-0.0097279,-0.061031,-0.11793,-0.016634
41,0.0063866,0.0692,-0.048534,-0.014003,-0.031104,-0.10181,-0.010057
