,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
0,0.058348,0.042233,0.025461,0.078737,0.044535,0.017239,0.05769,0.0093464
1,0.079395,0.044864,0.028092,0.1034,0.044206,0.0077021,0.068871,0.014608
2,0.10011,0.047824,0.031709,0.12379,0.049139,0.0054,0.089261,0.016581
3,0.11195,0.05177,0.030394,0.13267,0.052757,0.010662,0.10965,0.013293
4,0.1136,0.056046,0.025461,0.12905,0.049468,0.018226,0.12774,0.0057288
5,0.10801,0.060979,0.023817,0.11524,0.039602,0.022172,0.14221,-0.0008485
6,0.096825,0.066898,0.02579,0.096496,0.025461,0.01987,0.15405,-0.0041372
7,0.084657,0.070845,0.029736,0.080053,0.0093464,0.013293,0.15701,-0.004466
8,0.079395,0.070187,0.036314,0.070187,-0.0047949,0.0060577,0.15076,-0.0047949
9,0.07808,0.06624,0.043549,0.064596,-0.015976,-0.0028217,0.13859,-0.0038083
10,0.07512,0.061307,0.047495,0.059334,-0.021238,-0.010386,0.12412,0.0037556
11,0.0692,0.052757,0.047824,0.053743,-0.018607,-0.016634,0.1113,0.016581
12,0.062294,0.034669,0.048153,0.048482,-0.0064392,-0.020252,0.1057,0.028092
13,0.055059,0.010662,0.051113,0.042233,0.014937,-0.025185,0.10505,0.032696
14,0.050455,-0.014003,0.057361,0.03434,0.035985,-0.03242,0.1057,0.029407
15,0.045851,-0.039326,0.063281,0.024474,0.052428,-0.046232,0.1011,0.019541
16,0.038287,-0.057085,0.062952,0.014937,0.062623,-0.065635,0.09255,0.010662
17,0.026447,-0.064978,0.054401,0.0086887,0.068871,-0.091287,0.079395,0.0077021
18,0.010991,-0.062347,0.041575,0.0077021,0.074133,-0.11562,0.066898,0.013293
19,0.00046697,-0.045903,0.030723,0.0086887,0.07512,-0.13174,0.059334,0.02283
20,-0.0015062,-0.014661,0.025132,0.011977,0.072489,-0.13733,0.056703,0.031709
21,0.0044134,0.025461,0.02579,0.016581,0.067227,-0.13371,0.055717,0.035327
22,0.013293,0.059992,0.030394,0.02283,0.058348,-0.12713,0.047824,0.033683
23,0.019212,0.081697,0.043549,0.033025,0.043877,-0.11529,0.032038,0.032038
24,0.018226,0.088275,0.062623,0.041575,0.024145,-0.10082,0.014608,0.037958
25,0.012964,0.084657,0.080711,0.050784,0.0011247,-0.090629,-0.00051963,0.048153
26,0.0040845,0.076435,0.091234,0.059005,-0.019923,-0.085367,-0.011372,0.058676
27,-0.010386,0.067556,0.091892,0.064925,-0.032749,-0.083065,-0.016305,0.063938
28,-0.026829,0.056374,0.084328,0.063938,-0.031104,-0.079777,-0.014332,0.061965
29,-0.038997,0.036971,0.076106,0.061965,-0.018607,-0.073528,-0.0054526,0.052757
30,-0.040641,0.012635,0.071502,0.063281,-0.0018351,-0.067937,0.0093464,0.041247
31,-0.030775,-0.0080836,0.070187,0.06624,0.0083598,-0.063333,0.029736,0.031709
32,-0.016634,-0.01499,0.067227,0.064596,0.010662,-0.054454,0.050455,0.029736
33,-0.004466,-0.0074258,0.058019,0.055388,0.0083598,-0.036037,0.06624,0.0373
34,-0.00019077,0.0096753,0.043877,0.042562,0.010004,-0.0047949,0.073147,0.04881
35,-0.002164,0.02579,0.027105,0.031709,0.022172,0.033683,0.068543,0.061307
36,-0.0090702,0.03434,0.013293,0.025132,0.040918,0.071502,0.052757,0.070187
37,-0.014332,0.036971,0.0077021,0.018226,0.063281,0.10373,0.034998,0.073804
38,-0.015976,0.040589,0.01132,0.010004,0.07808,0.12445,0.017568,0.070516
39,-0.014003,0.057361,0.017239,-0.002164,0.082026,0.13333,0.002769,0.062952
40,-0.011372,0.088603,0.022501,-0.013017,0.078737,0.13004,-0.0077547,0.054401
41,-0.014003,0.12313,0.022501,-0.018278,0.068543,0.11754,-0.011043,0.047824
42,-0.019923,0.14747,0.016253,-0.018936,0.052428,0.10274,-0.0093991,0.042233
43,-0.031433,0.15372,0.0050711,-0.014661,0.033683,0.093536,-0.0064392,0.033683
44,-0.047548,0.14089,-0.010715,-0.0061104,0.017897,0.09551,-0.0015062,0.021514
45,-0.068266,0.11162,-0.024527,-0.0011774,0.0050711,0.10899,0.0030979,0.0073732
46,-0.091616,0.077093,-0.033078,-0.0038083,-0.002164,0.12708,0.00079584,-0.0034794
47,-0.11036,0.04881,-0.035051,-0.014661,-0.0047949,0.13793,-0.0084125,-0.0097279
48,-0.11957,0.036314,-0.02946,-0.02946,-0.002164,0.13103,-0.017621,-0.0087413
49,-0.11694,0.037629,-0.021567,-0.039655,0.0040845,0.10603,-0.025185,-0.0084125
50,-0.10773,0.050126,-0.019594,-0.038668,0.010991,0.071831,-0.02946,-0.014003
51,-0.094576,0.064267,-0.025185,-0.031433,0.01691,0.035656,-0.027816,-0.030118
52,-0.080434,0.072489,-0.03242,-0.025842,0.020528,0.0047422,-0.024198,-0.050179
53,-0.067937,0.073804,-0.038011,-0.026829,0.01691,-0.019265,-0.024856,-0.062676
54,-0.054125,0.0692,-0.042286,-0.033078,0.0044134,-0.038997,-0.028802,-0.06432
55,-0.039326,0.05769,-0.048534,-0.039984,-0.011701,-0.053138,-0.034393,-0.057743
56,-0.027158,0.039602,-0.054125,-0.043601,-0.025514,-0.059387,-0.034393,-0.047548
57,-0.018278,0.023159,-0.057743,-0.042286,-0.030447,-0.060702,-0.030447,-0.037682
58,-0.01203,0.012635,-0.060045,-0.035051,-0.032091,-0.059058,-0.027158,-0.02946
59,-0.00019077,0.011977,-0.063333,-0.020909,-0.034393,-0.055769,-0.027816,-0.027487
60,0.017239,0.013951,-0.067609,-0.0018351,-0.037353,-0.053138,-0.036037,-0.030118
61,0.032367,0.018555,-0.068595,0.017897,-0.044588,-0.051823,-0.047219,-0.03538
62,0.040589,0.030723,-0.063004,0.032696,-0.052481,-0.051823,-0.051823,-0.041299
63,0.041904,0.051441,-0.048534,0.041904,-0.0584,-0.050836,-0.046232,-0.04393
64,0.036314,0.071173,-0.027158,0.042233,-0.0584,-0.047219,-0.031104,-0.040313
65,0.028092,0.084657,-0.0074258,0.0373,-0.058071,-0.038011,-0.011701,-0.033406
66,0.019541,0.089919,0.0034268,0.028421,-0.058729,-0.025185,0.0044134,-0.025185
67,0.0086887,0.085972,0.002769,0.015266,-0.056756,-0.014003,0.015595,-0.021896
68,-0.0034794,0.075449,-0.0077547,0.00079584,-0.050507,-0.0051238,0.021514,-0.021896
69,-0.014332,0.061307,-0.020581,-0.012359,-0.044588,0.0017824,0.023817,-0.028802
70,-0.018278,0.042562,-0.027487,-0.020581,-0.039326,0.013622,0.02875,-0.038997
71,-0.007097,0.02579,-0.022225,-0.01795,-0.033406,0.036642,0.041904,-0.045246
72,0.018555,0.01987,-0.0018351,-0.0041372,-0.028144,0.065583,0.060979,-0.043272
73,0.053743,0.026119,0.029736,0.015924,-0.022883,0.092221,0.082684,-0.036366
74,0.093865,0.040589,0.060321,0.039602,-0.01499,0.11031,0.10636,-0.026171
75,0.13169,0.055059,0.085644,0.065583,-0.0018351,0.12116,0.12577,-0.014661
76,0.16063,0.06361,0.10274,0.087946,0.012635,0.12544,0.13333,-0.0057815
77,0.17838,0.058348,0.10768,0.10044,0.027434,0.12609,0.13004,-0.0034794
78,0.18529,0.035985,0.099456,0.10011,0.039602,0.11919,0.11985,-0.011701
79,0.18463,-0.00019077,0.081697,0.08663,0.047495,0.10472,0.10965,-0.025514
80,0.17904,-0.041628,0.059334,0.059992,0.047495,0.085315,0.098798,-0.037353
81,0.17049,-0.074515,0.036642,0.027434,0.041247,0.063281,0.086959,-0.038997
82,0.15536,-0.086025,0.018226,-0.00019077,0.030065,0.041247,0.073147,-0.028802
83,0.13366,-0.077475,0.0034268,-0.015648,0.016581,0.01987,0.059005,-0.013017
84,0.11031,-0.055112,-0.0074258,-0.018936,0.0030979,0.0014536,0.04881,-0.0011774
85,0.092879,-0.030775,-0.012359,-0.019265,-0.0093991,-0.013674,0.043877,0.0030979
86,0.087946,-0.011043,-0.01203,-0.021238,-0.016963,-0.022554,0.051441,-0.0008485
87,0.093536,0.0017824,-0.0064392,-0.022554,-0.012688,-0.027487,0.065912,-0.007097
88,0.10439,0.014279,0.0057288,-0.01795,0.0017824,-0.026829,0.082355,-0.0090702
89,0.11787,0.032696,0.022501,-0.0064392,0.018226,-0.021567,0.095839,-0.0087413
90,0.133,0.046837,0.036314,0.014279,0.032696,-0.014332,0.1034,-0.0077547
91,0.14583,0.052099,0.043877,0.039931,0.042562,-0.0051238,0.10505,-0.0084125
92,0.1524,0.050126,0.044864,0.061636,0.049468,0.0037556,0.10209,-0.0087413
93,0.14681,0.047166,0.040589,0.081039,0.055717,0.010991,0.09551,-0.011372
94,0.12971,0.045522,0.034998,0.10176,0.06065,0.016253,0.083342,-0.0087413
95,0.10636,0.041904,0.032367,0.12149,0.064596,0.019541,0.063281,-0.0015062
96,0.087946,0.033354,0.032696,0.13629,0.068871,0.017568,0.037958,0.0086887
97,0.079066,0.019541,0.034669,0.14879,0.076106,0.0093464,0.010662,0.016581
98,0.077093,0.0063866,0.037629,0.15799,0.082684,0.0021113,-0.017621,0.018226
99,0.074133,-0.0024928,0.037629,0.16128,0.086959,0.0030979,-0.044917,0.015595
100,0.065912,-0.0031506,0.03434,0.15701,0.086959,0.011648,-0.069253,0.012635
101,0.053743,0.010004,0.032367,0.14385,0.082355,0.021186,-0.085367,0.0093464
102,0.042891,0.031052,0.033354,0.12248,0.075778,0.029407,-0.088985,0.0093464
