,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
0,0.016253,0.0090175,0.0037556,0.020199,0.052099,0.021186,-0.065635,-0.03538
1,0.0073732,0.0080309,0.017239,0.020857,0.047824,0.028092,-0.072542,-0.02946
2,0.0014536,0.013293,0.023817,0.022501,0.03434,0.026447,-0.070568,-0.024527
3,0.00046697,0.025461,0.022501,0.025132,0.018555,0.013951,-0.057743,-0.019265
4,0.0001381,0.050126,0.020199,0.031709,0.0093464,-0.011043,-0.040313,-0.014003
5,0.0017824,0.087288,0.027434,0.04322,0.011648,-0.04393,-0.019594,-0.0034794
6,0.0070443,0.13234,0.055717,0.060979,0.021186,-0.072542,0.010333,0.015595
7,0.013293,0.16556,0.095181,0.081368,0.028092,-0.088656,0.044535,0.034998
8,0.013293,0.16654,0.12445,0.095839,0.025461,-0.089643,0.069858,0.041575
9,0.0001381,0.12577,0.12412,0.096167,0.016253,-0.085696,0.071173,0.029407
10,-0.022554,0.052428,0.094852,0.08367,0.0047422,-0.080763,0.047495,0.0011247
11,-0.048205,-0.027816,0.049468,0.065254,-0.0047949,-0.074844,0.0080309,-0.03242
12,-0.068595,-0.087341,0.0080309,0.047495,-0.011372,-0.065307,-0.034722,-0.063004
13,-0.074844,-0.11201,-0.021238,0.034669,-0.013674,-0.051494,-0.06728,-0.08471
14,-0.064649,-0.10148,-0.032749,0.02283,-0.010386,-0.032091,-0.080763,-0.094905
15,-0.041957,-0.066293,-0.028802,0.0080309,-0.0041372,-0.0090702,-0.07024,-0.09326
16,-0.013017,-0.018936,-0.0077547,-0.00051963,0.0047422,0.013293,-0.041628,-0.082736
17,0.017568,0.027763,0.012306,-0.0015062,0.012635,0.029407,-0.0080836,-0.069911
18,0.04322,0.064925,0.027434,0.0040845,0.021186,0.039602,0.017239,-0.060045
19,0.060321,0.088275,0.033354,0.012306,0.030723,0.045193,0.023817,-0.057414
20,0.066569,0.09255,0.032696,0.020857,0.036971,0.048153,0.018226,-0.063004
21,0.062623,0.081368,0.030065,0.024803,0.034669,0.053086,0.010333,-0.071884
22,0.053415,0.064925,0.027434,0.027105,0.028421,0.064267,0.0060577,-0.078461
23,0.042891,0.048153,0.029407,0.033683,0.024803,0.082026,0.0077021,-0.080106
24,0.02875,0.039273,0.036971,0.044206,0.027763,0.098469,0.01132,-0.079777
25,0.013622,0.037958,0.045522,0.055717,0.03434,0.10932,0.01691,-0.07879
26,0.0014536,0.042891,0.046837,0.067556,0.044864,0.10998,0.02579,-0.078461
27,-0.004466,0.052757,0.04026,0.073476,0.058019,0.10373,0.037958,-0.079448
28,-0.0051238,0.063938,0.029407,0.069858,0.074791,0.097812,0.052099,-0.080106
