,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
0,-0.093589,-0.011701,0.06624,0.02875,0.23331,0.027105,-0.037353,-0.10017
1,-0.11628,-0.011372,0.061636,0.023159,0.11754,-0.0051238,-0.031104,-0.096878
2,-0.12911,-0.04097,0.065583,0.017568,0.021843,-0.028473,-0.025185,-0.096878
3,-0.13305,-0.087341,0.074791,0.015266,-0.034722,-0.041957,-0.022225,-0.097536
4,-0.13338,-0.14259,0.086301,0.015595,-0.044588,-0.043272,-0.023211,-0.098522
5,-0.1347,-0.19126,0.088275,0.015924,-0.021238,-0.030118,-0.026171,-0.096878
6,-0.13864,-0.21428,0.075449,0.016253,0.016253,-0.0057815,-0.027158,-0.095562
7,-0.14489,-0.2031,0.050784,0.016581,0.048482,0.025132,-0.030775,-0.095891
8,-0.15443,-0.16199,0.025132,0.014937,0.068214,0.058348,-0.039984,-0.097536
9,-0.16857,-0.10806,0.0057288,0.0080309,0.076764,0.084328,-0.049521,-0.09326
10,-0.18107,-0.053467,0.00046697,0.00046697,0.08367,0.09551,-0.054783,-0.079777
11,-0.18567,-0.0077547,0.0096753,-0.0015062,0.084657,0.089261,-0.051165,-0.059387
12,-0.17909,0.026447,0.020857,0.0030979,0.075449,0.067885,-0.041957,-0.036037
13,-0.1643,0.042562,0.01987,0.014608,0.050126,0.034011,-0.032091,-0.010386
14,-0.14785,0.041247,-0.0061104,0.032696,0.0070443,-0.0064392,-0.018936,0.015266
15,-0.1393,0.027434,-0.056098,0.050784,-0.051165,-0.041299,-0.0064392,0.036642
16,-0.1416,0.010333,-0.11924,0.061636,-0.10707,-0.066293,0.0057288,0.056046
17,-0.15114,-0.0051238,-0.17646,0.062952,-0.14292,-0.079119,0.021843,0.075449
18,-0.16627,-0.024527,-0.21593,0.05769,-0.15246,-0.084052,0.039273,0.096825
19,-0.18436,-0.057414,-0.22974,0.047824,-0.14193,-0.082079,0.056374,0.11919
20,-0.20639,-0.10346,-0.21363,0.043549,-0.12187,-0.074186,0.073476,0.13728
21,-0.22152,-0.15575,-0.17219,0.048482,-0.10346,-0.065307,0.086959,0.15175
22,-0.21395,-0.19587,-0.12056,0.058348,-0.087669,-0.054125,0.098798,0.16359
23,-0.18337,-0.21297,-0.083065,0.067885,-0.068266,-0.040313,0.10702,0.17246
24,-0.14095,-0.21395,-0.076159,0.071502,-0.037353,-0.028802,0.11228,0.17838
25,-0.10543,-0.22316,-0.10444,0.068871,0.0050711,-0.026171,0.11261,0.17707
26,-0.093918,-0.26789,-0.15279,0.062623,0.04881,-0.040313,0.11294,0.17115
27,-0.1074,-0.34879,-0.20277,0.051441,0.084657,-0.067937,0.11064,0.16227
28,-0.13503,-0.44515,-0.23467,0.038287,0.10472,-0.10017,0.10439,0.1501
29,-0.16166,-0.52605,-0.23665,0.032038,0.10472,-0.12615,0.093865,0.13563
30,-0.18205,-0.56551,-0.21198,0.03434,0.083999,-0.13897,0.082026,0.12017
31,-0.19324,-0.56847,-0.16331,0.046508,0.045851,-0.13568,0.065583,0.1034
32,-0.19652,-0.55894,-0.091287,0.065254,0.00046697,-0.11793,0.046837,0.08959
33,-0.19488,-0.55828,-0.002164,0.081039,-0.047548,-0.094247,0.031709,0.07808
34,-0.19258,-0.57012,0.084328,0.091234,-0.092603,-0.079448,0.021843,0.066898
35,-0.1837,-0.57571,0.14681,0.095181,-0.13009,-0.082408,0.015595,0.05473
36,-0.15969,-0.55433,0.17016,0.094852,-0.15377,-0.10609,0.01132,0.044864
37,-0.11858,-0.50467,0.15503,0.092221,-0.16265,-0.14226,0.0067154,0.037629
38,-0.064649,-0.43397,0.1136,0.091234,-0.15344,-0.17613,0.0001381,0.032038
39,-0.004466,-0.33827,0.0692,0.095181,-0.13174,-0.19718,-0.00019077,0.021514
40,0.052099,-0.18797,0.046508,0.10242,-0.10707,-0.2008,0.0090175,0.0040845
41,0.095839,0.078409,0.059992,0.11261,-0.089314,-0.18699,0.024474,-0.016963
42,0.12182,0.50659,0.10274,0.12938,-0.089314,-0.16693,0.034011,-0.036366
43,0.13464,1.0433,0.15734,0.1501,-0.11365,-0.15607,0.032038,-0.04985
44,0.14352,1.5146,0.21292,0.16589,-0.15575,-0.16002,0.02283,-0.056756
45,0.15471,1.7191,0.26093,0.17082,-0.2031,-0.17383,0.013622,-0.054783
46,0.17148,1.5445,0.29842,0.1626,-0.23632,-0.18534,0.010333,-0.049521
