,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
0,0.066569,0.29809,0.033683,0.0034268,0.039273,0.49903,-0.3113,-0.45469
1,0.067556,0.28,0.041904,-0.0018351,0.044864,0.49114,-0.29518,-0.43364
2,0.068543,0.25797,0.04026,-0.0087413,0.033683,0.47798,-0.27644,-0.4093
3,0.066898,0.23988,0.027105,-0.020252,0.01132,0.45693,-0.25671,-0.37576
4,0.059992,0.22114,0.0034268,-0.033406,-0.0077547,0.42931,-0.2304,-0.33202
5,0.049139,0.1945,-0.022225,-0.041299,-0.0015062,0.39708,-0.19587,-0.27841
6,0.033025,0.15635,-0.04393,-0.038668,0.04026,0.36551,-0.15607,-0.21823
7,0.012635,0.10801,-0.0584,-0.025514,0.11985,0.3392,-0.11201,-0.1541
8,-0.011372,0.056703,-0.063662,-0.0067681,0.23495,0.31717,-0.067937,-0.088656
9,-0.03538,0.0067154,-0.066622,0.010333,0.37044,0.29743,-0.025842,-0.021567
10,-0.057414,-0.046561,-0.068924,0.012964,0.50791,0.2754,0.018555,0.052428
11,-0.074515,-0.10806,-0.071884,0.0044134,0.62137,0.25008,0.068543,0.13662
12,-0.081421,-0.17515,-0.070897,-0.0067681,0.69635,0.2241,0.12873,0.23199
13,-0.080763,-0.23533,-0.063991,-0.010715,0.73253,0.19746,0.19351,0.33493
14,-0.074844,-0.26822,-0.04985,-0.0024928,0.7345,0.16687,0.25665,0.43622
15,-0.061689,-0.26032,-0.033735,0.014937,0.70655,0.13596,0.31454,0.52731
16,-0.045246,-0.20376,-0.020252,0.035656,0.6434,0.098469,0.36387,0.59966
17,-0.028473,-0.11233,-0.0080836,0.052757,0.53882,0.045522,0.39938,0.6513
18,-0.017621,-0.0057815,0.0014536,0.064596,0.39577,-0.031762,0.42109,0.68451
19,-0.014661,0.093865,0.0083598,0.07512,0.22837,-0.1347,0.42799,0.7003
20,-0.018936,0.17542,0.014608,0.083013,0.067227,-0.25441,0.42865,0.70523
21,-0.015976,0.23561,0.027763,0.093536,-0.055112,-0.36655,0.43391,0.70523
22,-0.00051963,0.26882,0.050455,0.10669,-0.12384,-0.44778,0.4451,0.69602
23,0.018884,0.26685,0.073147,0.11656,-0.13864,-0.48757,0.45036,0.66807
24,0.034998,0.23561,0.086959,0.11426,-0.11168,-0.49152,0.43556,0.62268
25,0.049797,0.19779,0.085972,0.099785,-0.056098,-0.47113,0.403,0.56743
26,0.066569,0.18529,0.075778,0.080382,0.015924,-0.43298,0.36222,0.51186
27,0.087288,0.21489,0.066898,0.061965,0.08959,-0.38266,0.32506,0.46253
28,0.11162,0.27343,0.064596,0.047166,0.14879,-0.33366,0.29875,0.42471
29,0.13695,0.32769,0.069858,0.035656,0.18365,-0.2942,0.28461,0.39741
30,0.15997,0.35597,0.07808,0.024145,0.19318,-0.26559,0.27704,0.37176
31,0.17904,0.35729,0.083013,0.013622,0.18365,-0.24421,0.27112,0.34479
32,0.18924,0.34348,0.080711,0.010662,0.16523,-0.22415,0.26718,0.32045
33,0.18989,0.32506,0.076435,0.016253,0.14254,-0.20277,0.27178,0.29776
34,0.18069,0.3073,0.073147,0.029736,0.1136,-0.18205,0.28165,0.28165
35,0.16063,0.2902,0.074133,0.046508,0.076435,-0.16561,0.28921,0.27178
36,0.13037,0.26455,0.076435,0.064925,0.030065,-0.15607,0.29217,0.26849
37,0.093536,0.22344,0.077093,0.081697,-0.020581,-0.15114,0.28987,0.26915
38,0.058019,0.17181,0.074791,0.094523,-0.069911,-0.14555,0.28395,0.26948
39,0.02875,0.11393,0.0692,0.097154,-0.11299,-0.1416,0.27935,0.26389
40,0.0073732,0.056703,0.056374,0.085315,-0.15114,-0.14588,0.2754,0.25008
41,-0.0093991,0.0060577,0.03434,0.058676,-0.18469,-0.15838,0.26849,0.23002
42,-0.02354,-0.03242,0.0034268,0.021843,-0.21823,-0.17679,0.25402,0.21193
43,-0.039984,-0.059716,-0.030118,-0.014332,-0.25112,-0.19916,0.22969,0.20601
44,-0.055769,-0.084381,-0.062018,-0.039655,-0.28039,-0.21691,0.19943,0.2116
45,-0.066622,-0.10905,-0.081092,-0.04985,-0.29387,-0.22349,0.17082,0.22245
46,-0.070568,-0.13075,-0.083394,-0.048205,-0.28335,-0.21955,0.1455,0.23594
47,-0.073857,-0.14588,-0.073199,-0.045574,-0.24717,-0.20836,0.12511,0.2481
48,-0.073199,-0.1541,-0.051823,-0.04985,-0.19258,-0.18896,0.1182,0.25435
49,-0.063662,-0.15147,-0.015319,-0.052152,-0.12812,-0.16331,0.12511,0.25304
50,-0.04097,-0.14062,0.037629,-0.038997,-0.066951,-0.13864,0.13793,0.24416
51,-0.0084125,-0.1268,0.097483,-0.0061104,-0.021238,-0.12023,0.14517,0.22278
52,0.023817,-0.11727,0.1524,0.03434,0.0086887,-0.10937,0.13793,0.18628
53,0.043549,-0.11201,0.18891,0.066569,0.032038,-0.1097,0.11853,0.13925
54,0.047824,-0.11233,0.19614,0.079066,0.059334,-0.11727,0.090248,0.094852
55,0.037629,-0.12023,0.17806,0.072489,0.091234,-0.13207,0.059663,0.064925
56,0.014279,-0.13404,0.14517,0.057032,0.11524,-0.14818,0.033354,0.050784
57,-0.015976,-0.14555,0.1057,0.041575,0.12116,-0.16693,0.012964,0.045851
58,-0.044588,-0.15344,0.064267,0.029736,0.099785,-0.18929,0.00046697,0.044535
59,-0.064649,-0.15969,0.018555,0.015595,0.051441,-0.21626,-0.0015062,0.047166
60,-0.073199,-0.1735,-0.038339,-0.0031506,-0.018607,-0.24191,0.00079584,0.055059
61,-0.069582,-0.20277,-0.1028,-0.026171,-0.094576,-0.26559,0.0011247,0.06361
62,-0.057743,-0.24454,-0.16627,-0.053467,-0.15706,-0.27973,-0.0057815,0.064925
63,-0.040641,-0.28532,-0.21593,-0.079119,-0.1962,-0.27973,-0.016634,0.053086
64,-0.021896,-0.30801,-0.24158,-0.098193,-0.21067,-0.26493,-0.034064,0.033025
65,-0.0031506,-0.30143,-0.24191,-0.10773,-0.21067,-0.23994,-0.053467,0.010662
66,0.013293,-0.2692,-0.21889,-0.10806,-0.20212,-0.21494,-0.069582,-0.0067681
67,0.025132,-0.22777,-0.18534,-0.10641,-0.19324,-0.2008,-0.076817,-0.019923
68,0.028421,-0.1883,-0.15344,-0.10247,-0.19258,-0.19817,-0.078132,-0.030118
69,0.02283,-0.15772,-0.13174,-0.095562,-0.20179,-0.20343,-0.079777,-0.034393
70,0.01132,-0.14029,-0.11924,-0.087669,-0.21626,-0.21231,-0.080763,-0.028802
71,0.00046697,-0.13404,-0.11003,-0.079119,-0.22283,-0.22316,-0.081092,-0.011372
72,-0.0084125,-0.13601,-0.10082,-0.071555,-0.21132,-0.23698,-0.074515,0.018226
73,-0.019923,-0.14489,-0.091616,-0.065635,-0.18403,-0.24881,-0.057743,0.053086
74,-0.034064,-0.1564,-0.085039,-0.059387,-0.14818,-0.25737,-0.031104,0.084328
75,-0.04689,-0.16298,-0.078132,-0.050836,-0.11628,-0.25671,-0.0031506,0.10636
76,-0.051165,-0.16199,-0.071884,-0.039326,-0.096549,-0.24849,0.022501,0.11787
77,-0.047548,-0.15476,-0.063004,-0.026171,-0.088656,-0.23204,0.041247,0.12215
78,-0.045574,-0.1416,-0.050836,-0.0097279,-0.088656,-0.20968,0.054072,0.12017
79,-0.049192,-0.12352,-0.034064,0.012306,-0.091616,-0.18567,0.065254,0.11327
80,-0.055112,-0.10609,-0.015976,0.035656,-0.094247,-0.16627,0.078737,0.10866
81,-0.059716,-0.088656,-0.0034794,0.056703,-0.098522,-0.15903,0.093865,0.11064
82,-0.066293,-0.073199,0.002769,0.068871,-0.1051,-0.17811,0.10932,0.1205
83,-0.072542,-0.06432,0.0044134,0.067885,-0.11595,-0.22283,0.12609,0.14155
84,-0.072213,-0.063004,0.0077021,0.058676,-0.1222,-0.28302,0.14583,0.17345
85,-0.063333,-0.073199,0.013951,0.051441,-0.11562,-0.34419,0.1672,0.21127
86,-0.044917,-0.096549,0.023817,0.047166,-0.096549,-0.39582,0.18858,0.24942
87,-0.022554,-0.12549,0.03434,0.045193,-0.079119,-0.42805,0.20765,0.28395
88,-0.0028217,-0.15114,0.04618,0.043877,-0.062347,-0.43791,0.22443,0.31585
89,0.0070443,-0.17186,0.059663,0.047495,-0.042615,-0.43495,0.23626,0.34052
90,0.010333,-0.1837,0.074133,0.054401,-0.01499,-0.42509,0.24317,0.35597
91,0.016253,-0.1837,0.088603,0.062294,0.015924,-0.4116,0.24876,0.35893
92,0.026447,-0.17679,0.1011,0.068543,0.036642,-0.39812,0.24876,0.354
93,0.038287,-0.1689,0.10965,0.077093,0.036971,-0.38562,0.24416,0.34315
94,0.044206,-0.16134,0.1136,0.08959,0.017239,-0.3728,0.23857,0.32933
95,0.044864,-0.15246,0.11064,0.10044,-0.0093991,-0.35504,0.23626,0.31421
96,0.041247,-0.14226,0.10242,0.10899,-0.025185,-0.32708,0.23758,0.30302
97,0.036314,-0.13207,0.096167,0.11327,-0.019594,-0.28894,0.23758,0.29645
98,0.033025,-0.12319,0.095181,0.1113,-0.0018351,-0.24553,0.23232,0.29119
99,0.029078,-0.11595,0.098469,0.10242,0.016581,-0.20343,0.21851,0.28231
100,0.023159,-0.11069,0.10077,0.092221,0.027105,-0.16528,0.20042,0.26323
101,0.016253,-0.10411,0.099456,0.086301,0.027763,-0.13042,0.17806,0.23594
102,0.011977,-0.089314,0.098798,0.087946,0.024474,-0.093589,0.15931,0.20667
103,0.0050711,-0.064649,0.098469,0.08663,0.025461,-0.054454,0.14583,0.17937
104,-0.0034794,-0.034722,0.097812,0.07808,0.045193,-0.016634,0.14056,0.16589
105,-0.011372,-0.0084125,0.093865,0.062623,0.088275,0.0090175,0.14681,0.17378
106,-0.016305,0.0080309,0.089261,0.049139,0.1478,0.020528,0.1626,0.20108
107,-0.016634,0.015266,0.08367,0.045193,0.21555,0.018884,0.18233,0.23692
108,-0.014003,0.013951,0.074462,0.056046,0.28033,0.0063866,0.19779,0.2708
109,-0.0064392,0.0093464,0.061636,0.071502,0.34052,-0.0090702,0.20371,0.29316
110,-0.00019077,-0.0011774,0.049797,0.086959,0.38754,-0.02354,0.20305,0.30204
111,0.0030979,-0.014332,0.04618,0.097812,0.41648,-0.032749,0.20009,0.29974
112,0.00046697,-0.025514,0.048153,0.10044,0.4224,-0.034064,0.2014,0.29151
113,-0.0047949,-0.027816,0.055717,0.095181,0.41221,-0.024856,0.20469,0.2777
114,-0.0097279,-0.021567,0.063281,0.08663,0.39905,-0.0038083,0.20996,0.26323
115,-0.010386,-0.0090702,0.063938,0.075778,0.39346,0.024803,0.21127,0.2458
