,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
0,0.017897,0.2458,0.070845,0.050784,0.066569,-0.030775,0.079395,-1.1039
1,0.11721,0.57105,0.12708,0.090905,0.23988,-0.014003,0.11491,-1.1151
2,0.20864,0.88117,0.18693,0.14221,0.41221,0.0090175,0.1432,-1.1114
3,0.29217,1.1078,0.24153,0.20075,0.54968,0.041575,0.16227,-1.0976
4,0.36617,1.212,0.28461,0.26619,0.62301,0.075778,0.17148,-1.0684
5,0.42964,1.2021,0.31454,0.32309,0.60591,0.10077,0.17279,-1.0124
6,0.48028,1.1235,0.32572,0.34972,0.4987,0.10735,0.16753,-0.92299
7,0.51383,1.0302,0.31651,0.33098,0.32868,0.098141,0.15273,-0.8023
8,0.52468,0.96668,0.29119,0.27178,0.1376,0.076106,0.13169,-0.65957
9,0.51317,0.9532,0.25501,0.19121,-0.03242,0.050126,0.10702,-0.50632
10,0.48686,0.98575,0.21588,0.11426,-0.15048,0.024803,0.08367,-0.36194
11,0.45266,1.0446,0.1797,0.06065,-0.20606,0.0034268,0.06361,-0.24059
12,0.41484,1.091,0.15043,0.033354,-0.21198,-0.011043,0.050126,-0.15213
13,0.36847,1.0874,0.12609,0.021843,-0.18699,-0.020252,0.045851,-0.094905
14,0.31421,1.0203,0.10603,0.013951,-0.15344,-0.02354,0.050784,-0.060702
15,0.25764,0.89236,0.087288,0.002769,-0.12976,-0.019923,0.060321,-0.035051
16,0.2014,0.71773,0.067227,-0.014003,-0.1245,-0.012688,0.061636,-0.004466
17,0.15207,0.51975,0.050126,-0.031433,-0.13075,-0.004466,0.053086,0.041575
18,0.1159,0.32374,0.036642,-0.041957,-0.12845,-0.0008485,0.037629,0.10373
19,0.091563,0.15405,0.025132,-0.042944,-0.098522,-0.0047949,0.020528,0.17279
20,0.070516,0.020857,0.013951,-0.039326,-0.041628,-0.015976,0.0080309,0.23594
21,0.045522,-0.074844,0.0030979,-0.036037,0.03434,-0.032091,0.0001381,0.28362
22,0.01132,-0.14654,-0.0047949,-0.036037,0.11458,-0.046232,-0.0051238,0.31454
23,-0.021238,-0.20376,-0.0064392,-0.037353,0.18595,-0.05544,-0.011701,0.33756
24,-0.041299,-0.25309,-0.0041372,-0.040313,0.23495,-0.0584,-0.021238,0.36189
25,-0.049192,-0.29551,-0.004466,-0.040313,0.26159,-0.057414,-0.032091,0.39741
26,-0.048863,-0.33432,-0.015648,-0.039326,0.27704,-0.053138,-0.040641,0.45562
27,-0.04393,-0.36984,-0.037682,-0.045903,0.29316,-0.049521,-0.040313,0.53718
28,-0.042615,-0.40404,-0.063662,-0.061031,0.31223,-0.051494,-0.027487,0.63452
29,-0.044917,-0.43364,-0.087012,-0.084381,0.32637,-0.0584,-0.0064392,0.73417
30,-0.050179,-0.45469,-0.10641,-0.11858,0.32177,-0.068924,0.015924,0.82888
31,-0.047877,-0.46422,-0.12023,-0.15838,0.29217,-0.075173,0.034998,0.91176
32,-0.031433,-0.45995,-0.1324,-0.17383,0.23298,-0.077803,0.046508,0.9749
33,-0.0008485,-0.45074,-0.14292,-0.1324,0.14681,-0.08175,0.052099,1.0078
34,0.02875,-0.44909,-0.15476,-0.035708,0.04881,-0.087341,0.058676,1.0052
35,0.04026,-0.47442,-0.17153,0.067227,-0.041628,-0.099509,0.067885,0.97128
36,0.023159,-0.53559,-0.19324,0.12281,-0.1028,-0.11431,0.073476,0.91603
37,-0.013345,-0.62537,-0.21691,0.10603,-0.12154,-0.1199,0.07512,0.85158
38,-0.04985,-0.72765,-0.23106,0.035656,-0.10082,-0.10806,0.079724,0.79271
39,-0.066293,-0.8194,-0.22086,-0.042944,-0.061689,-0.073199,0.086959,0.75094
40,-0.068595,-0.87531,-0.17909,-0.092274,-0.038339,-0.025842,0.09255,0.72266
41,-0.078461,-0.873,-0.11003,-0.09622,-0.067937,0.014608,0.089261,0.68977
42,-0.11793,-0.79342,-0.024527,-0.046232,-0.15279,0.029736,0.077751,0.62926
43,-0.18732,-0.62405,0.068543,0.068871,-0.24191,0.026776,0.059992,0.53257
44,-0.26624,-0.37543,0.17016,0.24153,-0.25013,0.030723,0.043877,0.40169
45,-0.33103,-0.09326,0.27145,0.42142,-0.1245,0.061636,0.035327,0.25139
46,-0.36819,0.1524,0.35071,0.52402,0.11491,0.11886,0.027763,0.09255
47,-0.37411,0.30664,0.3859,0.47535,0.38393,0.18003,0.0096753,-0.063004
48,-0.34254,0.3494,0.3665,0.2754,0.59802,0.22179,-0.026829,-0.21363
49,-0.27874,0.28921,0.29974,-0.0015062,0.71871,0.23528,-0.076488,-0.36227
50,-0.20244,0.14977,0.20469,-0.26427,0.74897,0.23067,-0.12615,-0.5175
51,-0.14621,-0.039326,0.10143,-0.44581,0.70983,0.22081,-0.16561,-0.68983
52,-0.12976,-0.24125,0.0077021,-0.51454,0.61216,0.21752,-0.19093,-0.87794
53,-0.14654,-0.41193,-0.059058,-0.45797,0.46384,0.22541,-0.19718,-1.072
54,-0.17942,-0.50369,-0.086025,-0.27743,0.28461,0.24547,-0.18436,-1.2453
55,-0.20771,-0.48461,-0.073857,0.0037556,0.11195,0.27441,-0.15081,-1.3686
56,-0.21955,-0.35767,-0.034064,0.32177,-0.023211,0.30697,-0.10641,-1.4281
57,-0.21395,-0.16397,0.0093464,0.57927,-0.10872,0.33591,-0.063662,-1.4235
58,-0.19948,0.041575,0.036971,0.69109,-0.14687,0.35367,-0.034722,-1.3722
59,-0.18534,0.21588,0.045851,0.63814,-0.13733,0.36123,-0.027487,-1.2877
60,-0.17679,0.33427,0.040918,0.47963,-0.075173,0.36189,-0.036366,-1.1769
61,-0.1735,0.38787,0.030394,0.30368,0.049468,0.35926,-0.050179,-1.0443
62,-0.17416,0.37472,0.022172,0.17312,0.23626,0.35827,-0.060045,-0.89635
63,-0.1735,0.31026,0.018884,0.10965,0.45989,0.36091,-0.062347,-0.74014
64,-0.16002,0.21522,0.019212,0.098469,0.68155,0.37011,-0.058729,-0.58788
65,-0.12944,0.11985,0.021843,0.11195,0.86276,0.38787,-0.049192,-0.45403
66,-0.082079,0.048482,0.019212,0.11886,0.97556,0.41221,-0.036695,-0.33991
67,-0.025842,0.0096753,0.014279,0.11064,1.0015,0.43391,-0.022554,-0.23566
68,0.029078,0.0037556,0.0086887,0.095181,0.93544,0.44246,-0.0077547,-0.12417
69,0.081697,0.021186,0.0057288,0.091563,0.78876,0.4372,0.0070443,-0.0018351
70,0.12971,0.049468,0.0037556,0.10834,0.58848,0.41977,0.015266,0.12215
71,0.17181,0.081039,0.0040845,0.14024,0.36979,0.39182,0.02283,0.23265
72,0.20535,0.10636,0.0086887,0.16983,0.16063,0.3563,0.032038,0.31815
73,0.22804,0.12149,0.01691,0.18397,-0.033735,0.31717,0.042233,0.37274
74,0.24218,0.12445,0.026447,0.17838,-0.21527,0.27902,0.052099,0.39774
75,0.24613,0.11952,0.032038,0.16095,-0.37148,0.24712,0.059005,0.39971
76,0.24416,0.11064,0.031052,0.13958,-0.47277,0.22377,0.059663,0.39511
77,0.23429,0.10077,0.025132,0.12116,-0.49678,0.20732,0.047824,0.40136
78,0.22081,0.093865,0.017568,0.10307,-0.45074,0.1922,0.030065,0.43063
79,0.21028,0.094523,0.014608,0.07808,-0.3649,0.17148,0.011977,0.47404
80,0.20568,0.1034,0.014279,0.040918,-0.27348,0.14122,-0.0028217,0.5135
81,0.20272,0.11721,0.015924,0.0001381,-0.19718,0.092879,-0.016305,0.52896
82,0.19713,0.12478,0.012635,-0.038668,-0.14325,0.032367,-0.021896,0.51876
83,0.18562,0.12412,0.0047422,-0.070568,-0.10839,-0.025842,-0.018607,0.48653
84,0.16983,0.11458,-0.0024928,-0.088985,-0.086025,-0.064978,-0.0090702,0.44082
85,0.15273,0.10077,-0.0047949,-0.084381,-0.063991,-0.078461,0.0034268,0.38985
86,0.14352,0.087617,0.0021113,-0.04985,-0.030118,-0.07024,0.014937,0.33756
87,0.13958,0.080711,0.01132,0.015266,0.00079584,-0.053467,0.023817,0.28461
88,0.1376,0.083342,0.014937,0.090577,-0.0077547,-0.041957,0.024803,0.23429
89,0.13366,0.089919,0.0073732,0.14879,-0.084381,-0.045574,0.017568,0.18957
90,0.12215,0.096496,-0.0061104,0.16128,-0.22514,-0.064978,0.0014536,0.15767
91,0.10373,0.10406,-0.019923,0.12248,-0.39286,-0.094247,-0.018936,0.13662
92,0.087946,0.11327,-0.029789,0.042891,-0.52802,-0.12582,-0.040313,0.11952
93,0.083013,0.12412,-0.033735,-0.050836,-0.58064,-0.15114,-0.057085,0.1034
94,0.08663,0.13201,-0.033406,-0.12319,-0.53361,-0.16397,-0.065307,0.089919
95,0.093536,0.1307,-0.029131,-0.14621,-0.40897,-0.16101,-0.065307,0.080711
96,0.098798,0.11952,-0.02354,-0.11168,-0.24783,-0.14325,-0.061031,0.074791
97,0.10077,0.10307,-0.01795,-0.036037,-0.098522,-0.11497,-0.054454,0.067556
98,0.099785,0.083342,-0.017292,0.046508,-0.0038083,-0.085039,-0.050507,0.056374
99,0.091234,0.064925,-0.023869,0.10406,0.015924,-0.066293,-0.05281,0.036971
100,0.076764,0.05177,-0.03242,0.11886,-0.037353,-0.065307,-0.0584,0.013951
101,0.064925,0.045522,-0.038997,0.086301,-0.13601,-0.079448,-0.066293,-0.010057
102,0.060979,0.044206,-0.042615,0.022501,-0.25079,-0.10115,-0.067937,-0.033078
103,0.064925,0.045522,-0.042286,-0.041957,-0.35537,-0.12253,-0.063004,-0.053467
104,0.07216,0.046837,-0.042615,-0.087669,-0.42673,-0.14062,-0.055112,-0.067937
105,0.079724,0.042562,-0.046561,-0.11464,-0.44285,-0.15048,-0.050836,-0.073528
106,0.083999,0.035327,-0.05281,-0.12845,-0.40371,-0.15575,-0.054783,-0.070897
107,0.086959,0.023817,-0.057085,-0.13174,-0.32544,-0.16068,-0.064649,-0.060702
108,0.088603,0.0080309,-0.055112,-0.12812,-0.23599,-0.16791,-0.073857,-0.04985
109,0.087617,-0.0077547,-0.047877,-0.11793,-0.15805,-0.17581,-0.076159,-0.041628
110,0.085972,-0.01499,-0.041299,-0.10477,-0.10674,-0.18107,-0.068595,-0.040641
111,0.084328,-0.007097,-0.036037,-0.096878,-0.085367,-0.17515,-0.051494,-0.047219
112,0.083342,0.013951,-0.033735,-0.09622,-0.088327,-0.15476,-0.030775,-0.057085
113,0.082026,0.040918,-0.031762,-0.097207,-0.10444,-0.12648,-0.014003,-0.065635
114,0.077422,0.07216,-0.025514,-0.092274,-0.12746,-0.10115,-0.0067681,-0.072213
115,0.072818,0.10866,-0.015976,-0.078461,-0.15607,-0.083723,-0.0047949,-0.079119
116,0.064925,0.14879,-0.0041372,-0.0584,-0.18929,-0.07583,-0.0018351,-0.091945
