,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
0,-0.0024928,-0.15213,0.034669,0.043549,-0.086025,-0.38431,0.27573,0.47371
1,0.018884,-0.20573,0.053086,0.052428,-0.053796,-0.36918,0.26521,0.45529
2,0.052757,-0.22941,0.084328,0.056046,-0.012688,-0.35011,0.24843,0.43655
3,0.085315,-0.21363,0.11623,0.058676,0.040918,-0.32939,0.231,0.41155
4,0.10801,-0.16462,0.13432,0.063281,0.1136,-0.30308,0.21489,0.37735
5,0.11721,-0.1051,0.13432,0.072818,0.21489,-0.26526,0.20009,0.33558
6,0.11919,-0.055769,0.12544,0.086959,0.35005,-0.21067,0.19187,0.28987
7,0.11623,-0.025185,0.1182,0.10274,0.48916,-0.14621,0.18989,0.24712
8,0.10834,-0.018278,0.11195,0.11952,0.59341,-0.087669,0.19417,0.207
9,0.095181,-0.033406,0.099785,0.13037,0.63518,-0.041299,0.19022,0.17246
10,0.073147,-0.068266,0.066569,0.12708,0.60032,-0.011701,0.17279,0.14221
11,0.040918,-0.11003,0.010662,0.10603,0.49377,-0.0024928,0.14583,0.11623
12,0.0060577,-0.14687,-0.058071,0.072489,0.34216,-0.0051238,0.11853,0.093208
13,-0.025842,-0.17679,-0.11825,0.039273,0.18102,-0.0028217,0.097154,0.067885
14,-0.049521,-0.19817,-0.15311,0.016581,0.045522,0.021843,0.081697,0.0373
15,-0.065635,-0.21691,-0.15509,0.010333,-0.042615,0.080382,0.067227,0.0030979
16,-0.076817,-0.23402,-0.13437,0.01691,-0.079777,0.16654,0.051441,-0.03242
17,-0.082079,-0.25704,-0.10937,0.02875,-0.083065,0.25534,0.03434,-0.071555
18,-0.08175,-0.28433,-0.090629,0.039931,-0.068924,0.3244,0.013622,-0.11529
19,-0.077803,-0.30801,-0.079777,0.048482,-0.053467,0.36123,-0.011372,-0.16101
20,-0.072213,-0.31623,-0.071226,0.049468,-0.045903,0.3711,-0.038011,-0.20968
21,-0.059716,-0.30209,-0.058071,0.048482,-0.054125,0.37538,-0.062347,-0.25638
22,-0.037353,-0.26756,-0.037682,0.051113,-0.077475,0.39379,-0.084381,-0.29782
23,-0.0080836,-0.22283,-0.014332,0.057032,-0.10674,0.4303,-0.10905,-0.34057
24,0.018226,-0.17909,0.002769,0.064267,-0.13667,0.47108,-0.14095,-0.38825
25,0.033683,-0.14029,0.0050711,0.068214,-0.16265,0.50495,-0.17975,-0.44022
26,0.038616,-0.10641,-0.0061104,0.065254,-0.18436,0.52402,-0.21527,-0.48659
27,0.0373,-0.078461,-0.025842,0.055717,-0.2031,0.52633,-0.24191,-0.52145
28,0.035327,-0.066293,-0.043272,0.041904,-0.21724,0.51449,-0.25638,-0.54118
29,0.036642,-0.088985,-0.052481,0.029407,-0.22382,0.49311,-0.26164,-0.54348
30,0.039273,-0.15081,-0.050836,0.019541,-0.22415,0.46483,-0.26164,-0.52967
31,0.04322,-0.22875,-0.038668,0.015924,-0.22382,0.43983,-0.25638,-0.5073
32,0.044535,-0.28992,-0.019594,0.013951,-0.22744,0.42701,-0.2452,-0.48593
33,0.043549,-0.3011,0.00046697,0.014608,-0.22941,0.43194,-0.23434,-0.47508
