,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
0,-0.11529,-0.3067,-0.044259,-0.0051238,0.034669,0.14024,-0.095562,-0.1074
1,-0.1005,-0.27052,-0.042615,0.0014536,0.065912,0.13728,-0.093589,-0.1051
2,-0.088985,-0.22875,-0.041299,0.00046697,0.08959,0.13004,-0.089972,-0.099838
3,-0.07879,-0.17975,-0.039984,-0.0067681,0.096825,0.11886,-0.081092,-0.088327
4,-0.068924,-0.12549,-0.041299,-0.014661,0.08663,0.1057,-0.068266,-0.071555
5,-0.059716,-0.071226,-0.04689,-0.021896,0.066898,0.091892,-0.053467,-0.04985
6,-0.054783,-0.013017,-0.055112,-0.024527,0.04618,0.072818,-0.041628,-0.024527
7,-0.056427,0.050455,-0.061689,-0.025185,0.028421,0.049468,-0.038997,0.0011247
8,-0.063333,0.11426,-0.065964,-0.02354,0.0090175,0.024145,-0.042286,0.024474
9,-0.073528,0.17312,-0.066951,-0.023211,-0.015319,0.0011247,-0.04985,0.039931
10,-0.08471,0.23495,-0.068924,-0.026829,-0.044588,-0.021896,-0.059716,0.045193
11,-0.089314,0.3119,-0.067609,-0.02946,-0.065307,-0.043272,-0.063004,0.049468
12,-0.083065,0.40892,-0.062676,-0.02946,-0.064978,-0.060045,-0.054783,0.059005
13,-0.06432,0.51449,-0.055112,-0.029131,-0.047877,-0.069253,-0.038011,0.073147
14,-0.037682,0.60131,-0.048863,-0.028802,-0.02354,-0.069253,-0.017621,0.091234
15,-0.011701,0.63683,-0.047219,-0.022225,0.00046697,-0.062347,0.0021113,0.10899
16,0.0086887,0.60164,-0.049521,-0.0077547,0.019541,-0.053796,0.017239,0.12609
17,0.020199,0.50199,-0.053796,0.010004,0.028092,-0.04985,0.029078,0.13991
18,0.021514,0.36452,-0.057743,0.022501,0.025461,-0.050836,0.036971,0.14681
19,0.015924,0.22245,-0.054454,0.023817,0.016581,-0.053796,0.044206,0.1501
20,0.0067154,0.1057,-0.044917,0.011977,0.0067154,-0.05544,0.054401,0.15405
21,0.0017824,0.029078,-0.036037,-0.0041372,-0.00051963,-0.04985,0.062623,0.16128
22,0.0021113,-0.0084125,-0.027487,-0.013017,-0.0024928,-0.041628,0.069529,0.16983
23,0.0030979,-0.018607,-0.020909,-0.01203,0.0067154,-0.029789,0.079395,0.17806
24,0.0030979,-0.014003,-0.016634,-0.0047949,0.029078,-0.014332,0.093536,0.18496
25,0.0021113,-0.0090702,-0.016305,0.002769,0.06065,0.0060577,0.10834,0.18825
26,0.002769,-0.010057,-0.015319,0.0086887,0.094523,0.027763,0.11952,0.18562
27,0.0057288,-0.019594,-0.010715,0.013622,0.12281,0.041904,0.12609,0.18036
28,0.012635,-0.031433,-0.0015062,0.021843,0.14155,0.041904,0.12873,0.17608
29,0.020199,-0.039655,0.0077021,0.033354,0.15372,0.028092,0.1284,0.18036
30,0.027105,-0.043272,0.013293,0.044864,0.15964,0.0050711,0.12609,0.19483
31,0.031052,-0.040313,0.01691,0.04881,0.15668,-0.023211,0.12642,0.21423
32,0.030394,-0.033735,0.020528,0.04881,0.14747,-0.051823,0.13267,0.23363
33,0.027763,-0.026829,0.024145,0.047495,0.13432,-0.075501,0.14287,0.25008
34,0.025132,-0.022225,0.025132,0.05177,0.11787,-0.0903,0.15207,0.25961
35,0.02579,-0.022225,0.022501,0.060321,0.10077,-0.095233,0.15701,0.25929
36,0.028421,-0.028473,0.015924,0.066898,0.084657,-0.093918,0.15602,0.24909
37,0.02875,-0.051823,0.0073732,0.066569,0.068214,-0.093589,0.15142,0.23067
38,0.026776,-0.10247,0.0001381,0.059663,0.057032,-0.1028,0.1455,0.20996
39,0.01987,-0.17252,-0.0028217,0.049797,0.053415,-0.12384,0.14122,0.19253
40,0.011648,-0.2452,-0.004466,0.040918,0.055717,-0.15081,0.13859,0.18167
41,0.0040845,-0.29716,-0.0034794,0.035327,0.065583,-0.17252,0.13629,0.18069
42,0.0021113,-0.31459,-0.00019077,0.032367,0.084657,-0.18008,0.1353,0.18825
43,0.0054,-0.30341,0.0037556,0.031709,0.11195,-0.1712,0.13563,0.1945
44,0.014279,-0.2771,0.0077021,0.033354,0.1376,-0.14752,0.1376,0.18924
45,0.02875,-0.24158,0.013622,0.036971,0.15175,-0.11464,0.14385,0.1774
46,0.045193,-0.19455,0.021843,0.043549,0.15438,-0.085039,0.15438,0.16622
47,0.060979,-0.12878,0.030723,0.056374,0.14681,-0.064978,0.16523,0.15799
48,0.071831,-0.044259,0.034011,0.074462,0.12774,-0.055112,0.17246,0.15471
49,0.077422,0.050784,0.032696,0.08663,0.10274,-0.051494,0.17378,0.15536
50,0.079395,0.14747,0.027105,0.092221,0.0692,-0.055112,0.17181,0.16194
51,0.080711,0.24679,0.021843,0.092879,0.029407,-0.063333,0.1672,0.17115
52,0.080382,0.34084,0.017239,0.090248,-0.015976,-0.073857,0.16326,0.17773
53,0.079066,0.41352,0.017897,0.088275,-0.063004,-0.083394,0.15799,0.17674
54,0.074791,0.44542,0.023488,0.087617,-0.10543,-0.087012,0.15109,0.16918
55,0.071502,0.42701,0.029736,0.083999,-0.13667,-0.089643,0.14287,0.15799
56,0.067556,0.36551,0.034011,0.073476,-0.15279,-0.098193,0.13169,0.14616
57,0.065254,0.27408,0.03434,0.059663,-0.15542,-0.11529,0.11952,0.133
58,0.059334,0.16983,0.032696,0.04322,-0.15048,-0.13272,0.11162,0.11886
59,0.048482,0.071173,0.031052,0.027763,-0.13864,-0.14226,0.10505,0.10373
60,0.031381,-0.0093991,0.028421,0.015924,-0.1199,-0.14095,0.096825,0.085972
61,0.012964,-0.067609,0.02579,0.013951,-0.095891,-0.1324,0.091563,0.0692
62,-0.002164,-0.098851,0.024145,0.018884,-0.069253,-0.12417,0.090905,0.057032
63,-0.012359,-0.11003,0.019212,0.020528,-0.045574,-0.11727,0.090248,0.048153
64,-0.013017,-0.10806,0.0083598,0.012635,-0.031433,-0.1097,0.08367,0.042233
65,-0.0031506,-0.095233,-0.0057815,-0.00051963,-0.029131,-0.10378,0.069529,0.036971
66,0.01132,-0.072213,-0.014003,-0.015976,-0.037353,-0.10115,0.050126,0.031709
67,0.019212,-0.044588,-0.01499,-0.028802,-0.046561,-0.099509,0.032038,0.025461
68,0.019541,-0.018607,-0.0080836,-0.039655,-0.051494,-0.097207,0.020528,0.022172
69,0.021514,-0.002164,-0.00019077,-0.045574,-0.048205,-0.095233,0.018555,0.023159
70,0.026776,0.0034268,0.0063866,-0.044917,-0.040313,-0.092931,0.019541,0.027434
71,0.033354,0.0050711,0.0093464,-0.038997,-0.032749,-0.0903,0.018884,0.03434
72,0.039602,0.0047422,0.0073732,-0.031104,-0.032749,-0.089972,0.016253,0.043877
73,0.043877,0.0063866,0.0017824,-0.0265,-0.034064,-0.094905,0.0080309,0.052757
74,0.052099,0.010991,-0.0041372,-0.027158,-0.03538,-0.10477,-0.0028217,0.062294
75,0.066898,0.012306,-0.0080836,-0.029131,-0.037682,-0.11299,-0.0074258,0.068871
76,0.082026,0.0047422,-0.010715,-0.026829,-0.03538,-0.11497,-0.0064392,0.068543
77,0.093536,-0.011372,-0.0090702,-0.018278,-0.027158,-0.10937,-0.0034794,0.058676
78,0.10505,-0.030775,-0.0028217,-0.002164,-0.017621,-0.099838,-0.0018351,0.041247
79,0.1182,-0.046561,0.0090175,0.018884,-0.014003,-0.085696,0.0017824,0.024145
80,0.1307,-0.052481,0.022501,0.036971,-0.015319,-0.066622,0.0093464,0.015924
81,0.14056,-0.046232,0.031052,0.044535,-0.01795,-0.051494,0.02283,0.017568
82,0.1455,-0.033078,0.032367,0.042891,-0.019265,-0.045574,0.036642,0.023159
83,0.14089,-0.022225,0.028421,0.038616,-0.023869,-0.04689,0.045193,0.029078
84,0.12741,-0.021896,0.027105,0.036314,-0.030447,-0.051494,0.046508,0.031381
85,0.11458,-0.034722,0.036971,0.037958,-0.039326,-0.053796,0.042562,0.026776
86,0.10899,-0.051823,0.059992,0.041904,-0.04985,-0.051494,0.035656,0.018226
87,0.11195,-0.059387,0.084986,0.044535,-0.060373,-0.040313,0.029078,0.012635
88,0.12149,-0.050836,0.10044,0.048482,-0.070568,-0.022554,0.027763,0.016253
89,0.12938,-0.033406,0.10143,0.052757,-0.07583,-0.002164,0.03434,0.026447
90,0.13201,-0.022883,0.091234,0.050126,-0.074844,0.013622,0.044206,0.038287
91,0.12642,-0.027487,0.075778,0.038287,-0.064649,0.018884,0.056703,0.04881
92,0.1113,-0.043272,0.059992,0.023817,-0.044259,0.012306,0.063938,0.05473
93,0.087288,-0.063004,0.04881,0.010333,-0.02354,-0.0011774,0.063938,0.053415
94,0.059005,-0.080434,0.042891,-0.002164,-0.010715,-0.013017,0.056046,0.045522
95,0.03434,-0.092603,0.039931,-0.0084125,-0.0080836,-0.020581,0.045522,0.037958
96,0.012306,-0.10641,0.037958,-0.0047949,-0.01499,-0.026829,0.035327,0.035985
97,-0.0097279,-0.12319,0.034011,0.0014536,-0.027158,-0.034064,0.026776,0.041247
98,-0.032749,-0.13832,0.029078,0.0096753,-0.033406,-0.043272,0.021843,0.047495
99,-0.05281,-0.14456,0.025132,0.015924,-0.027487,-0.050836,0.023817,0.045522
100,-0.065635,-0.13799,0.026119,0.021843,-0.011043,-0.051165,0.031381,0.040589
101,-0.070897,-0.12352,0.032038,0.028092,0.0050711,-0.045903,0.043549,0.035985
102,-0.067937,-0.1005,0.04322,0.0373,0.015924,-0.039655,0.058019,0.034998
103,-0.053796,-0.073857,0.053415,0.044206,0.018226,-0.036037,0.068543,0.035656
104,-0.035051,-0.04689,0.057361,0.046508,0.014608,-0.032749,0.072818,0.03434
105,-0.020581,-0.025185,0.057032,0.044864,0.0073732,-0.031433,0.069529,0.030065
106,-0.014332,-0.014003,0.055388,0.042233,0.0017824,-0.033735,0.060321,0.023817
107,-0.012688,-0.0087413,0.056046,0.034669,0.00079584,-0.037024,0.048482,0.020199
108,-0.011043,-0.0028217,0.059334,0.026447,0.0021113,-0.039326,0.035985,0.015266
109,-0.0074258,0.0096753,0.062952,0.019541,0.010991,-0.037024,0.027434,0.0093464
110,-0.002164,0.029407,0.064596,0.016253,0.026119,-0.030118,0.027105,0.0037556
111,0.002769,0.050784,0.066569,0.016581,0.042562,-0.022225,0.034998,0.00079584
112,0.0054,0.073147,0.066898,0.020199,0.05177,-0.01499,0.043549,0.00079584
113,0.0040845,0.10472,0.066898,0.028421,0.057361,-0.011701,0.047824,0.0040845
114,0.0024402,0.15503,0.064925,0.040589,0.067885,-0.0057815,0.047495,0.0060577
115,0.0030979,0.22541,0.065583,0.056046,0.091563,0.0086887,0.044864,0.0086887
116,0.0077021,0.30335,0.066569,0.072818,0.12873,0.027434,0.042891,0.0086887
117,0.014937,0.36321,0.067227,0.085315,0.17049,0.048482,0.046837,0.0034268
118,0.02283,0.3813,0.063938,0.091563,0.20864,0.063281,0.055059,-0.0051238
119,0.034669,0.35301,0.059663,0.094523,0.23758,0.072489,0.062294,-0.015648
120,0.048153,0.29283,0.053743,0.099785,0.25074,0.076764,0.06624,-0.029131
121,0.059663,0.21949,0.045522,0.10636,0.2458,0.079724,0.065254,-0.045246
122,0.067885,0.14879,0.038287,0.11228,0.2241,0.078737,0.061636,-0.057414
123,0.069858,0.088603,0.03434,0.11327,0.19154,0.07216,0.059334,-0.062018
124,0.061965,0.045193,0.034669,0.10669,0.15635,0.065912,0.066569,-0.062018
125,0.05177,0.018226,0.036314,0.093865,0.1284,0.067227,0.083013,-0.063333
126,0.045193,0.0034268,0.0373,0.079066,0.11195,0.074133,0.097812,-0.06728
127,0.046508,-0.002164,0.035327,0.065912,0.10603,0.083013,0.10472,-0.070897
128,0.049468,-0.0011774,0.032696,0.052757,0.10274,0.094194,0.10439,-0.074186
129,0.043877,0.002769,0.028092,0.039273,0.093208,0.10768,0.098798,-0.076159
130,0.025132,0.0067154,0.019212,0.027105,0.07512,0.11952,0.090905,-0.076817
131,-0.0008485,0.0093464,0.0080309,0.017568,0.054072,0.13004,0.083999,-0.076159
132,-0.027487,0.012306,-0.0054526,0.011648,0.0373,0.13826,0.080382,-0.074844
133,-0.052152,0.013293,-0.01499,0.0054,0.02875,0.14352,0.079395,-0.072542
134,-0.070897,0.0080309,-0.018607,0.0011247,0.031052,0.14846,0.076764,-0.071555
135,-0.083394,-0.0015062,-0.017621,0.0044134,0.042562,0.15043,0.068214,-0.073199
136,-0.087669,-0.010386,-0.016305,0.016253,0.061307,0.14846,0.053743,-0.075501
137,-0.087341,-0.01795,-0.015976,0.030394,0.078409,0.14517,0.033683,-0.081092
138,-0.082408,-0.019923,-0.014661,0.035985,0.090577,0.14484,0.010662,-0.092931
139,-0.074186,-0.021896,-0.0077547,0.032038,0.094523,0.15207,-0.013017,-0.11036
140,-0.065307,-0.022883,0.0050711,0.023817,0.087288,0.16918,-0.031433,-0.12483
141,-0.056756,-0.021238,0.020528,0.018226,0.071831,0.18661,-0.044917,-0.13174
142,-0.051165,-0.01499,0.032367,0.01987,0.05473,0.19516,-0.060702,-0.13207
