,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
0,-0.075501,-0.41588,-0.016634,0.056374,-0.22218,-0.1176,0.06065,0.042233
1,-0.1564,-0.56749,-0.026829,0.045851,-0.21922,-0.10609,0.064596,0.050455
2,-0.22645,-0.59577,-0.034722,0.040589,-0.19554,-0.099509,0.067556,0.053415
3,-0.28137,-0.53263,-0.039984,0.038616,-0.15706,-0.10313,0.071173,0.049797
4,-0.31294,-0.42015,-0.041957,0.040589,-0.10707,-0.11365,0.074462,0.042562
5,-0.31919,-0.2965,-0.04097,0.047166,-0.047548,-0.12286,0.07808,0.036314
6,-0.30965,-0.18765,-0.037353,0.05473,0.012306,-0.12023,0.084328,0.033025
7,-0.2988,-0.11102,-0.032091,0.056046,0.05769,-0.097536,0.095181,0.037629
8,-0.29617,-0.072542,-0.025842,0.047824,0.076435,-0.051823,0.10834,0.050455
9,-0.30012,-0.055769,-0.018278,0.034669,0.068871,0.010004,0.11623,0.064925
10,-0.29716,-0.014332,-0.013017,0.02283,0.042233,0.073804,0.11689,0.075449
11,-0.27216,0.099785,-0.0054526,0.021186,0.010991,0.12281,0.11294,0.077751
12,-0.21527,0.29776,0.0073732,0.02579,-0.013345,0.1478,0.10866,0.076764
13,-0.12812,0.53126,0.025132,0.0373,-0.024198,0.14418,0.10834,0.074133
14,-0.024198,0.72069,0.041575,0.054401,-0.020581,0.11327,0.11195,0.068871
15,0.074791,0.79534,0.053743,0.068543,-0.0015062,0.065912,0.12017,0.061965
16,0.14681,0.72628,0.061307,0.07216,0.034011,0.013951,0.13136,0.054401
17,0.17904,0.54014,0.063281,0.06624,0.073147,-0.029789,0.14089,0.047824
18,0.17411,0.28954,0.06065,0.057032,0.10505,-0.056427,0.1432,0.039602
19,0.1501,0.034669,0.052757,0.043877,0.12313,-0.063333,0.13432,0.02875
20,0.13497,-0.16758,0.036642,0.033683,0.13234,-0.056756,0.11689,0.019541
21,0.15142,-0.2771,0.024474,0.030723,0.13925,-0.047548,0.098469,0.012964
22,0.21522,-0.27414,0.028092,0.035656,0.14583,-0.044259,0.086959,0.010662
23,0.32045,-0.17613,0.05177,0.048153,0.14977,-0.050179,0.079066,0.012635
24,0.43983,-0.037353,0.080053,0.061636,0.14714,-0.062347,0.073147,0.012964
25,0.54376,0.086959,0.093536,0.071502,0.13267,-0.07583,0.06624,0.0096753
26,0.60525,0.15931,0.083342,0.081368,0.10603,-0.085039,0.060979,0.002769
27,0.61216,0.16918,0.049468,0.091234,0.073804,-0.084052,0.05473,-0.0034794
28,0.56678,0.12412,0.00079584,0.095181,0.045522,-0.077146,0.049468,-0.010057
29,0.48522,0.04618,-0.048534,0.092879,0.035656,-0.067609,0.045193,-0.015976
30,0.39215,-0.038668,-0.084381,0.088603,0.04881,-0.05544,0.04322,-0.023211
31,0.30894,-0.1074,-0.10017,0.091563,0.077422,-0.040641,0.040589,-0.034064
32,0.24284,-0.16397,-0.098522,0.10274,0.10505,-0.018278,0.034998,-0.045903
33,0.18957,-0.23073,-0.086025,0.1182,0.12642,0.011977,0.026119,-0.059716
34,0.14188,-0.31886,-0.068266,0.13629,0.14352,0.046508,0.017568,-0.069911
35,0.093208,-0.42147,-0.047548,0.15339,0.15734,0.083013,0.013622,-0.075173
36,0.042233,-0.52309,-0.027816,0.16326,0.16654,0.11557,0.014937,-0.079777
37,-0.014003,-0.60564,-0.015319,0.16424,0.16918,0.14188,0.012964,-0.087669
38,-0.083723,-0.65168,-0.010715,0.15635,0.16523,0.16063,0.0017824,-0.10115
39,-0.1689,-0.6405,-0.012688,0.1376,0.15602,0.17378,-0.018936,-0.1199
40,-0.25901,-0.55894,-0.016963,0.11162,0.15043,0.18036,-0.040313,-0.13634
41,-0.33564,-0.41785,-0.019594,0.087617,0.15734,0.18529,-0.057414,-0.14752
42,-0.38299,-0.25572,-0.016305,0.071502,0.1797,0.19713,-0.06432,-0.15015
43,-0.39253,-0.12384,-0.010715,0.064596,0.20963,0.21916,-0.062018,-0.1518
44,-0.37214,-0.059058,-0.0047949,0.062294,0.22574,0.25008,-0.050836,-0.15772
45,-0.33136,-0.058729,-0.00019077,0.058019,0.20568,0.27968,-0.034064,-0.17022
46,-0.27973,-0.089643,0.0034268,0.050784,0.14287,0.29119,-0.022225,-0.1906
47,-0.22251,-0.11332,0.0067154,0.043877,0.045851,0.2754,-0.022554,-0.21264
48,-0.16166,-0.099509,0.011977,0.039931,-0.062347,0.23429,-0.034064,-0.22777
49,-0.09622,-0.039326,0.018226,0.036314,-0.15279,0.18529,-0.051165,-0.2327
50,-0.027487,0.053743,0.025461,0.029078,-0.20902,0.14681,-0.065964,-0.22941
51,0.033025,0.14879,0.031709,0.019212,-0.22744,0.12971,-0.077475,-0.22185
