,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
0,0.11426,-0.002164,0.083013,-0.10082,0.0073732,0.19351,-0.020252,-0.19225
1,0.093536,-0.13503,0.083999,-0.089972,-0.068266,0.2116,-0.024527,-0.18929
2,0.065254,-0.2771,0.092221,-0.07287,-0.14654,0.22048,-0.037353,-0.17581
3,0.029078,-0.37115,0.10899,-0.053796,-0.20836,0.21686,-0.051494,-0.15903
4,-0.014003,-0.36819,0.13464,-0.040313,-0.23336,0.20075,-0.058729,-0.14489
5,-0.061031,-0.25901,0.1626,-0.032091,-0.20968,0.18069,-0.057743,-0.14062
6,-0.10576,-0.082736,0.18036,-0.020581,-0.14292,0.16161,-0.057743,-0.14456
7,-0.13832,0.11491,0.17279,-0.004466,-0.05544,0.1501,-0.062347,-0.14983
8,-0.14456,0.30204,0.13892,0.014279,0.02579,0.1455,-0.067937,-0.15311
9,-0.1222,0.46055,0.089919,0.038287,0.067556,0.1478,-0.07024,-0.15344
10,-0.073528,0.57664,0.042233,0.068543,0.050455,0.15503,-0.063662,-0.15114
11,-0.0064392,0.62959,0.0090175,0.095181,-0.027487,0.16523,-0.048205,-0.14818
12,0.071502,0.59999,-0.00051963,0.11557,-0.14621,0.17378,-0.026171,-0.14423
13,0.15471,0.48719,0.012306,0.13201,-0.26789,0.17707,-0.0074258,-0.14127
14,0.231,0.30598,0.031709,0.13958,-0.35109,0.17148,0.0063866,-0.13832
15,0.2879,0.08959,0.044206,0.13136,-0.36918,0.15569,0.012964,-0.13272
16,0.31355,-0.10937,0.047824,0.11097,-0.32445,0.13695,0.011977,-0.11957
17,0.30566,-0.23829,0.039931,0.087288,-0.24125,0.12017,0.0067154,-0.09622
18,0.27211,-0.26756,0.022172,0.068871,-0.14884,0.10735,0.0030979,-0.068266
19,0.23232,-0.1962,-0.0008485,0.058676,-0.070568,0.096167,0.0050711,-0.045574
20,0.2093,-0.043601,-0.019265,0.05473,-0.015976,0.082355,0.01132,-0.035708
21,0.21292,0.16819,-0.025514,0.056374,0.019212,0.067227,0.019212,-0.035708
22,0.22837,0.40333,-0.014332,0.067227,0.033354,0.053743,0.025461,-0.036037
23,0.23561,0.61907,0.0086887,0.086959,0.023817,0.045851,0.031052,-0.034722
24,0.21785,0.77298,0.030723,0.10669,-0.017292,0.039931,0.036971,-0.030447
25,0.17181,0.82527,0.04618,0.11623,-0.090958,0.032696,0.045851,-0.023211
26,0.11031,0.75555,0.050455,0.10866,-0.17745,0.021843,0.053415,-0.015976
27,0.056374,0.59835,0.044535,0.084657,-0.24026,0.0060577,0.053086,-0.010057
28,0.023817,0.41583,0.032367,0.055717,-0.2452,-0.010057,0.045193,-0.0047949
29,0.017239,0.25238,0.017239,0.028421,-0.18567,-0.020252,0.034669,0.0044134
30,0.031052,0.12741,-0.00019077,-0.0047949,-0.089314,-0.021238,0.026447,0.022501
31,0.050784,0.04881,-0.017292,-0.05544,-0.0011774,-0.014661,0.018884,0.042233
32,0.060321,0.0063866,-0.03242,-0.11332,0.045522,-0.0064392,0.012306,0.056046
33,0.048482,-0.027487,-0.041628,-0.15903,0.049797,-0.0028217,0.0050711,0.06065
34,0.011977,-0.073199,-0.041628,-0.17219,0.027763,-0.0090702,-0.00051963,0.058676
35,-0.050179,-0.1347,-0.034064,-0.15114,0.0034268,-0.020581,0.00079584,0.056374
36,-0.13272,-0.19784,-0.025185,-0.10609,-0.0061104,-0.029789,0.010333,0.055388
37,-0.21955,-0.22842,-0.015319,-0.060373,0.0017824,-0.031104,0.023817,0.049139
38,-0.29518,-0.19192,-0.0031506,-0.028473,0.024145,-0.023211,0.036314,0.039602
39,-0.34715,-0.087669,0.0090175,-0.013345,0.050784,-0.010057,0.04026,0.032038
40,-0.37181,0.042891,0.013622,-0.013345,0.065254,0.00079584,0.034998,0.031052
41,-0.37609,0.14352,0.0017824,-0.023211,0.062952,0.0090175,0.023159,0.034998
42,-0.37148,0.16786,-0.028473,-0.033735,0.047824,0.0086887,0.010991,0.039931
43,-0.36721,0.094852,-0.067937,-0.038011,0.034011,0.0011247,0.0040845,0.044864
44,-0.36162,-0.062347,-0.10082,-0.036695,0.036642,-0.010386,0.0034268,0.050126
45,-0.34254,-0.26559,-0.11497,-0.034393,0.064925,-0.015976,0.0067154,0.053415
46,-0.29979,-0.46291,-0.10477,-0.0265,0.11985,-0.011372,0.010991,0.055717
47,-0.23237,-0.60432,-0.073199,-0.013345,0.1922,0.0017824,0.015924,0.056374
48,-0.14325,-0.67568,-0.027816,0.0030979,0.26817,0.018226,0.025132,0.058019
49,-0.038339,-0.66713,0.023159,0.021186,0.33657,0.029078,0.042891,0.057361
50,0.080711,-0.54512,0.07216,0.035327,0.3905,0.031709,0.061965,0.053086
51,0.20502,-0.31459,0.11031,0.036971,0.42964,0.030723,0.077422,0.047824
52,0.32703,-0.045903,0.12938,0.027434,0.45365,0.027763,0.087288,0.043877
53,0.43819,0.15339,0.12346,0.0067154,0.4622,0.020528,0.092221,0.039602
54,0.53915,0.22278,0.096496,-0.019265,0.4543,0.010004,0.089919,0.033025
55,0.63419,0.17345,0.059992,-0.041957,0.42306,-0.0031506,0.082355,0.026447
56,0.71148,0.059005,0.024803,-0.057743,0.36748,-0.020581,0.073476,0.025132
57,0.74798,-0.063333,-0.0018351,-0.068595,0.2925,-0.043272,0.061636,0.031709
58,0.72562,-0.1564,-0.013017,-0.076159,0.21226,-0.067937,0.051441,0.042562
59,0.64636,-0.19258,-0.0090702,-0.078132,0.13892,-0.085696,0.047495,0.050126
60,0.53718,-0.12319,0.0030979,-0.076817,0.079066,-0.095562,0.053086,0.053415
61,0.43227,0.080053,0.016581,-0.067609,0.036971,-0.10082,0.064596,0.055388
62,0.35795,0.38162,0.024803,-0.050507,0.012306,-0.10017,0.077093,0.057361
