,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
0,0.15602,0.11557,0.094523,0.33723,1.013,0.8963,0.22706,0.04618
1,0.18167,0.099127,0.097812,0.32407,0.65458,0.71411,0.25402,0.046837
2,0.20502,0.079395,0.10932,0.31684,0.33032,0.46022,0.27507,0.042562
3,0.23035,0.075449,0.13333,0.33394,0.062294,0.19154,0.29941,0.034998
4,0.25698,0.09255,0.16523,0.37406,-0.16068,-0.03242,0.33558,0.026119
5,0.27869,0.12511,0.19812,0.42109,-0.35175,-0.17285,0.39248,0.014937
6,0.29447,0.16556,0.22377,0.46088,-0.51092,-0.22316,0.46187,0.0014536
7,0.3119,0.20601,0.24186,0.48588,-0.60695,-0.1883,0.5306,-0.0084125
8,0.33295,0.23922,0.25435,0.49377,-0.60136,-0.060045,0.58815,-0.010715
9,0.35564,0.26323,0.2629,0.48555,-0.49875,0.17608,0.6263,-0.0080836
10,0.36979,0.28066,0.26652,0.45628,-0.36556,0.49607,0.63617,-0.0057815
11,0.36617,0.29908,0.25863,0.40793,-0.27841,0.80718,0.60986,-0.0047949
12,0.34446,0.32111,0.23363,0.34315,-0.25835,0.99989,0.54441,-0.0047949
13,0.31092,0.33756,0.19516,0.27244,-0.27348,1.0084,0.44806,-0.0041372
14,0.27277,0.33657,0.15142,0.20535,-0.27249,0.8348,0.33788,-0.0031506
15,0.23396,0.31059,0.11031,0.15043,-0.21297,0.54244,0.23692,-0.0018351
16,0.19417,0.26356,0.078409,0.11261,-0.092603,0.22903,0.15931,-0.00051963
17,0.15569,0.20469,0.057032,0.08959,0.042562,-0.027816,0.11195,0.0060577
18,0.12248,0.14912,0.047824,0.076435,0.12379,-0.18863,0.093208,0.017239
19,0.10011,0.10636,0.04881,0.066898,0.10932,-0.25704,0.088603,0.02875
20,0.087288,0.077093,0.054072,0.060979,0.0040845,-0.26493,0.086959,0.03434
21,0.079395,0.05769,0.056703,0.057032,-0.15575,-0.25473,0.082355,0.030065
