,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
0,-0.18403,-0.063662,-0.099509,-0.16298,0.14155,0.29612,-0.23171,-0.1689
1,-0.14226,-0.037024,-0.094905,-0.1495,0.16326,0.3073,-0.21461,-0.16857
2,-0.1051,-0.0047949,-0.088327,-0.13897,0.18069,0.31717,-0.20014,-0.1643
3,-0.078132,0.026776,-0.080763,-0.13075,0.1843,0.32539,-0.18633,-0.15936
4,-0.062676,0.049468,-0.073857,-0.12483,0.17345,0.33525,-0.17186,-0.15838
5,-0.051165,0.061636,-0.062018,-0.11464,0.16063,0.35466,-0.15509,-0.16068
6,-0.033735,0.065583,-0.04393,-0.092274,0.15668,0.38261,-0.13568,-0.16594
7,-0.0061104,0.065583,-0.022225,-0.056756,0.17181,0.41681,-0.10905,-0.17054
8,0.029736,0.066569,-0.0024928,-0.010057,0.21752,0.44904,-0.076159,-0.17416
9,0.068214,0.071502,0.011977,0.04322,0.29678,0.47009,-0.039326,-0.17811
10,0.10307,0.080053,0.020857,0.09551,0.38458,0.4668,-0.0015062,-0.18403
11,0.12642,0.090248,0.025132,0.1432,0.44542,0.43293,0.033354,-0.19192
12,0.13432,0.097812,0.031381,0.18299,0.452,0.37505,0.059005,-0.2008
13,0.13234,0.10406,0.042562,0.21259,0.40695,0.3096,0.076435,-0.2031
14,0.13136,0.10899,0.059005,0.23232,0.3267,0.25337,0.088275,-0.19718
15,0.13432,0.11557,0.076106,0.2458,0.23002,0.21785,0.095181,-0.18962
16,0.13892,0.11985,0.092879,0.25402,0.1376,0.19253,0.098141,-0.18501
17,0.14484,0.12182,0.10702,0.25435,0.053743,0.16063,0.098798,-0.18732
18,0.14879,0.12248,0.11623,0.23857,-0.020252,0.10932,0.095181,-0.19554
19,0.14747,0.12478,0.1159,0.20436,-0.082079,0.031381,0.082684,-0.20508
20,0.14188,0.12346,0.10768,0.15898,-0.1245,-0.0584,0.062952,-0.21132
21,0.133,0.11327,0.090577,0.10932,-0.14456,-0.13733,0.040589,-0.21297
22,0.12577,0.093865,0.067227,0.066898,-0.14259,-0.18633,0.015924,-0.21034
23,0.12215,0.067556,0.042562,0.037629,-0.12845,-0.19488,-0.010715,-0.20573
24,0.12083,0.044864,0.022501,0.021843,-0.11102,-0.16627,-0.035708,-0.19817
25,0.11327,0.033683,0.010004,0.015266,-0.1051,-0.11464,-0.052481,-0.18896
26,0.095181,0.036314,0.0050711,0.013951,-0.1222,-0.060373,-0.054783,-0.18074
27,0.067556,0.05177,0.0073732,0.01132,-0.16232,-0.014661,-0.047877,-0.17252
28,0.036971,0.074791,0.01132,0.002769,-0.21461,0.020199,-0.036366,-0.16627
29,0.011977,0.099785,0.012964,-0.0087413,-0.26953,0.047824,-0.027487,-0.16232
30,0.0024402,0.1205,0.012964,-0.019594,-0.31459,0.076106,-0.028473,-0.16002
31,0.011977,0.13267,0.013293,-0.032749,-0.33596,0.10603,-0.037353,-0.15311
32,0.034669,0.12971,0.014608,-0.041628,-0.32347,0.13333,-0.045246,-0.14127
33,0.057361,0.12116,0.011977,-0.041957,-0.27743,0.16391,-0.043272,-0.12516
34,0.071173,0.11261,0.0073732,-0.031762,-0.21428,0.19943,-0.033078,-0.1074
35,0.074462,0.10538,0.0021113,-0.016634,-0.15081,0.24712,-0.023211,-0.096878
36,0.068214,0.098141,0.0014536,-0.0038083,-0.095562,0.31651,-0.019923,-0.094905
37,0.05769,0.093208,0.0014536,0.0014536,-0.050507,0.41089,-0.02354,-0.094905
38,0.049468,0.091234,0.0001381,-0.0011774,-0.014003,0.51514,-0.028802,-0.090629
39,0.047824,0.093208,0.0024402,-0.0077547,0.013293,0.60525,-0.030775,-0.079777
40,0.052099,0.091234,0.0060577,-0.015976,0.027763,0.64866,-0.025842,-0.06432
