,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
0,-0.01795,0.23067,0.047495,0.06624,0.049139,0.78745,-0.51322,-0.82729
1,-0.018936,0.24613,0.049797,0.071502,0.058348,0.82099,-0.53065,-0.84998
2,-0.024527,0.26389,0.054401,0.078409,0.059334,0.86539,-0.54874,-0.88649
3,-0.031104,0.28165,0.061307,0.07808,0.049797,0.91965,-0.57176,-0.94799
4,-0.044588,0.28855,0.055059,0.055388,0.028421,0.96306,-0.6109,-1.0272
5,-0.065635,0.28033,0.02579,0.0093464,0.0054,0.96503,-0.65661,-1.0894
6,-0.083394,0.25797,-0.020252,-0.044917,-0.0034794,0.91669,-0.68193,-1.0901
7,-0.085696,0.22508,-0.062018,-0.085039,0.0083598,0.82592,-0.65825,-1.0115
8,-0.073199,0.19154,-0.083723,-0.098193,0.032696,0.7095,-0.5859,-0.86972
9,-0.054454,0.16194,-0.081092,-0.088656,0.056046,0.58585,-0.48494,-0.69805
10,-0.039984,0.13892,-0.065307,-0.067937,0.063938,0.47469,-0.38069,-0.53559
11,-0.028802,0.12149,-0.050507,-0.049521,0.053743,0.37834,-0.29321,-0.40667
12,-0.023211,0.10307,-0.045246,-0.037682,0.033354,0.30335,-0.22908,-0.31557
13,-0.020252,0.079724,-0.048205,-0.034722,0.014608,0.24514,-0.18534,-0.25079
14,-0.016963,0.051113,-0.052152,-0.035708,0.0047422,0.1968,-0.15015,-0.19981
15,-0.01203,0.024803,-0.053138,-0.031433,0.0001381,0.1524,-0.11793,-0.15114
16,-0.0061104,0.0060577,-0.04985,-0.021567,-0.0024928,0.10899,-0.086683,-0.097864
17,0.0054,-0.0084125,-0.045246,-0.010386,-0.007097,0.067227,-0.054125,-0.039655
18,0.023817,-0.021567,-0.042286,-0.0008485,-0.01499,0.029407,-0.020252,0.019212
19,0.04322,-0.03242,-0.039655,0.0067154,-0.025514,0.00079584,0.016581,0.074133
20,0.056703,-0.038339,-0.036037,0.012306,-0.033735,-0.019594,0.05473,0.11919
21,0.062623,-0.042615,-0.030775,0.013951,-0.034722,-0.038011,0.086301,0.15372
22,0.065583,-0.052152,-0.024856,0.014608,-0.027158,-0.061031,0.10932,0.18069
23,0.068543,-0.066622,-0.023869,0.017239,-0.012359,-0.0903,0.12577,0.207
24,0.075778,-0.080106,-0.024527,0.021514,0.0024402,-0.12516,0.13728,0.23692
25,0.085315,-0.089972,-0.0265,0.025132,0.012635,-0.16166,0.14747,0.26389
26,0.09255,-0.093918,-0.024198,0.025461,0.013951,-0.19521,0.15832,0.28296
27,0.095181,-0.092931,-0.018607,0.023159,0.0040845,-0.22448,0.1695,0.29447
28,0.090248,-0.08471,-0.010715,0.021186,-0.011701,-0.24553,0.17542,0.3027
29,0.077422,-0.071555,-0.0024928,0.020857,-0.024198,-0.25605,0.18102,0.30796
30,0.062294,-0.054783,0.0011247,0.021843,-0.028144,-0.25901,0.18792,0.31355
31,0.048482,-0.043601,0.0037556,0.025461,-0.021567,-0.26065,0.19516,0.32276
32,0.038287,-0.042286,0.0034268,0.030723,-0.010386,-0.26394,0.20239,0.3346
33,0.034998,-0.045903,0.0014536,0.034011,0.0001381,-0.27085,0.21193,0.34841
34,0.036314,-0.050179,-0.0008485,0.033683,0.0077021,-0.27644,0.22673,0.36058
35,0.032367,-0.051165,-0.0024928,0.029736,0.012635,-0.27973,0.24613,0.36584
36,0.022172,-0.052481,-0.004466,0.021514,0.015266,-0.28532,0.2629,0.36617
37,0.0090175,-0.057743,-0.0097279,0.011977,0.014608,-0.29979,0.2754,0.37307
38,-0.00051963,-0.066951,-0.014003,0.0014536,0.013293,-0.32445,0.2879,0.39445
39,-0.0047949,-0.079448,-0.018278,-0.0064392,0.011977,-0.35866,0.30204,0.43326
40,-0.004466,-0.095233,-0.024198,-0.012359,0.0093464,-0.4047,0.31717,0.48719
41,0.00046697,-0.10905,-0.029789,-0.015976,0.0073732,-0.46291,0.33854,0.55954
42,0.014937,-0.11891,-0.028802,-0.012688,0.0090175,-0.52967,0.37274,0.65294
43,0.033354,-0.1245,-0.019594,-0.0061104,0.011977,-0.59709,0.41648,0.75719
44,0.049468,-0.1268,-0.0038083,0.0014536,0.013951,-0.65266,0.46121,0.85289
45,0.056374,-0.12944,0.010004,0.0080309,0.013951,-0.69213,0.50133,0.91866
46,0.057032,-0.13009,0.019541,0.01691,0.012964,-0.71416,0.52961,0.94892
47,0.055059,-0.12976,0.026776,0.023488,0.01132,-0.71581,0.53915,0.94399
48,0.051441,-0.13009,0.034998,0.027105,0.013951,-0.69936,0.52961,0.91505
49,0.047824,-0.12944,0.043877,0.034669,0.018884,-0.67503,0.51087,0.87427
50,0.044206,-0.1245,0.052428,0.044864,0.020857,-0.64806,0.48785,0.82724
51,0.038944,-0.11332,0.059334,0.053415,0.020199,-0.62471,0.46384,0.77955
52,0.030723,-0.10148,0.060321,0.060321,0.018555,-0.60465,0.4349,0.73417
53,0.025132,-0.087341,0.059992,0.067885,0.021843,-0.57998,0.4132,0.69438
54,0.024803,-0.078461,0.059005,0.076106,0.023488,-0.54973,0.40004,0.65491
55,0.030723,-0.074844,0.060321,0.088603,0.020528,-0.50961,0.39248,0.61019
56,0.043877,-0.074186,0.069858,0.1034,0.01691,-0.44877,0.38195,0.54869
57,0.059992,-0.068924,0.088603,0.11853,0.012964,-0.35997,0.35926,0.45825
58,0.068543,-0.055769,0.10801,0.12675,0.0083598,-0.25276,0.31158,0.33394
59,0.068214,-0.036366,0.11985,0.12248,0.0083598,-0.14062,0.24251,0.18957
60,0.065912,-0.012359,0.11787,0.10866,0.012964,-0.040641,0.16885,0.045522
61,0.066569,0.011648,0.10505,0.090577,0.019212,0.041904,0.10011,-0.083723
62,0.067227,0.032038,0.084657,0.079724,0.023488,0.10834,0.041575,-0.19258
63,0.066569,0.051441,0.062952,0.077751,0.024803,0.16457,-0.007097,-0.27611
