,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
0,0.11294,0.074133,0.032038,0.030065,0.11721,0.17214,-0.0031506,-0.025842
1,0.096496,0.062623,0.037629,0.040918,0.10307,0.182,0.010004,-0.015648
2,0.086959,0.042562,0.036971,0.04881,0.076106,0.18233,0.027763,-0.0090702
3,0.095181,0.022501,0.02875,0.051441,0.042562,0.17707,0.044535,-0.0057815
4,0.11689,0.0090175,0.012964,0.049139,0.01132,0.17016,0.055388,-0.0031506
5,0.14122,0.0017824,-0.0028217,0.046508,-0.014661,0.16063,0.056374,-0.002164
6,0.15832,0.0021113,-0.011043,0.047495,-0.036037,0.14846,0.050126,-0.0077547
7,0.16556,0.0040845,-0.012688,0.051113,-0.051494,0.13629,0.042233,-0.015976
8,0.16194,0.00079584,-0.013345,0.05473,-0.06432,0.12149,0.036642,-0.01795
9,0.14977,-0.012359,-0.015648,0.054072,-0.07583,0.10242,0.031709,-0.0097279
10,0.13596,-0.031433,-0.019265,0.049797,-0.088985,0.077751,0.024145,0.0063866
11,0.12149,-0.049192,-0.029131,0.038287,-0.10115,0.050784,0.015924,0.028421
12,0.10866,-0.057414,-0.043601,0.021514,-0.11135,0.02579,0.0077021,0.050126
13,0.099456,-0.055769,-0.062347,0.0047422,-0.12121,0.0063866,0.0017824,0.065254
14,0.098141,-0.04689,-0.08175,-0.012359,-0.12483,-0.0077547,-0.0008485,0.072818
15,0.099456,-0.036695,-0.09918,-0.026829,-0.1222,-0.019265,0.00046697,0.076435
16,0.098798,-0.024527,-0.11299,-0.03538,-0.11595,-0.033735,0.0057288,0.076435
17,0.09551,-0.010386,-0.11529,-0.039655,-0.11299,-0.054125,0.012306,0.07512
18,0.08959,0.0040845,-0.10082,-0.038339,-0.11233,-0.079448,0.017897,0.077093
19,0.079066,0.018884,-0.074186,-0.031762,-0.11365,-0.10576,0.022501,0.084657
20,0.064925,0.033025,-0.038997,-0.022225,-0.11102,-0.12845,0.028092,0.094523
21,0.052099,0.046837,-0.0038083,-0.010715,-0.10444,-0.14851,0.036642,0.1034
22,0.045193,0.057032,0.021843,0.0014536,-0.09326,-0.16857,0.049139,0.10636
23,0.045851,0.064925,0.035327,0.014608,-0.079448,-0.186,0.066898,0.10899
24,0.05473,0.069529,0.041247,0.024803,-0.061689,-0.19883,0.085972,0.11393
25,0.068543,0.071831,0.044864,0.029078,-0.044259,-0.2031,0.10603,0.12083
26,0.081039,0.071502,0.048482,0.026119,-0.035708,-0.19916,0.12741,0.12544
27,0.084328,0.070516,0.05473,0.018555,-0.036037,-0.18962,0.15076,0.12544
28,0.081039,0.072489,0.059992,0.0073732,-0.040313,-0.17613,0.17181,0.1205
29,0.077751,0.079395,0.06361,-0.0074258,-0.043601,-0.16265,0.18858,0.11426
30,0.080053,0.090248,0.06624,-0.025185,-0.041957,-0.15377,0.20436,0.10899
31,0.088603,0.10143,0.066898,-0.039326,-0.03538,-0.14917,0.21982,0.10472
32,0.10636,0.10702,0.063938,-0.039655,-0.024856,-0.14456,0.23298,0.10538
33,0.12774,0.10538,0.059005,-0.024856,-0.010386,-0.14193,0.24087,0.10998
34,0.14648,0.096167,0.05473,0.0001381,0.0060577,-0.14127,0.24218,0.11393
35,0.15602,0.079066,0.051113,0.027105,0.02579,-0.14029,0.24153,0.11952
36,0.15306,0.054401,0.050455,0.047824,0.047495,-0.13667,0.24218,0.12281
37,0.14024,0.029078,0.055059,0.06065,0.065583,-0.13404,0.24218,0.12511
38,0.12379,0.0047422,0.06065,0.066569,0.079066,-0.13272,0.2412,0.12905
39,0.10768,-0.014003,0.058019,0.065583,0.088603,-0.13075,0.23857,0.13958
40,0.092221,-0.025185,0.04881,0.059663,0.098798,-0.12911,0.23265,0.15602
41,0.077093,-0.031104,0.0373,0.047824,0.11064,-0.13042,0.22278,0.17016
42,0.066569,-0.031762,0.025461,0.033025,0.12675,-0.1347,0.21094,0.1774
43,0.058676,-0.024856,0.018884,0.02283,0.14385,-0.13864,0.20009,0.17641
44,0.049468,-0.016963,0.019212,0.019541,0.15898,-0.13799,0.19154,0.17049
45,0.037958,-0.0090702,0.023159,0.022501,0.1774,-0.12944,0.18233,0.16457
46,0.026447,0.0001381,0.026776,0.027434,0.20009,-0.11365,0.17148,0.16326
47,0.017897,0.0093464,0.029078,0.033354,0.22147,-0.0903,0.16622,0.16359
48,0.011648,0.014937,0.029736,0.039273,0.22771,-0.063004,0.16622,0.1626
49,0.0054,0.013293,0.029736,0.044206,0.21127,-0.038668,0.1695,0.15635
50,-0.0047949,0.0040845,0.029736,0.04881,0.17016,-0.025185,0.17115,0.14385
51,-0.022225,-0.0054526,0.029078,0.049468,0.11064,-0.0265,0.16753,0.12938
52,-0.046232,-0.011043,0.025132,0.044535,0.052099,-0.037353,0.15767,0.12017
53,-0.069911,-0.013674,0.019541,0.032038,0.010662,-0.048205,0.14352,0.11721
54,-0.084052,-0.015976,0.017239,0.01987,-0.011372,-0.050179,0.12971,0.11919
55,-0.08471,-0.015319,0.02579,0.013951,-0.011372,-0.042615,0.11623,0.12281
