,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,channel_8
0,0.083999,0.75851,0.076106,-0.038011,-0.12845,0.028421,0.059005,0.02283
1,0.14287,0.59309,0.069529,-0.035708,-0.09918,0.034998,0.061636,0.013622
2,0.17279,0.37077,0.053415,-0.036366,-0.084052,0.036314,0.058676,0.0077021
3,0.17115,0.15109,0.032367,-0.041299,-0.08175,0.032038,0.043549,0.0067154
4,0.1432,-0.017621,0.013951,-0.050836,-0.089314,0.02283,0.014937,0.0096753
5,0.098798,-0.11727,0.0037556,-0.059387,-0.10576,0.013951,-0.021896,0.013622
6,0.053086,-0.15246,-0.0015062,-0.061689,-0.12319,0.0044134,-0.058729,0.012964
7,0.014608,-0.14391,-0.0047949,-0.053796,-0.13272,-0.0024928,-0.083394,0.0070443
8,-0.016963,-0.11168,-0.0057815,-0.038997,-0.13141,-0.0061104,-0.093589,-0.00051963
9,-0.04393,-0.072542,-0.0028217,-0.022225,-0.11924,-0.0067681,-0.098522,-0.0067681
10,-0.062676,-0.038339,0.0014536,-0.0087413,-0.093589,-0.0061104,-0.10444,-0.015976
11,-0.068266,-0.019923,0.0057288,0.002769,-0.05281,-0.007097,-0.10937,-0.024527
12,-0.062018,-0.025514,0.0083598,0.014608,-0.0018351,-0.0097279,-0.11266,-0.032749
13,-0.052481,-0.053138,0.010662,0.034998,0.048482,-0.011372,-0.11332,-0.040641
14,-0.045574,-0.10477,0.011977,0.061307,0.089261,-0.0090702,-0.11266,-0.047548
15,-0.047877,-0.18304,0.012964,0.089919,0.11195,-0.0041372,-0.11069,-0.056756
16,-0.063333,-0.28006,0.013951,0.11327,0.10669,0.0021113,-0.10115,-0.066293
17,-0.089972,-0.38595,0.014608,0.12544,0.076435,0.0063866,-0.08175,-0.07287
18,-0.12187,-0.4856,0.012635,0.12182,0.03434,0.0096753,-0.055112,-0.074515
19,-0.15048,-0.55894,0.0083598,0.1034,-0.0093991,0.014608,-0.024856,-0.072542
20,-0.16594,-0.59314,0.0037556,0.079395,-0.047219,0.018884,0.0011247,-0.068595
21,-0.1643,-0.58919,-0.0015062,0.055717,-0.073528,0.021514,0.018226,-0.063991
22,-0.14983,-0.56354,-0.0064392,0.037629,-0.087998,0.025461,0.021843,-0.059058
23,-0.13503,-0.55203,-0.010715,0.027434,-0.092603,0.030065,0.014608,-0.053138
24,-0.1324,-0.60695,-0.017292,0.02579,-0.094576,0.035327,0.0057288,-0.049192
25,-0.15311,-0.76316,-0.027816,0.026119,-0.099509,0.039602,0.0021113,-0.051165
26,-0.20244,-0.996,-0.043601,0.02283,-0.099838,0.047824,0.0040845,-0.052152
27,-0.26822,-1.2144,-0.057743,0.012635,-0.095562,0.059663,0.010662,-0.051165
28,-0.32676,-1.3051,-0.062676,0.0024402,-0.084381,0.072818,0.017897,-0.051494
29,-0.35899,-1.216,-0.057085,-0.0038083,-0.062018,0.084986,0.02283,-0.055769
30,-0.35931,-0.97923,-0.04097,-0.004466,-0.026171,0.096825,0.026447,-0.060702
31,-0.33695,-0.68193,-0.022225,-0.0011774,0.017568,0.1034,0.026776,-0.065635
32,-0.31689,-0.37247,-0.0080836,0.0024402,0.058348,0.1034,0.023159,-0.068924
33,-0.31031,-0.031104,-0.0011774,0.0044134,0.097154,0.095181,0.018555,-0.069253
34,-0.30965,0.3813,0.0017824,0.0001381,0.14122,0.084328,0.012635,-0.064978
35,-0.29223,0.87854,0.0080309,-0.0057815,0.19812,0.079066,0.0077021,-0.064978
36,-0.2281,1.4291,0.018884,-0.0051238,0.27047,0.084328,0.0070443,-0.067609
37,-0.10313,1.9339,0.032038,0.010333,0.34709,0.096167,0.012635,-0.071555
38,0.076106,2.2739,0.042233,0.048482,0.40267,0.10866,0.024145,-0.075173
39,0.28296,2.3772,0.051441,0.10307,0.41813,0.12083,0.038287,-0.076159
40,0.48423,2.2381,0.063938,0.16128,0.39609,0.12873,0.048482,-0.074844
41,0.65294,1.9148,0.083342,0.20568,0.354,0.133,0.052428,-0.073857
42,0.76508,1.5024,0.10834,0.21357,0.30533,0.13464,0.045851,-0.074186
43,0.80685,1.0956,0.13103,0.1774,0.2583,0.13399,0.026776,-0.078132
44,0.78482,0.75226,0.14024,0.10406,0.21324,0.12971,0.0001381,-0.085039
45,0.722,0.47996,0.12577,0.016581,0.16687,0.11787,-0.028473,-0.089643
46,0.6536,0.26159,0.087946,-0.060373,0.1205,0.098469,-0.050179,-0.086354
47,0.6092,0.072489,0.043877,-0.10477,0.077751,0.07512,-0.0584,-0.074844
48,0.60756,-0.08471,0.0086887,-0.11135,0.044206,0.055059,-0.052152,-0.060702
49,0.64932,-0.18304,-0.0090702,-0.088656,0.023488,0.040918,-0.037024,-0.04689
50,0.72233,-0.20475,-0.011701,-0.054454,0.017568,0.033683,-0.022554,-0.037024
51,0.80455,-0.15739,-0.004466,-0.028144,0.01691,0.027105,-0.014003,-0.027158
52,0.86802,-0.061689,0.0096753,-0.01795,0.011648,0.018884,-0.013674,-0.014332
53,0.87887,0.05769,0.032038,-0.01795,-0.0038083,0.0073732,-0.018278,-0.0008485
54,0.82264,0.182,0.061636,-0.016963,-0.028802,-0.0034794,-0.024198,0.011977
55,0.70457,0.28921,0.091234,-0.0067681,-0.053796,-0.0084125,-0.028144,0.024803
56,0.55,0.35104,0.11327,0.010333,-0.07583,-0.0097279,-0.02946,0.03434
57,0.3905,0.34315,0.11952,0.028421,-0.096549,-0.0087413,-0.023211,0.038944
58,0.24712,0.26586,0.10702,0.04618,-0.12352,-0.0054526,-0.0080836,0.041247
59,0.13169,0.14221,0.074791,0.061307,-0.15607,-0.0015062,0.012964,0.043549
60,0.04322,0.0096753,0.036314,0.07216,-0.19455,-0.00019077,0.0373,0.052757
61,-0.026829,-0.094905,0.0070443,0.074133,-0.23467,-0.0024928,0.059005,0.061636
62,-0.083065,-0.1541,-0.0084125,0.066898,-0.27775,-0.0057815,0.071831,0.063938
63,-0.12023,-0.16561,-0.012359,0.055059,-0.32018,-0.012688,0.07216,0.061307
64,-0.13601,-0.14654,-0.010386,0.043549,-0.35274,-0.025514,0.060979,0.058019
65,-0.12746,-0.12384,-0.0077547,0.03434,-0.36293,-0.041957,0.052099,0.054401
66,-0.10313,-0.12023,-0.0015062,0.024145,-0.33827,-0.055112,0.054072,0.049468
67,-0.073199,-0.14292,0.0067154,0.010662,-0.28236,-0.059387,0.062952,0.043549
68,-0.049521,-0.18501,0.012306,-0.0034794,-0.20738,-0.054125,0.074133,0.038944
69,-0.038011,-0.23007,0.011977,-0.016634,-0.13075,-0.045246,0.085972,0.04322
70,-0.042944,-0.26032,0.0054,-0.027816,-0.059387,-0.038668,0.098798,0.053415
71,-0.060373,-0.2669,-0.0054526,-0.034722,0.0060577,-0.032749,0.10965,0.065912
72,-0.076488,-0.25276,-0.012359,-0.03242,0.072489,-0.027158,0.11623,0.076764
73,-0.078461,-0.22448,-0.011043,-0.014332,0.14287,-0.021896,0.12182,0.086301
74,-0.062676,-0.18173,-0.0018351,0.021514,0.21522,-0.016634,0.13464,0.09255
75,-0.038011,-0.12417,0.011648,0.065912,0.28033,-0.012688,0.15043,0.096167
76,-0.015648,-0.061689,0.02579,0.10406,0.33098,-0.0097279,0.16622,0.098798
77,-0.0054526,-0.016634,0.039602,0.12609,0.35992,-0.0038083,0.17674,0.10077
78,-0.011701,-0.0077547,0.054072,0.13103,0.35696,0.0040845,0.18266,0.099127
79,-0.034722,-0.039984,0.071831,0.12642,0.31914,0.0096753,0.18463,0.091563
80,-0.070568,-0.10247,0.089919,0.12313,0.2583,0.010662,0.18069,0.079395
81,-0.11431,-0.18567,0.10636,0.12675,0.18825,0.0057288,0.17246,0.064267
82,-0.15542,-0.27677,0.11623,0.13695,0.10899,-0.0008485,0.16095,0.055059
83,-0.18403,-0.35471,0.11228,0.14944,0.019541,-0.0097279,0.14813,0.052757
84,-0.19784,-0.39779,0.10011,0.15635,-0.077146,-0.020252,0.13399,0.050455
85,-0.20343,-0.39582,0.080382,0.14747,-0.16397,-0.030447,0.1159,0.043877
86,-0.20968,-0.35372,0.057032,0.12577,-0.22086,-0.036366,0.097483,0.033354
